pair_unit,frequency
TREE-DEPTH-DIFF:14→10,1
CONST-COUNT-DIFF:41→30,2
DEP-DIST-DIFF:3.80→2.67,1
FORM-CHG:has→had,1
DEP-REL-CHG:root→acl:relcl,1
DEP-REL-CHG:acl:relcl→obj,5
DEP-REL-CHG:iobj→ccomp,1
FEAT-CHG:Tense=Pres→Tense=Past,1
DEP-DIST-DIFF:3.62→2.18,1
BRANCH-DIFF:1.80→1.61,1
DEP-REL-CHG:punct→advcl,4
CONST-COUNT-DIFF:31→28,12
DEP-DIST-DIFF:2.87→2.46,2
TED-ZHANG-SHASHA:33→33,3
DEP-DIST-DIFF:3.13→1.92,1
BRANCH-DIFF:1.94→1.87,1
DEP-REL-CHG:compound→cop,2
DEP-DIST-DIFF:2.38→3.46,1
BRANCH-DIFF:2.14→2.08,1
CONST-COUNT-DIFF:26→24,7
DEP-DIST-DIFF:2.23→1.64,1
BRANCH-DIFF:2.08→1.92,6
DEP-DIST-DIFF:2.64→2.22,2
DEP-REL-CHG:advmod→xcomp,1
DEP-DIST-DIFF:2.57→1.73,1
BRANCH-DIFF:1.93→1.85,2
FORM-CHG:looted→loot,2
DEP-REL-CHG:obl:unmarked→obj,1
CONST-REM:QP-REM→ABSENT,12
DEP-DIST-DIFF:3.50→2.75,1
BRANCH-DIFF:2.14→2.20,1
DEP-REL-CHG:nsubj:pass→det,2
DEP-REL-CHG:mark→nmod:poss,8
TED-ZHANG-SHASHA:37→37,2
TED-RTED:43→43,2
TREE-DEPTH-DIFF:16→9,1
CONST-COUNT-DIFF:34→25,3
DEP-DIST-DIFF:2.13→2.36,1
BRANCH-DIFF:1.83→1.85,1
DEP-REL-CHG:aux→fixed,2
HEAD-CHG:13→10,2
HEAD-CHG:7→6,11
DEP-DIST-DIFF:3.41→3.00,1
DEP-REL-CHG:appos→case,2
CONST-COUNT-DIFF:25→21,11
DEP-DIST-DIFF:2.83→2.00,2
CONST-COUNT-DIFF:35→29,2
DEP-DIST-DIFF:2.56→1.64,1
DEP-REL-CHG:obl→acl,5
CONST-COUNT-DIFF:36→35,1
DEP-DIST-DIFF:3.28→1.80,1
BRANCH-DIFF:2.06→1.79,1
DEP-REL-CHG:obl→nummod,10
DEP-REL-CHG:nummod→advcl,2
DEP-DIST-DIFF:3.50→2.71,1
BRANCH-DIFF:2.20→2.08,1
CONST-COUNT-DIFF:28→21,5
DEP-DIST-DIFF:3.20→2.27,1
BRANCH-DIFF:2.25→2.22,1
DEP-REL-CHG:case→aux:pass,3
DEP-REL-CHG:nmod:poss→nummod,3
DEP-REL-CHG:nmod:poss→punct,11
DEP-DIST-DIFF:3.37→2.80,1
BRANCH-DIFF:2.19→2.15,1
DEP-DIST-DIFF:3.62→2.55,1
DEP-REL-CHG:det→csubj,1
DEP-REL-CHG:obj→obl:unmarked,3
DEP-REL-CHG:ccomp→appos,5
DEP-REL-CHG:xcomp→nummod,2
DEP-REL-CHG:nmod:poss→root,3
LENGTH-CHG:24→19,2
TED-RTED:52→52,1
TREE-DEPTH-DIFF:16→11,2
CONST-COUNT-DIFF:43→35,2
DEP-DIST-DIFF:2.83→2.39,1
BRANCH-DIFF:2.21→2.12,1
DEP-REL-CHG:case→aux,2
DEP-REL-CHG:case→advcl,5
CONST-COUNT-DIFF:35→32,3
DEP-DIST-DIFF:3.00→2.43,1
HEAD-CHG:13→12,3
DEP-DIST-DIFF:2.53→2.54,1
BRANCH-DIFF:2.50→2.44,1
DEP-DIST-DIFF:2.25→1.60,3
DEP-REL-CHG:nummod→aux:pass,1
DEP-DIST-DIFF:2.79→2.20,1
BRANCH-DIFF:2.27→2.11,7
DEP-REL-CHG:expl→case,3
DEP-REL-CHG:nmod→amod,7
DEP-DIST-DIFF:2.69→2.58,1
BRANCH-DIFF:1.89→1.80,1
DEP-REL-CHG:flat→nmod:poss,3
CONST-COUNT-DIFF:25→20,10
DEP-DIST-DIFF:2.62→1.89,1
BRANCH-DIFF:2.18→1.90,1
DEP-DIST-DIFF:2.29→1.82,1
BRANCH-DIFF:2.40→2.22,1
DEP-REL-CHG:mark→det,3
DEP-DIST-DIFF:2.53→2.00,1
BRANCH-DIFF:2.36→2.30,1
DEP-DIST-DIFF:2.71→2.10,1
DEP-REL-CHG:nsubj:pass→amod,3
TREE-DEPTH-DIFF:13→8,4
DEP-DIST-DIFF:2.67→1.78,3
BRANCH-DIFF:1.94→1.82,1
DEP-REL-CHG:obl→advmod,3
DEP-DIST-DIFF:2.77→2.00,2
BRANCH-DIFF:2.18→1.91,2
DEP-DIST-DIFF:2.42→2.33,1
DEP-REL-CHG:csubj→acl,1
DEP-REL-CHG:acl→ccomp,1
LENGTH-CHG:19→14,10
DEP-DIST-DIFF:4.33→2.46,1
BRANCH-DIFF:2.00→1.81,2
PUNCT-ADD:→colon,198
PUNCT-SUBST:that→:,30
CONST-COUNT-DIFF:34→21,1
DEP-DIST-DIFF:4.06→2.64,1
BRANCH-DIFF:2.20→2.22,1
DEP-REL-CHG:punct→parataxis,22
DEP-DIST-DIFF:3.00→2.71,1
BRANCH-DIFF:2.31→1.91,1
DEP-REL-CHG:parataxis→obl,1
LENGTH-CHG:21→16,4
CONST-COUNT-DIFF:41→34,2
DEP-DIST-DIFF:3.50→3.20,1
LENGTH-CHG:18→16,6
DEP-DIST-DIFF:2.94→2.27,1
BRANCH-DIFF:2.31→2.25,1
FORM-CHG:him→he,1
DEP-REL-CHG:nmod:poss→ccomp,1
DEP-REL-CHG:mark→cop,3
FEAT-CHG:Case=Acc→Case=Nom,1
LENGTH-CHG:20→17,2
DEP-DIST-DIFF:2.74→2.56,1
DEP-DIST-DIFF:2.94→2.38,1
BRANCH-DIFF:2.33→2.18,1
DEP-DIST-DIFF:3.27→2.62,2
LENGTH-CHG:21→20,1
PUNCT-ADD:→parenthesis,70
TREE-DEPTH-DIFF:10→12,4
CONST-COUNT-DIFF:39→37,1
DEP-DIST-DIFF:3.70→2.05,1
BRANCH-DIFF:2.11→2.12,1
DEP-REL-CHG:mark→nsubj:pass,2
DEP-REL-CHG:advcl→dep,1
LENGTH-CHG:20→19,1
CONST-COUNT-DIFF:38→34,1
DEP-DIST-DIFF:3.37→2.61,1
BRANCH-DIFF:2.06→2.20,1
DEP-REL-CHG:amod→appos,9
LENGTH-CHG:17→16,2
CONST-COUNT-DIFF:30→30,3
DEP-DIST-DIFF:3.25→2.13,1
BRANCH-DIFF:2.23→2.07,1
DEP-REL-CHG:root→iobj,2
DEP-REL-CHG:nmod→mark,7
DEP-REL-CHG:punct→appos,38
LENGTH-CHG:14→15,2
CONST-COUNT-DIFF:29→32,2
DEP-DIST-DIFF:2.62→1.79,1
BRANCH-DIFF:1.87→1.82,1
DEP-REL-CHG:nmod→det,4
DEP-REL-CHG:appos→compound,1
LENGTH-CHG:18→20,2
TREE-DEPTH-DIFF:13→13,10
CONST-COUNT-DIFF:36→39,1
DEP-DIST-DIFF:2.76→1.74,1
BRANCH-DIFF:1.94→2.00,3
TREE-DEPTH-DIFF:13→12,6
DEP-DIST-DIFF:2.94→2.43,1
CONST-COUNT-DIFF:34→29,3
DEP-DIST-DIFF:2.11→2.29,1
BRANCH-DIFF:2.20→2.00,6
DEP-REL-CHG:aux:pass→advmod,7
DEP-REL-CHG:xcomp→amod,5
BRANCH-DIFF:1.71→1.62,2
DEP-REL-CHG:root→cc:preconj,1
DEP-REL-CHG:cc:preconj→cc,1
DEP-REL-CHG:cc→cop,2
DEP-DIST-DIFF:3.64→2.55,1
BRANCH-DIFF:2.08→2.22,1
LENGTH-CHG:13→18,1
TREE-DEPTH-DIFF:14→15,1
CONST-COUNT-DIFF:28→37,2
DEP-DIST-DIFF:2.33→2.00,4
BRANCH-DIFF:1.80→1.89,1
DEP-REL-CHG:aux→acl:relcl,5
LENGTH-CHG:16→17,5
CONST-COUNT-DIFF:33→36,1
DEP-DIST-DIFF:2.47→2.19,2
BRANCH-DIFF:1.88→1.84,1
DEP-REL-CHG:cc→advcl,2
DEP-REL-CHG:conj→ccomp,1
DEP-REL-CHG:nsubj:pass→punct,7
DEP-REL-CHG:ccomp→nummod,1
LENGTH-CHG:17→18,3
TREE-DEPTH-DIFF:9→14,1
CONST-COUNT-DIFF:33→38,1
DEP-REL-CHG:aux→nmod:poss,2
CONST-COUNT-DIFF:38→35,1
DEP-DIST-DIFF:3.00→2.40,1
BRANCH-DIFF:1.95→1.79,1
DEP-REL-CHG:nummod→appos,10
LENGTH-CHG:19→18,2
CONST-COUNT-DIFF:33→30,2
DEP-DIST-DIFF:3.11→2.06,1
BRANCH-DIFF:2.29→2.42,1
FORM-CHG:sales→sale,1
LENGTH-CHG:12→20,1
CONST-COUNT-DIFF:25→39,1
DEP-DIST-DIFF:2.91→3.00,2
BRANCH-DIFF:1.85→2.00,2
DEP-REL-CHG:root→expl,1
DEP-REL-CHG:expl→nummod,2
DEP-DIST-DIFF:2.53→1.73,1
BRANCH-DIFF:2.07→1.85,5
DEP-REL-CHG:compound→conj,4
DEP-REL-CHG:conj→advcl,2
LENGTH-CHG:18→19,1
CONST-COUNT-DIFF:34→38,1
DEP-DIST-DIFF:3.41→2.50,1
BRANCH-DIFF:2.06→1.95,1
DEP-REL-CHG:nmod→parataxis,6
CONST-COUNT-DIFF:34→33,2
DEP-DIST-DIFF:3.71→2.40,1
BRANCH-DIFF:2.06→1.88,3
LENGTH-CHG:15→16,6
CONST-COUNT-DIFF:29→29,3
DEP-DIST-DIFF:2.71→1.87,1
BRANCH-DIFF:2.00→2.15,1
LENGTH-CHG:11→13,2
"PUNCT-SUBST:and→,",50
CONST-COUNT-DIFF:21→26,1
DEP-DIST-DIFF:2.20→1.92,1
DEP-REL-CHG:case→xcomp,2
CONST-COUNT-DIFF:23→22,7
DEP-DIST-DIFF:3.08→1.90,2
BRANCH-DIFF:2.44→1.91,1
DEP-REL-CHG:nsubj:outer→appos,2
DEP-REL-CHG:appos→cc,1
DEP-DIST-DIFF:2.56→2.00,1
BRANCH-DIFF:2.29→1.92,1
DEP-REL-CHG:obl→acl:relcl,1
DEP-DIST-DIFF:2.61→1.93,1
BRANCH-DIFF:1.90→1.78,1
DEP-REL-CHG:cop→advcl,1
CONST-COUNT-DIFF:36→32,1
DEP-DIST-DIFF:2.93→2.17,1
BRANCH-DIFF:1.75→1.63,1
DEP-REL-CHG:compound:prt→det,1
LENGTH-CHG:18→21,3
CONST-COUNT-DIFF:35→39,1
DEP-DIST-DIFF:3.00→2.75,1
BRANCH-DIFF:2.00→2.11,1
FORM-CHG:hit→hits,1
CONST-COUNT-DIFF:34→36,3
DEP-DIST-DIFF:2.94→2.12,1
BRANCH-DIFF:2.20→1.94,1
DEP-REL-CHG:aux:pass→parataxis,3
DEP-REL-CHG:parataxis→acl,2
LENGTH-CHG:17→19,3
CONST-COUNT-DIFF:34→37,1
DEP-DIST-DIFF:2.94→2.56,1
FORM-CHG:were→is,1
DEP-REL-CHG:nsubj:pass→vocative,1
DEP-REL-CHG:cc→punct,13
DEP-REL-CHG:conj→nsubj:pass,1
CONST-COUNT-DIFF:27→31,1
DEP-DIST-DIFF:2.93→2.33,1
DEP-REL-CHG:nsubj:pass→compound:prt,1
DEP-REL-CHG:ccomp→fixed,1
DEP-REL-CHG:compound:prt→obl,3
DEP-REL-CHG:fixed→punct,2
DEP-REL-CHG:flat→appos,1
DEP-REL-CHG:punct→dep,2
TED-ZHANG-SHASHA:27→27,3
CONST-COUNT-DIFF:29→31,1
DEP-DIST-DIFF:2.87→1.88,1
BRANCH-DIFF:2.15→2.14,1
LENGTH-CHG:14→19,1
"PUNCT-SUBST:for→,",2
CONST-COUNT-DIFF:28→35,1
DEP-DIST-DIFF:2.85→2.22,1
BRANCH-DIFF:1.93→2.12,1
DEP-REL-CHG:nummod→nmod:poss,2
DEP-DIST-DIFF:3.71→2.54,1
BRANCH-DIFF:2.42→2.18,2
DEP-REL-CHG:acl:relcl→compound,2
DEP-DIST-DIFF:2.11→1.43,1
BRANCH-DIFF:1.75→1.64,1
LENGTH-CHG:14→16,3
CONST-COUNT-DIFF:23→31,1
DEP-DIST-DIFF:3.69→3.27,1
BRANCH-DIFF:2.44→2.00,1
LENGTH-CHG:12→13,2
CONST-COUNT-DIFF:23→24,2
DEP-DIST-DIFF:2.55→2.33,1
BRANCH-DIFF:2.00→2.09,4
LENGTH-CHG:13→20,1
TREE-DEPTH-DIFF:6→10,5
CONST-COUNT-DIFF:20→32,1
DEP-DIST-DIFF:2.17→2.21,1
BRANCH-DIFF:2.71→2.58,1
FORM-CHG:earned→earns,1
CONST-COUNT-DIFF:19→23,1
DEP-DIST-DIFF:2.40→2.17,1
DEP-REL-CHG:obj→parataxis,8
DEP-DIST-DIFF:2.79→2.08,1
BRANCH-DIFF:2.27→2.09,2
DEP-REL-CHG:appos→punct,2
HEAD-CHG:13→11,2
CONST-COUNT-DIFF:37→34,2
DEP-DIST-DIFF:3.60→3.06,1
DEP-DIST-DIFF:3.12→2.20,1
TOKEN-REORDER:FRONT→FRONT,8
DEP-DIST-DIFF:2.87→2.53,1
BRANCH-DIFF:2.07→2.07,2
DEP-REL-CHG:obl→nsubj:pass,2
TREE-DEPTH-DIFF:9→11,2
DEP-DIST-DIFF:3.00→2.94,1
BRANCH-DIFF:2.45→1.89,1
CONST-COUNT-DIFF:19→19,4
DEP-DIST-DIFF:3.00→2.60,1
BRANCH-DIFF:2.25→2.25,1
CONST-COUNT-DIFF:30→31,1
DEP-DIST-DIFF:2.86→3.53,1
BRANCH-DIFF:1.93→2.00,3
DEP-REL-CHG:aux→compound:prt,7
DEP-DIST-DIFF:2.92→2.11,1
BRANCH-DIFF:1.93→1.69,4
CONST-COUNT-DIFF:27→33,1
DEP-DIST-DIFF:2.31→2.33,1
BRANCH-DIFF:2.00→1.88,12
DEP-REL-CHG:flat→punct,4
CONST-COUNT-DIFF:25→25,1
DEP-DIST-DIFF:2.27→1.58,1
LENGTH-CHG:13→14,1
CONST-COUNT-DIFF:24→27,1
DEP-DIST-DIFF:2.33→1.69,1
BRANCH-DIFF:2.09→2.00,2
FORM-CHG:danced→dances,1
CONST-COUNT-DIFF:27→29,2
DEP-DIST-DIFF:3.33→2.44,1
BRANCH-DIFF:2.36→2.33,1
HEAD-CHG:5→3,6
DEP-DIST-DIFF:3.08→1.83,1
BRANCH-DIFF:2.30→2.33,1
CONST-COUNT-DIFF:32→26,4
DEP-DIST-DIFF:3.24→2.42,1
BRANCH-DIFF:2.21→1.92,2
DEP-DIST-DIFF:2.23→1.88,2
BRANCH-DIFF:2.15→1.87,1
PUNCT-ADD:→semicolon,2
DEP-DIST-DIFF:3.38→3.00,1
BRANCH-DIFF:2.33→2.38,1
FORM-CHG:have→has,1
LENGTH-CHG:12→21,1
CONST-COUNT-DIFF:24→41,1
DEP-DIST-DIFF:2.27→2.55,1
BRANCH-DIFF:1.92→2.00,2
LENGTH-CHG:8→7,4
CONST-COUNT-DIFF:16→15,4
DEP-DIST-DIFF:2.29→1.83,1
DEP-REL-CHG:nummod→nmod,14
LENGTH-CHG:20→22,2
CONST-COUNT-DIFF:36→38,1
DEP-DIST-DIFF:3.58→2.81,1
BRANCH-DIFF:2.19→2.31,1
DEP-REL-CHG:aux→iobj,3
DEP-REL-CHG:iobj→advmod,1
DEP-REL-CHG:aux→cc,1
TED-RTED:39→39,3
"PUNCT-SUBST:""→said",1
"PUNCT-SUBST:,→for",1
CONST-COUNT-DIFF:36→48,1
DEP-DIST-DIFF:2.84→3.00,1
BRANCH-DIFF:2.19→1.81,1
DEP-DIST-DIFF:2.90→1.88,1
LENGTH-CHG:10→7,15
DEP-DIST-DIFF:2.44→1.50,2
BRANCH-DIFF:2.12→1.75,1
LENGTH-CHG:17→20,1
CONST-COUNT-DIFF:29→33,1
DEP-DIST-DIFF:2.62→2.53,1
BRANCH-DIFF:2.33→2.46,1
CONST-COUNT-DIFF:25→19,5
DEP-DIST-DIFF:2.92→2.62,1
BRANCH-DIFF:2.18→1.80,2
DEP-DIST-DIFF:3.14→2.20,1
CONST-COUNT-DIFF:31→25,8
BRANCH-DIFF:2.14→2.18,1
DEP-REL-CHG:obl→appos,8
DEP-REL-CHG:cc→flat,4
DEP-REL-CHG:conj→mark,1
DEP-REL-CHG:flat→advcl,2
LENGTH-CHG:20→23,1
CONST-COUNT-DIFF:35→45,1
DEP-DIST-DIFF:2.89→2.77,1
DEP-DIST-DIFF:2.85→2.10,1
BRANCH-DIFF:2.30→2.11,1
CONST-COUNT-DIFF:22→17,5
DEP-DIST-DIFF:3.54→2.89,1
BRANCH-DIFF:2.62→2.29,1
DEP-DIST-DIFF:2.46→1.80,1
DEP-REL-CHG:case→fixed,4
DEP-REL-CHG:conj→appos,6
LENGTH-CHG:17→21,1
"PUNCT-SUBST:with→,",1
CONST-COUNT-DIFF:29→35,1
DEP-DIST-DIFF:2.69→2.95,1
LENGTH-CHG:13→8,12
CONST-COUNT-DIFF:24→16,4
DEP-DIST-DIFF:2.42→1.86,1
BRANCH-DIFF:2.09→1.88,2
DEP-DIST-DIFF:2.50→1.88,4
CONST-COUNT-DIFF:24→17,4
DEP-DIST-DIFF:2.33→1.43,2
BRANCH-DIFF:2.09→1.78,4
TREE-DEPTH-DIFF:10→14,1
CONST-COUNT-DIFF:33→42,1
DEP-DIST-DIFF:3.47→2.45,1
BRANCH-DIFF:2.13→1.95,1
DEP-DIST-DIFF:3.00→1.91,3
BRANCH-DIFF:2.25→2.00,11
LEMMA-CHG:Saudi→saudi,1
DEP-REL-CHG:obl:agent→appos,1
FEAT-CHG:Degree=Pos→Degree=ABSENT,1
CONST-COUNT-DIFF:38→40,1
DEP-DIST-DIFF:2.59→2.11,1
BRANCH-DIFF:1.85→1.95,1
FORM-CHG:man→Man,1
CONST-COUNT-DIFF:31→35,1
DEP-DIST-DIFF:2.60→2.20,1
BRANCH-DIFF:2.00→1.79,2
DEP-DIST-DIFF:2.62→2.10,1
DEP-REL-CHG:conj→root,2
CONST-COUNT-DIFF:34→43,1
DEP-DIST-DIFF:2.24→1.85,1
BRANCH-DIFF:2.06→1.91,1
FORM-CHG:tried→try,2
DEP-REL-CHG:obl:unmarked→nummod,1
CONST-COUNT-DIFF:34→30,2
DEP-DIST-DIFF:2.81→1.85,1
BRANCH-DIFF:1.94→1.81,1
CONST-COUNT-DIFF:24→19,6
DEP-DIST-DIFF:2.36→1.88,2
BRANCH-DIFF:1.92→1.80,2
DEP-REL-CHG:amod→aux,4
TED-KLEIN:20→20,33
CONST-COUNT-DIFF:24→30,1
DEP-DIST-DIFF:2.38→2.31,1
BRANCH-DIFF:2.30→1.81,1
DEP-DIST-DIFF:3.38→2.83,1
BRANCH-DIFF:2.23→2.09,1
DEP-REL-CHG:flat→nummod,3
DEP-DIST-DIFF:3.22→2.27,1
DEP-DIST-DIFF:2.82→2.18,1
BRANCH-DIFF:2.06→1.94,1
DEP-REL-CHG:nmod→appos,8
CONST-COUNT-DIFF:38→38,1
DEP-DIST-DIFF:2.95→2.20,1
BRANCH-DIFF:2.18→2.18,1
DEP-REL-CHG:aux→det:predet,1
DEP-REL-CHG:det:predet→obj,1
DEP-REL-CHG:advmod→punct,7
CONST-COUNT-DIFF:31→31,4
DEP-DIST-DIFF:2.94→2.71,1
BRANCH-DIFF:2.14→2.31,1
BRANCH-DIFF:2.45→2.00,2
DEP-REL-CHG:advmod→acl,4
DEP-DIST-DIFF:3.56→2.33,1
BRANCH-DIFF:2.14→1.92,3
DEP-DIST-DIFF:2.40→1.58,1
BRANCH-DIFF:2.25→2.09,1
DEP-DIST-DIFF:2.33→1.50,1
BRANCH-DIFF:2.30→2.12,1
DEP-REL-CHG:obj→discourse,1
TED-KLEIN:31→31,1
DEP-DIST-DIFF:2.43→2.60,1
BRANCH-DIFF:2.00→2.25,1
CONST-COUNT-DIFF:23→19,10
DEP-DIST-DIFF:2.82→1.88,1
DEP-REL-CHG:acl:relcl→amod,1
DEP-DIST-DIFF:2.42→1.73,1
BRANCH-DIFF:1.80→1.73,1
LEMMA-CHG:Kiren→KIren,1
DEP-REL-CHG:mark→expl,1
DEP-REL-CHG:expl→ccomp,1
DEP-REL-CHG:ccomp→det,4
LENGTH-CHG:15→17,1
CONST-COUNT-DIFF:30→33,2
DEP-DIST-DIFF:2.21→1.69,1
LENGTH-CHG:18→17,3
CONST-COUNT-DIFF:32→33,1
DEP-DIST-DIFF:2.59→1.75,1
LENGTH-CHG:19→17,2
CONST-COUNT-DIFF:36→33,2
DEP-DIST-DIFF:4.39→3.19,1
BRANCH-DIFF:2.06→2.00,2
DEP-REL-CHG:advcl→aux,1
CONST-COUNT-DIFF:28→33,1
DEP-DIST-DIFF:2.62→1.93,1
BRANCH-DIFF:1.93→1.88,1
DEP-REL-CHG:advmod→fixed,4
DEP-REL-CHG:fixed→nummod,2
CONST-COUNT-DIFF:29→36,2
DEP-DIST-DIFF:3.12→2.89,1
BRANCH-DIFF:2.33→2.06,1
HEAD-CHG:14→13,2
DEP-DIST-DIFF:2.25→1.83,1
BRANCH-DIFF:2.14→1.86,1
HEAD-CHG:4→2,3
FEAT-CHG:Number=Plur→Number=ABSENT,2
FEAT-CHG:Voice=ABSENT→Voice=Pass,2
FEAT-CHG:VerbForm=Fin→VerbForm=Part,2
VERB-FORM-CHG:Fin→Part,2
LENGTH-CHG:15→19,1
DEP-DIST-DIFF:2.86→3.78,1
BRANCH-DIFF:2.00→2.06,1
DEP-REL-CHG:acl→obl:agent,1
DEP-REL-CHG:obl:agent→compound,1
CONST-COUNT-DIFF:35→34,1
DEP-DIST-DIFF:2.35→1.83,1
BRANCH-DIFF:2.43→2.20,1
LENGTH-CHG:9→10,1
CONST-COUNT-DIFF:17→18,1
DEP-DIST-DIFF:1.62→1.56,1
BRANCH-DIFF:2.00→2.12,2
DEP-DIST-DIFF:2.27→1.78,1
TED-SIMPLE:4→4,1
DEP-DIST-DIFF:2.55→1.78,1
CONST-COUNT-DIFF:24→24,2
DEP-DIST-DIFF:2.82→2.00,3
BRANCH-DIFF:1.92→1.77,3
DEP-REL-CHG:aux:pass→fixed,1
CONST-COUNT-DIFF:31→30,2
DEP-DIST-DIFF:3.12→2.00,1
BRANCH-DIFF:2.31→2.23,1
DEP-REL-CHG:nummod→discourse,3
DEP-REL-CHG:nsubj:pass→aux,3
DEP-REL-CHG:conj→aux:pass,1
DEP-REL-CHG:compound→det,8
DEP-DIST-DIFF:2.67→2.47,1
BRANCH-DIFF:2.07→1.88,1
FORM-CHG:billion→bn,1
FEAT-CHG:Abbr=ABSENT→Abbr=Yes,1
LENGTH-CHG:13→15,2
CONST-COUNT-DIFF:28→31,1
DEP-DIST-DIFF:2.50→1.79,1
BRANCH-DIFF:1.80→1.88,1
LENGTH-CHG:7→12,1
TREE-DEPTH-DIFF:7→10,2
CONST-COUNT-DIFF:14→25,1
DEP-DIST-DIFF:2.00→2.18,1
BRANCH-DIFF:1.86→1.85,1
DEP-DIST-DIFF:2.50→1.86,1
BRANCH-DIFF:1.86→2.00,1
CONST-COUNT-DIFF:28→26,3
DEP-DIST-DIFF:3.27→2.58,1
BRANCH-DIFF:2.25→1.92,4
DEP-DIST-DIFF:2.20→1.89,1
DEP-REL-CHG:expl→cop,1
DEP-REL-CHG:csubj→compound,1
DEP-DIST-DIFF:2.93→2.31,1
BRANCH-DIFF:1.83→1.76,1
CONST-COUNT-DIFF:24→23,3
DEP-DIST-DIFF:2.64→2.42,1
BRANCH-DIFF:2.56→2.20,1
DEP-REL-CHG:mark→nmod:unmarked,1
DEP-DIST-DIFF:2.88→2.29,1
BRANCH-DIFF:1.94→1.78,1
HEAD-CHG:6→8,2
DEP-DIST-DIFF:3.35→3.31,1
DEP-DIST-DIFF:2.80→1.94,1
BRANCH-DIFF:1.83→1.84,1
DEP-DIST-DIFF:2.54→2.20,1
BRANCH-DIFF:2.18→2.11,2
DEP-REL-CHG:advcl→appos,1
LENGTH-CHG:17→15,4
DEP-DIST-DIFF:3.44→2.00,2
FORM-CHG:jumped→jump,1
CONST-COUNT-DIFF:25→27,1
DEP-DIST-DIFF:3.38→2.14,1
BRANCH-DIFF:2.18→2.17,1
BRANCH-DIFF:2.07→1.92,5
DEP-REL-CHG:obl→discourse,1
CONST-COUNT-DIFF:28→28,2
DEP-DIST-DIFF:3.00→2.93,1
BRANCH-DIFF:2.08→2.25,1
DEP-REL-CHG:flat→dep,1
DEP-REL-CHG:mark→flat,4
BRANCH-DIFF:1.86→1.75,1
DEP-DIST-DIFF:2.88→2.25,1
DEP-REL-CHG:nsubj:pass→obj,3
TED-KLEIN:42→42,1
DEP-DIST-DIFF:2.40→1.91,1
BRANCH-DIFF:1.94→1.85,1
DEP-REL-CHG:acl→advmod,2
DEP-REL-CHG:fixed→obj,1
CONST-COUNT-DIFF:38→29,5
BRANCH-DIFF:1.95→1.87,2
DEP-DIST-DIFF:2.53→2.60,1
FORM-CHG:scientists→Scientists,1
DEP-DIST-DIFF:2.42→1.67,1
CONST-COUNT-DIFF:26→17,2
DEP-DIST-DIFF:2.83→1.71,1
BRANCH-DIFF:1.92→1.78,1
CONST-COUNT-DIFF:28→18,1
DEP-DIST-DIFF:2.14→1.67,1
BRANCH-DIFF:2.08→2.12,1
DEP-REL-CHG:iobj→case,2
LENGTH-CHG:25→17,1
CONST-COUNT-DIFF:45→35,1
DEP-DIST-DIFF:4.25→3.00,1
BRANCH-DIFF:2.20→1.89,1
DEP-DIST-DIFF:3.43→3.20,1
DEP-DIST-DIFF:2.27→1.55,1
DEP-DIST-DIFF:2.93→2.10,1
LENGTH-CHG:25→18,1
CONST-COUNT-DIFF:45→33,1
DEP-DIST-DIFF:3.25→2.35,1
BRANCH-DIFF:2.20→2.13,1
LEMMA-CHG:world→World,1
HEAD-CHG:2→5,1
CONST-COUNT-DIFF:23→20,6
DEP-DIST-DIFF:2.31→2.30,1
BRANCH-DIFF:2.44→2.11,1
DEP-DIST-DIFF:2.71→1.78,1
FORM-CHG:has→'ve,1
FEAT-CHG:Person=3→Person=1,2
LENGTH-CHG:27→17,1
TED-RTED:40→40,3
PUNCT-SUBST:and→:,19
CONST-COUNT-DIFF:50→35,1
DEP-DIST-DIFF:4.19→2.38,2
BRANCH-DIFF:2.13→1.89,1
TREE-DEPTH-DIFF:15→11,1
DEP-DIST-DIFF:2.47→1.71,1
DEP-REL-CHG:aux→appos,1
LENGTH-CHG:22→15,5
DEP-DIST-DIFF:3.90→2.36,1
BRANCH-DIFF:2.11→1.93,1
DEP-REL-CHG:iobj→obl,1
DEP-REL-CHG:acl→punct,3
CONST-COUNT-DIFF:46→35,1
DEP-DIST-DIFF:2.74→2.31,1
BRANCH-DIFF:2.05→1.89,1
DEP-DIST-DIFF:3.89→2.00,1
DEP-REL-CHG:iobj→flat,2
DEP-REL-CHG:advmod→list,1
TED-ZHANG-SHASHA:41→41,2
CONST-COUNT-DIFF:31→20,2
DEP-DIST-DIFF:2.88→3.50,1
BRANCH-DIFF:2.31→2.11,1
FORM-CHG:quoted→quotes,1
DEP-DIST-DIFF:3.53→2.10,1
FORM-CHG:hurled→hurl,1
HEAD-CHG:5→6,1
HEAD-CHG:15→13,2
DEP-DIST-DIFF:3.07→2.08,1
DEP-REL-CHG:parataxis→nsubj,3
CONST-COUNT-DIFF:20→17,9
FORM-CHG:raided→raids,1
DEP-REL-CHG:cc→parataxis,12
DEP-REL-CHG:conj→acl,2
DEP-DIST-DIFF:3.15→2.18,1
BRANCH-DIFF:2.18→1.92,1
FORM-CHG:celebrated→celebrates,1
TED-SIMPLE:8→8,4
DEP-DIST-DIFF:2.85→1.90,3
DEP-DIST-DIFF:3.25→2.50,1
BRANCH-DIFF:2.09→2.11,1
DEP-REL-CHG:det→dep,1
CONST-COUNT-DIFF:31→24,5
