newspaper,canonical_to_headline_ce,headline_to_canonical_ce,bidirectional_sum,jensen_shannon_divergence,register_overlap_ratio,kl_divergence_sum,total_events,unique_canonical_values,unique_headline_values
Times-of-India,8.68914026780505,7.882015844055719,16.571156111860766,2.8575369337659304,0.42174629324546953,5.715073867531861,41616,453,410
