feature_id,canonical_value,headline_value,transformation,count
DEP-REL-CHG,ccomp,advcl,ccomp→advcl,11
DEP-REL-CHG,nsubj,cop,nsubj→cop,11
DEP-REL-CHG,conj,nsubj,conj→nsubj,11
DEP-REL-CHG,nsubj:pass,punct,nsubj:pass→punct,11
DEP-REL-CHG,conj,punct,conj→punct,10
DEP-REL-CHG,mark,det,mark→det,10
DEP-REL-CHG,obj,root,obj→root,10
DEP-REL-CHG,flat,advmod,flat→advmod,10
DEP-REL-CHG,cop,appos,cop→appos,10
DEP-REL-CHG,nmod:poss,flat,nmod:poss→flat,10
DEP-REL-CHG,advmod,obl,advmod→obl,10
DEP-REL-CHG,nsubj,nsubj:pass,nsubj→nsubj:pass,10
DEP-REL-CHG,cop,amod,cop→amod,10
DEP-REL-CHG,mark,nmod,mark→nmod,10
DEP-REL-CHG,root,parataxis,root→parataxis,10
DEP-REL-CHG,nmod:poss,mark,nmod:poss→mark,10
DEP-REL-CHG,punct,aux,punct→aux,10
DEP-REL-CHG,nmod:poss,nsubj,nmod:poss→nsubj,10
DEP-REL-CHG,mark,parataxis,mark→parataxis,10
DEP-REL-CHG,mark,cop,mark→cop,10
DEP-REL-CHG,cop,parataxis,cop→parataxis,10
DEP-REL-CHG,compound,parataxis,compound→parataxis,10
DEP-REL-CHG,case,acl,case→acl,10
DEP-REL-CHG,nmod,obl,nmod→obl,10
DEP-REL-CHG,case,aux,case→aux,10
DEP-REL-CHG,case,advcl,case→advcl,10
DEP-REL-CHG,cop,obj,cop→obj,10
DEP-REL-CHG,acl:relcl,obj,acl:relcl→obj,10
DEP-REL-CHG,punct,advcl,punct→advcl,9
DEP-REL-CHG,advcl,obl,advcl→obl,9
DEP-REL-CHG,det,xcomp,det→xcomp,9
DEP-REL-CHG,nsubj,obl:unmarked,nsubj→obl:unmarked,9
DEP-REL-CHG,compound,advmod,compound→advmod,9
DEP-REL-CHG,nummod,appos,nummod→appos,9
DEP-REL-CHG,obl,flat,obl→flat,9
DEP-REL-CHG,obj,conj,obj→conj,9
DEP-REL-CHG,ccomp,nmod:poss,ccomp→nmod:poss,9
DEP-REL-CHG,obl,amod,obl→amod,9
DEP-REL-CHG,advmod,root,advmod→root,8
DEP-REL-CHG,aux,advcl,aux→advcl,8
DEP-REL-CHG,acl,obj,acl→obj,8
DEP-REL-CHG,flat,det,flat→det,8
DEP-REL-CHG,mark,nmod:poss,mark→nmod:poss,8
DEP-REL-CHG,obl:unmarked,case,obl:unmarked→case,8
DEP-REL-CHG,punct,xcomp,punct→xcomp,8
DEP-REL-CHG,appos,punct,appos→punct,8
DEP-REL-CHG,appos,case,appos→case,8
DEP-REL-CHG,conj,nmod,conj→nmod,8
DEP-REL-CHG,xcomp,appos,xcomp→appos,8
DEP-REL-CHG,cop,root,cop→root,8
DEP-REL-CHG,compound,aux,compound→aux,8
DEP-REL-CHG,cc,obl,cc→obl,8
DEP-REL-CHG,amod,parataxis,amod→parataxis,8
DEP-REL-CHG,nmod,parataxis,nmod→parataxis,8
DEP-REL-CHG,punct,mark,punct→mark,8
DEP-REL-CHG,cop,nmod,cop→nmod,8
DEP-REL-CHG,ccomp,xcomp,ccomp→xcomp,8
DEP-REL-CHG,det,acl,det→acl,8
DEP-REL-CHG,nmod,nummod,nmod→nummod,8
DEP-REL-CHG,nsubj:pass,compound,nsubj:pass→compound,8
DEP-REL-CHG,case,advmod,case→advmod,8
DEP-REL-CHG,punct,cop,punct→cop,8
DEP-REL-CHG,nsubj,vocative,nsubj→vocative,7
DEP-REL-CHG,ccomp,advmod,ccomp→advmod,7
DEP-REL-CHG,nsubj,conj,nsubj→conj,7
DEP-REL-CHG,nummod,mark,nummod→mark,7
DEP-REL-CHG,nmod,mark,nmod→mark,7
DEP-REL-CHG,ccomp,nummod,ccomp→nummod,7
DEP-REL-CHG,amod,nmod:poss,amod→nmod:poss,7
DEP-REL-CHG,ccomp,mark,ccomp→mark,7
DEP-REL-CHG,obj,acl,obj→acl,7
DEP-REL-CHG,nmod,flat,nmod→flat,7
DEP-REL-CHG,amod,advmod,amod→advmod,7
DEP-REL-CHG,aux,compound:prt,aux→compound:prt,7
DEP-REL-CHG,case,xcomp,case→xcomp,7
DEP-REL-CHG,nsubj:pass,mark,nsubj:pass→mark,7
DEP-REL-CHG,cc,appos,cc→appos,7
DEP-REL-CHG,det,nsubj:pass,det→nsubj:pass,7
DEP-REL-CHG,obj,acl:relcl,obj→acl:relcl,7
DEP-REL-CHG,nmod:poss,root,nmod:poss→root,7
DEP-REL-CHG,flat,appos,flat→appos,7
DEP-REL-CHG,acl,amod,acl→amod,7
DEP-REL-CHG,acl,punct,acl→punct,7
DEP-REL-CHG,flat,acl,flat→acl,7
DEP-REL-CHG,flat,obl,flat→obl,7
DEP-REL-CHG,root,compound:prt,root→compound:prt,7
DEP-REL-CHG,nummod,obl:unmarked,nummod→obl:unmarked,7
DEP-REL-CHG,aux:pass,xcomp,aux:pass→xcomp,7
DEP-REL-CHG,obl,root,obl→root,7
DEP-REL-CHG,conj,obl,conj→obl,7
DEP-REL-CHG,aux:pass,nummod,aux:pass→nummod,7
DEP-REL-CHG,nsubj,aux:pass,nsubj→aux:pass,7
DEP-REL-CHG,amod,det,amod→det,7
DEP-REL-CHG,obj,det,obj→det,6
DEP-REL-CHG,iobj,case,iobj→case,6
DEP-REL-CHG,nsubj:pass,flat,nsubj:pass→flat,6
DEP-REL-CHG,xcomp,amod,xcomp→amod,6
DEP-REL-CHG,nmod,advmod,nmod→advmod,6
DEP-REL-CHG,flat,cop,flat→cop,6
DEP-REL-CHG,cop,advmod,cop→advmod,6
DEP-REL-CHG,root,obl:unmarked,root→obl:unmarked,6
DEP-REL-CHG,aux:pass,nmod,aux:pass→nmod,6
DEP-REL-CHG,advmod,amod,advmod→amod,6
DEP-REL-CHG,case,conj,case→conj,6
DEP-REL-CHG,nsubj,csubj,nsubj→csubj,6
DEP-REL-CHG,advcl,nummod,advcl→nummod,6
DEP-REL-CHG,acl:relcl,compound,acl:relcl→compound,6
DEP-REL-CHG,root,nsubj:pass,root→nsubj:pass,6
DEP-REL-CHG,flat,nmod,flat→nmod,6
DEP-REL-CHG,nmod:poss,appos,nmod:poss→appos,6
DEP-REL-CHG,advcl,nmod:poss,advcl→nmod:poss,6
DEP-REL-CHG,aux:pass,amod,aux:pass→amod,6
DEP-REL-CHG,cop,obl,cop→obl,6
DEP-REL-CHG,advmod,parataxis,advmod→parataxis,6
DEP-REL-CHG,compound,advcl,compound→advcl,6
DEP-REL-CHG,mark,aux,mark→aux,6
DEP-REL-CHG,nummod,nsubj:pass,nummod→nsubj:pass,6
DEP-REL-CHG,obl,parataxis,obl→parataxis,6
DEP-REL-CHG,advmod,flat,advmod→flat,6
DEP-REL-CHG,compound,acl,compound→acl,6
DEP-REL-CHG,iobj,punct,iobj→punct,6
DEP-REL-CHG,xcomp,flat,xcomp→flat,6
DEP-REL-CHG,obl,nsubj,obl→nsubj,6
DEP-REL-CHG,compound,nmod:unmarked,compound→nmod:unmarked,6
DEP-REL-CHG,advmod,mark,advmod→mark,5
DEP-REL-CHG,cc,nsubj,cc→nsubj,5
DEP-REL-CHG,advcl,flat,advcl→flat,5
DEP-REL-CHG,mark,aux:pass,mark→aux:pass,5
DEP-REL-CHG,nmod:poss,advcl,nmod:poss→advcl,5
DEP-REL-CHG,cop,compound,cop→compound,5
DEP-REL-CHG,flat,nmod:poss,flat→nmod:poss,5
DEP-REL-CHG,conj,amod,conj→amod,5
DEP-REL-CHG,aux:pass,obj,aux:pass→obj,5
DEP-REL-CHG,root,iobj,root→iobj,5
DEP-REL-CHG,punct,acl,punct→acl,5
DEP-REL-CHG,conj,parataxis,conj→parataxis,5
DEP-REL-CHG,obl,nmod:poss,obl→nmod:poss,5
DEP-REL-CHG,ccomp,nsubj,ccomp→nsubj,5
DEP-REL-CHG,det,acl:relcl,det→acl:relcl,5
DEP-REL-CHG,obj,dep,obj→dep,5
DEP-REL-CHG,aux:pass,advcl,aux:pass→advcl,5
DEP-REL-CHG,det,conj,det→conj,5
DEP-REL-CHG,punct,compound:prt,punct→compound:prt,5
DEP-REL-CHG,nmod,nmod:poss,nmod→nmod:poss,5
DEP-REL-CHG,flat,amod,flat→amod,5
DEP-REL-CHG,acl,obl,acl→obl,5
DEP-REL-CHG,nmod,acl,nmod→acl,5
DEP-REL-CHG,det,cc,det→cc,5
DEP-REL-CHG,xcomp,parataxis,xcomp→parataxis,5
DEP-REL-CHG,cc,mark,cc→mark,5
DEP-REL-CHG,conj,advmod,conj→advmod,5
DEP-REL-CHG,nsubj,iobj,nsubj→iobj,5
DEP-REL-CHG,cop,advcl,cop→advcl,5
DEP-REL-CHG,advcl,nmod,advcl→nmod,5
DEP-REL-CHG,advcl,appos,advcl→appos,5
