rule_count,rule_type,coverage_pct,coverage_events,accuracy_pct,f1_score,efficiency,weighted_f1
1,default,32.05928936437259,10728,94.69503045282019,47.90141096624397,32.05928936437259,69.10712805258439
2,default,39.17461076412754,13109,84.39172394646427,53.50992962702252,19.58730538206377,48.70683696055747
3,default,45.86857125780713,15349,86.66956213526615,59.988908624424035,15.289523752602378,43.27285049039886
4,syntactic,51.187879150106085,17129,88.05482568825968,64.74076729759675,12.796969787526521,40.22570041219134
5,default,55.44631383916565,18554,86.0753585141502,67.44636722606465,11.08926276783313,37.64253427114445
6,morphological,59.47464363625497,19902,87.0185007472386,70.65715386864686,9.912440606042495,36.31059424966204
7,syntactic,63.383438424528585,21210,87.8190571368007,73.6267451124552,9.054776917789798,35.40698001684495
8,morphological,66.78719780055584,22349,88.43984974144449,76.10335739375715,8.34839972506948,34.636130588899654
9,syntactic,70.08337566864896,23452,88.98354945725494,78.41061264001303,7.787041740960995,34.053296392211024
10,default,72.74601799001883,24343,89.38677245497854,80.21242019251541,7.274601799001883,33.451177414811205
11,morphological,75.39073006006635,25228,89.7590852176765,81.94987021576554,6.853702732733304,32.979053850074045
12,morphological,77.99360487702836,26099,90.10085451057675,83.61120850005501,6.499467073085697,32.597605974880864
13,morphological,80.5068284373786,26940,90.4098812869912,85.17145940327869,6.192832956721431,32.27344038626688
14,syntactic,83.01407524728805,27779,90.69952848812206,86.68679160297353,5.929576803377718,32.01077718858052
15,morphological,85.43167080058572,28588,90.96271868866457,88.11047857743638,5.695444720039048,31.77913762350518
16,morphological,87.66697546543944,29336,91.19314841394677,89.39530322603156,5.479185966589965,31.552619718375077
17,syntactic,89.8066521232406,30052,91.40297490588122,90.5977823030625,5.282744242543565,31.344681546780183
18,syntactic,91.72518901473269,30694,91.58279148600843,91.6539349416597,5.095843834151816,31.127809266947885
19,morphological,93.50626064608672,31290,91.74311926722731,92.61629946292554,4.921382139267722,30.916080278779408
20,morphological,95.24549502435526,31872,91.89389438602983,93.53968171093672,4.762274751217763,30.723925878136114
21,morphological,96.8622060185877,32413,92.02919204860837,94.38386979131114,4.612486000885129,30.53464040546132
22,default,98.46995188715896,32951,92.15933361268377,95.21018895914698,4.4759069039617705,30.365289298080583
23,morphological,100.01494187610196,33468,92.28045302592156,95.99214947805056,4.348475733743563,30.204695893253945
24,morphological,101.53004811284104,33975,92.39564979754357,96.7477221476532,4.230418671368377,30.05636980470181
25,syntactic,103.04515434958013,34482,92.50745901837315,97.49238559240727,4.121806173983205,29.92311137950832
26,morphological,104.54531871021726,34984,92.61497261238117,98.21918768883084,4.0209737965468175,29.800985813932527
27,syntactic,105.98571556644653,35466,92.71533868695491,98.90739182682667,3.925396872831353,29.682269357959132
28,morphological,107.34243791650479,35920,92.80741096524339,99.54715234997754,3.8336584970180283,29.562936366769236
29,morphological,108.51985775333951,36314,92.88544918961125,100.09583050626222,3.742064060459983,29.42958589993553
30,morphological,109.68233571407225,36703,92.9608533872311,100.63169233275111,3.6560778571357417,29.30462064661033
31,syntactic,110.61470878283477,37015,93.02018646147623,101.05734406685526,3.568216412349509,29.15898582613236
32,morphological,111.45145384454472,37295,93.07258886905866,101.43624392421852,3.4828579326420224,29.01073203504667
33,morphological,112.1088963930311,37515,93.11321343120198,101.73191968761425,3.397239284637306,28.848984378501004
34,syntactic,112.73346681409318,37724,93.15136787910993,102.01117197520038,3.315690200414505,28.692316535800902
35,morphological,113.35206048471446,37931,93.18874276637955,102.28619081826099,3.2386302995632703,28.543505022560037
36,morphological,113.94077040313182,38128,93.22393521484324,102.54649281792766,3.165021400086995,28.39900969746341
37,syntactic,114.52649194632878,38324,93.25858996637989,102.80409983617146,3.095310593144021,28.261626067959376
38,default,115.11221348952574,38520,93.29289205273994,103.06034757725571,3.0292687760401513,28.131189681531183
39,syntactic,115.67701640617996,38709,93.32564008038293,103.30616634425189,2.966077343748204,28.004755273052393
40,lexical,116.23883094761378,38897,93.35789911488142,103.54944993276767,2.9059707736903446,27.884055586583766
41,morphological,116.78271523772524,39079,93.38883292488403,103.78380496500056,2.848358908237201,27.76698198720577
42,morphological,117.30866927651437,39255,93.41847412741161,104.00935265110202,2.793063554202723,27.653235523716017
43,syntactic,117.81370468876072,39424,93.4466873445501,104.22493607053299,2.73985359741304,27.542207487793213
44,syntactic,118.31874010100708,39593,93.47465970933101,104.4395526780581,2.6890622750228883,27.435989652016566
45,syntactic,118.82078713803305,39761,93.50223087627431,104.65194754468276,2.6404619364007345,27.333964377193876
46,morphological,119.31088067417745,39925,93.52892177511691,104.8583760845569,2.5937147972647274,27.234897705735655
47,syntactic,119.76810208289753,40078,93.5536254771082,105.05015400473589,2.5482574911254794,27.13632118526934
48,syntactic,120.20141648985447,40223,93.57686402982232,105.23119167878092,2.504196176871968,27.039067484659512
49,lexical,120.5928936437259,40354,93.59771526667846,105.39415691349683,2.4610794621168552,26.941088221428316
50,lexical,120.98138242237695,40484,93.61827393220884,105.55532467024264,2.419627648447539,26.84639008192851
51,lexical,121.36389445058721,40612,93.63838771475285,105.7134769797196,2.3796842049134748,26.754481502262983
52,syntactic,121.74640647879748,40740,93.65837510730346,105.87110018632204,2.341277047669182,26.665822687985123
53,default,122.12891850700774,40868,93.67823729743424,106.0281969439958,2.3043192171133535,26.580250937658736
54,syntactic,122.49947703433644,40992,93.69736050623396,106.17988488714566,2.2685088339691935,26.496395477778577
55,syntactic,122.84612855990198,41108,93.71514551599549,106.32134358457037,2.2335659738163995,26.412932770391773
