Newspaper,Direction,Direction_Label,Num_Transformations,Num_Patterns,Perplexity,Normalized_PP,Entropy
Times-of-India,C→H,Reduction,8161,421,70.02825431573461,1.0101434961773652,6.129865218900513
Times-of-India,H→C,Expansion,6075,416,116.22256015088087,1.0114970965192311,6.860746329590118
Times-of-India,BIDIRECTIONAL,Change,19258,482,16.13805364960907,1.0057867621139187,4.012394685933005
Hindustan-Times,C→H,Reduction,10861,418,57.46357429623558,1.0097388665136826,5.84457582773477
Hindustan-Times,H→C,Expansion,7237,415,124.92403626712212,1.0117009529179486,6.964907278146651
Hindustan-Times,BIDIRECTIONAL,Change,19174,330,8.470406181294472,1.0064954849443313,3.0824311527556896
The-Hindu,C→H,Reduction,5406,311,53.353039533149314,1.0128696697842694,5.737498558898416
The-Hindu,H→C,Expansion,3195,305,85.71941918743401,1.0147007109306845,6.421550169607289
The-Hindu,BIDIRECTIONAL,Change,9366,250,11.201546609141426,1.009711056686828,3.485626035321447
