total_transformation_events,events_with_deterministic_rules,events_with_highly_systematic_rules,events_with_systematic_rules,deterministic_coverage_percentage,highly_systematic_coverage_percentage,systematic_coverage_percentage,theoretical_ceiling_estimate
234458,196050,207535,207535,83.6183879415503,88.51691987477501,88.51691987477501,88.51691987477501
