feature_id,canonical_value,headline_value,transformation,count
BRANCH-DIFF,2.56,2.12,2.56→2.12,1
BRANCH-DIFF,1.86,1.75,1.86→1.75,1
BRANCH-DIFF,2.27,1.83,2.27→1.83,1
BRANCH-DIFF,2.30,1.75,2.30→1.75,1
BRANCH-DIFF,1.95,1.75,1.95→1.75,1
BRANCH-DIFF,2.33,1.89,2.33→1.89,1
BRANCH-DIFF,1.71,1.67,1.71→1.67,1
BRANCH-DIFF,2.43,2.17,2.43→2.17,1
BRANCH-DIFF,2.07,1.67,2.07→1.67,1
BRANCH-DIFF,2.09,1.70,2.09→1.70,1
BRANCH-DIFF,2.37,2.29,2.37→2.29,1
BRANCH-DIFF,1.85,1.86,1.85→1.86,1
BRANCH-DIFF,2.36,1.86,2.36→1.86,1
BRANCH-DIFF,1.82,1.82,1.82→1.82,1
BRANCH-DIFF,2.24,2.00,2.24→2.00,1
BRANCH-DIFF,2.19,2.18,2.19→2.18,1
BRANCH-DIFF,2.18,1.87,2.18→1.87,1
BRANCH-DIFF,1.95,1.72,1.95→1.72,1
BRANCH-DIFF,1.90,1.79,1.90→1.79,1
BRANCH-DIFF,1.88,1.91,1.88→1.91,1
BRANCH-DIFF,2.08,2.22,2.08→2.22,1
BRANCH-DIFF,2.17,1.89,2.17→1.89,1
BRANCH-DIFF,1.89,1.69,1.89→1.69,1
BRANCH-DIFF,2.27,2.15,2.27→2.15,1
BRANCH-DIFF,2.31,2.09,2.31→2.09,1
BRANCH-DIFF,2.67,2.38,2.67→2.38,1
BRANCH-DIFF,1.88,1.93,1.88→1.93,1
BRANCH-DIFF,2.11,1.93,2.11→1.93,1
BRANCH-DIFF,2.13,1.85,2.13→1.85,1
BRANCH-DIFF,2.11,1.73,2.11→1.73,1
BRANCH-DIFF,2.27,2.25,2.27→2.25,1
BRANCH-DIFF,2.12,2.25,2.12→2.25,1
BRANCH-DIFF,1.91,1.60,1.91→1.60,1
BRANCH-DIFF,1.82,1.67,1.82→1.67,1
BRANCH-DIFF,2.25,1.94,2.25→1.94,1
BRANCH-DIFF,1.91,1.73,1.91→1.73,1
BRANCH-DIFF,1.95,1.69,1.95→1.69,1
BRANCH-DIFF,2.12,1.79,2.12→1.79,1
BRANCH-DIFF,2.64,3.00,2.64→3.00,1
BRANCH-DIFF,2.14,1.92,2.14→1.92,1
BRANCH-DIFF,2.05,1.82,2.05→1.82,1
BRANCH-DIFF,1.78,1.67,1.78→1.67,1
BRANCH-DIFF,1.82,2.57,1.82→2.57,1
BRANCH-DIFF,1.95,2.09,1.95→2.09,1
BRANCH-DIFF,2.53,1.93,2.53→1.93,1
BRANCH-DIFF,2.23,1.76,2.23→1.76,1
BRANCH-DIFF,1.96,1.80,1.96→1.80,1
BRANCH-DIFF,2.54,1.85,2.54→1.85,1
BRANCH-DIFF,2.09,2.22,2.09→2.22,1
BRANCH-DIFF,2.58,1.93,2.58→1.93,1
BRANCH-DIFF,1.84,2.00,1.84→2.00,1
BRANCH-DIFF,2.50,1.82,2.50→1.82,1
BRANCH-DIFF,2.06,1.73,2.06→1.73,1
BRANCH-DIFF,2.14,2.18,2.14→2.18,1
BRANCH-DIFF,2.06,1.88,2.06→1.88,1
BRANCH-DIFF,2.33,2.14,2.33→2.14,1
BRANCH-DIFF,2.36,2.38,2.36→2.38,1
BRANCH-DIFF,1.90,1.81,1.90→1.81,1
BRANCH-DIFF,2.25,2.12,2.25→2.12,1
BRANCH-DIFF,2.33,1.77,2.33→1.77,1
BRANCH-DIFF,1.76,1.60,1.76→1.60,1
BRANCH-DIFF,2.33,2.18,2.33→2.18,1
BRANCH-DIFF,2.25,2.44,2.25→2.44,1
BRANCH-DIFF,1.95,2.07,1.95→2.07,1
BRANCH-DIFF,2.28,2.14,2.28→2.14,1
BRANCH-DIFF,2.57,2.50,2.57→2.50,1
BRANCH-DIFF,2.33,2.20,2.33→2.20,1
BRANCH-DIFF,2.31,2.17,2.31→2.17,1
BRANCH-DIFF,2.73,2.08,2.73→2.08,1
BRANCH-DIFF,1.81,1.69,1.81→1.69,1
BRANCH-DIFF,2.25,1.91,2.25→1.91,1
BRANCH-DIFF,2.46,2.30,2.46→2.30,1
BRANCH-DIFF,2.29,1.91,2.29→1.91,1
BRANCH-DIFF,2.62,3.17,2.62→3.17,1
BRANCH-DIFF,2.16,1.88,2.16→1.88,1
BRANCH-DIFF,2.14,2.08,2.14→2.08,1
BRANCH-DIFF,1.95,1.76,1.95→1.76,1
BRANCH-DIFF,2.53,2.08,2.53→2.08,1
BRANCH-DIFF,1.96,1.88,1.96→1.88,1
BRANCH-DIFF,2.54,2.08,2.54→2.08,1
BRANCH-DIFF,2.58,2.25,2.58→2.25,1
BRANCH-DIFF,1.84,1.79,1.84→1.79,1
BRANCH-DIFF,1.91,1.78,1.91→1.78,1
BRANCH-DIFF,2.70,2.33,2.70→2.33,1
BRANCH-DIFF,2.07,1.75,2.07→1.75,1
BRANCH-DIFF,2.38,2.14,2.38→2.14,1
BRANCH-DIFF,1.94,1.86,1.94→1.86,1
BRANCH-DIFF,2.29,2.18,2.29→2.18,1
BRANCH-DIFF,2.44,2.43,2.44→2.43,1
BRANCH-DIFF,2.21,1.85,2.21→1.85,1
BRANCH-DIFF,1.83,1.71,1.83→1.71,1
BRANCH-DIFF,2.11,1.94,2.11→1.94,1
BRANCH-DIFF,1.78,1.69,1.78→1.69,1
BRANCH-DIFF,2.69,2.00,2.69→2.00,1
BRANCH-DIFF,1.70,1.67,1.70→1.67,1
BRANCH-DIFF,2.15,1.90,2.15→1.90,1
BRANCH-DIFF,2.33,2.11,2.33→2.11,1
BRANCH-DIFF,2.38,2.11,2.38→2.11,1
BRANCH-DIFF,1.85,1.93,1.85→1.93,1
BRANCH-DIFF,1.93,1.80,1.93→1.80,1
BRANCH-DIFF,2.70,2.38,2.70→2.38,1
BRANCH-DIFF,2.26,2.00,2.26→2.00,1
BRANCH-DIFF,2.50,2.43,2.50→2.43,1
BRANCH-DIFF,2.00,2.18,2.00→2.18,1
BRANCH-DIFF,2.29,2.27,2.29→2.27,1
BRANCH-DIFF,2.22,2.11,2.22→2.11,1
BRANCH-DIFF,1.94,2.10,1.94→2.10,1
BRANCH-DIFF,2.40,2.29,2.40→2.29,1
BRANCH-DIFF,2.12,2.08,2.12→2.08,1
BRANCH-DIFF,2.40,2.00,2.40→2.00,1
BRANCH-DIFF,2.08,1.86,2.08→1.86,1
BRANCH-DIFF,2.08,1.73,2.08→1.73,1
BRANCH-DIFF,2.44,2.22,2.44→2.22,1
BRANCH-DIFF,2.64,2.36,2.64→2.36,1
BRANCH-DIFF,2.06,2.33,2.06→2.33,1
BRANCH-DIFF,2.09,1.91,2.09→1.91,1
BRANCH-DIFF,3.00,2.50,3.00→2.50,1
BRANCH-DIFF,2.30,1.90,2.30→1.90,1
BRANCH-DIFF,1.86,1.77,1.86→1.77,1
BRANCH-DIFF,1.92,1.78,1.92→1.78,1
BRANCH-DIFF,2.29,1.92,2.29→1.92,1
BRANCH-DIFF,2.12,2.07,2.12→2.07,1
BRANCH-DIFF,2.06,1.82,2.06→1.82,1
BRANCH-DIFF,2.07,1.93,2.07→1.93,1
BRANCH-DIFF,2.08,1.69,2.08→1.69,1
BRANCH-DIFF,2.00,2.23,2.00→2.23,1
BRANCH-DIFF,2.50,2.18,2.50→2.18,1
BRANCH-DIFF,2.50,2.38,2.50→2.38,1
BRANCH-DIFF,1.85,1.69,1.85→1.69,1
BRANCH-DIFF,2.17,2.20,2.17→2.20,1
BRANCH-DIFF,1.94,1.81,1.94→1.81,1
BRANCH-DIFF,2.18,1.93,2.18→1.93,1
BRANCH-DIFF,1.92,1.69,1.92→1.69,1
BRANCH-DIFF,2.08,1.79,2.08→1.79,1
BRANCH-DIFF,2.15,1.73,2.15→1.73,1
BRANCH-DIFF,1.86,1.74,1.86→1.74,1
BRANCH-DIFF,1.65,1.73,1.65→1.73,1
BRANCH-DIFF,2.08,2.09,2.08→2.09,1
BRANCH-DIFF,2.07,1.87,2.07→1.87,1
BRANCH-DIFF,1.87,1.69,1.87→1.69,1
BRANCH-DIFF,2.07,2.18,2.07→2.18,1
BRANCH-DIFF,1.88,1.94,1.88→1.94,1
BRANCH-DIFF,2.10,1.73,2.10→1.73,1
BRANCH-DIFF,2.89,2.08,2.89→2.08,1
BRANCH-DIFF,2.36,1.92,2.36→1.92,1
BRANCH-DIFF,1.68,1.65,1.68→1.65,1
BRANCH-DIFF,2.83,2.50,2.83→2.50,1
BRANCH-DIFF,1.92,1.73,1.92→1.73,1
BRANCH-DIFF,2.67,2.33,2.67→2.33,1
BRANCH-DIFF,2.11,1.87,2.11→1.87,1
BRANCH-DIFF,2.14,1.86,2.14→1.86,1
BRANCH-DIFF,2.27,2.08,2.27→2.08,1
BRANCH-DIFF,1.95,1.81,1.95→1.81,1
BRANCH-DIFF,2.27,1.90,2.27→1.90,1
BRANCH-DIFF,1.82,1.64,1.82→1.64,1
BRANCH-DIFF,2.18,1.83,2.18→1.83,1
BRANCH-DIFF,2.33,2.38,2.33→2.38,1
BRANCH-DIFF,1.79,2.00,1.79→2.00,1
BRANCH-DIFF,2.18,1.92,2.18→1.92,1
BRANCH-DIFF,2.19,1.78,2.19→1.78,1
C-ADD,ABSENT,NOUN-ADD,ABSENT→NOUN-ADD,516
C-ADD,ABSENT,VERB-ADD,ABSENT→VERB-ADD,99
C-ADD,ABSENT,ADJ-ADD,ABSENT→ADJ-ADD,69
C-ADD,ABSENT,ADV-ADD,ABSENT→ADV-ADD,6
C-DEL,VERB-DEL,ABSENT,VERB-DEL→ABSENT,609
C-DEL,NOUN-DEL,ABSENT,NOUN-DEL→ABSENT,598
C-DEL,ADJ-DEL,ABSENT,ADJ-DEL→ABSENT,191
C-DEL,ADV-DEL,ABSENT,ADV-DEL→ABSENT,7
CLAUSE-TYPE-CHG,Part,Fin,Part→Fin,1341
CLAUSE-TYPE-CHG,Fin,Inf,Fin→Inf,749
CLAUSE-TYPE-CHG,Fin,Part,Fin→Part,612
CLAUSE-TYPE-CHG,Inf,Fin,Inf→Fin,445
CLAUSE-TYPE-CHG,Fin,Ger,Fin→Ger,140
CLAUSE-TYPE-CHG,Ger,Fin,Ger→Fin,66
CLAUSE-TYPE-CHG,verbal,verbless,verbal→verbless,55
CONST-ADD,ABSENT,ADJP-ADD,ABSENT→ADJP-ADD,40
CONST-ADD,ABSENT,PP-ADD,ABSENT→PP-ADD,23
CONST-ADD,ABSENT,ADVP-ADD,ABSENT→ADVP-ADD,22
CONST-ADD,ABSENT,SBAR-ADD,ABSENT→SBAR-ADD,19
CONST-ADD,ABSENT,QP-ADD,ABSENT→QP-ADD,10
CONST-COUNT-DIFF,26,22,26→22,18
CONST-COUNT-DIFF,27,22,27→22,16
CONST-COUNT-DIFF,29,24,29→24,16
CONST-COUNT-DIFF,24,20,24→20,16
CONST-COUNT-DIFF,29,21,29→21,15
CONST-COUNT-DIFF,27,23,27→23,15
CONST-COUNT-DIFF,28,22,28→22,15
CONST-COUNT-DIFF,31,25,31→25,14
CONST-COUNT-DIFF,31,24,31→24,14
CONST-COUNT-DIFF,25,21,25→21,14
CONST-COUNT-DIFF,30,24,30→24,14
CONST-COUNT-DIFF,29,23,29→23,14
CONST-COUNT-DIFF,26,20,26→20,13
CONST-COUNT-DIFF,26,19,26→19,13
CONST-COUNT-DIFF,30,25,30→25,13
CONST-COUNT-DIFF,24,18,24→18,13
CONST-COUNT-DIFF,28,23,28→23,12
CONST-COUNT-DIFF,35,28,35→28,11
CONST-COUNT-DIFF,32,25,32→25,11
CONST-COUNT-DIFF,33,25,33→25,11
CONST-COUNT-DIFF,25,22,25→22,10
CONST-COUNT-DIFF,33,24,33→24,10
CONST-COUNT-DIFF,34,25,34→25,10
CONST-COUNT-DIFF,34,26,34→26,9
CONST-COUNT-DIFF,31,22,31→22,9
CONST-COUNT-DIFF,31,26,31→26,9
CONST-COUNT-DIFF,32,26,32→26,9
CONST-COUNT-DIFF,25,19,25→19,9
CONST-COUNT-DIFF,22,18,22→18,9
CONST-COUNT-DIFF,27,21,27→21,9
CONST-COUNT-DIFF,35,25,35→25,9
CONST-COUNT-DIFF,37,27,37→27,9
CONST-COUNT-DIFF,26,23,26→23,9
CONST-COUNT-DIFF,28,20,28→20,9
CONST-COUNT-DIFF,30,22,30→22,9
CONST-COUNT-DIFF,28,24,28→24,9
CONST-COUNT-DIFF,25,20,25→20,9
CONST-COUNT-DIFF,27,24,27→24,8
CONST-COUNT-DIFF,33,27,33→27,8
CONST-COUNT-DIFF,24,17,24→17,8
CONST-COUNT-DIFF,24,19,24→19,8
CONST-COUNT-DIFF,22,20,22→20,8
CONST-COUNT-DIFF,36,26,36→26,8
CONST-COUNT-DIFF,23,22,23→22,8
CONST-COUNT-DIFF,33,26,33→26,8
CONST-COUNT-DIFF,34,27,34→27,8
CONST-COUNT-DIFF,37,26,37→26,7
CONST-COUNT-DIFF,23,19,23→19,7
CONST-COUNT-DIFF,33,23,33→23,7
CONST-COUNT-DIFF,22,21,22→21,7
CONST-COUNT-DIFF,39,28,39→28,7
CONST-COUNT-DIFF,37,29,37→29,7
CONST-COUNT-DIFF,32,21,32→21,7
CONST-COUNT-DIFF,23,20,23→20,7
CONST-COUNT-DIFF,26,21,26→21,7
CONST-COUNT-DIFF,26,24,26→24,7
CONST-COUNT-DIFF,28,25,28→25,7
CONST-COUNT-DIFF,33,28,33→28,7
CONST-COUNT-DIFF,32,24,32→24,7
CONST-COUNT-DIFF,29,22,29→22,7
CONST-COUNT-DIFF,36,29,36→29,7
CONST-COUNT-DIFF,24,22,24→22,7
CONST-COUNT-DIFF,30,23,30→23,7
CONST-COUNT-DIFF,25,23,25→23,6
CONST-COUNT-DIFF,27,20,27→20,6
CONST-COUNT-DIFF,22,17,22→17,6
CONST-COUNT-DIFF,31,23,31→23,6
CONST-COUNT-DIFF,22,16,22→16,6
CONST-COUNT-DIFF,29,25,29→25,6
CONST-COUNT-DIFF,32,28,32→28,6
CONST-COUNT-DIFF,35,26,35→26,6
CONST-COUNT-DIFF,30,21,30→21,6
CONST-COUNT-DIFF,24,21,24→21,6
CONST-COUNT-DIFF,28,21,28→21,6
CONST-COUNT-DIFF,34,28,34→28,6
CONST-COUNT-DIFF,20,16,20→16,5
CONST-COUNT-DIFF,21,20,21→20,5
CONST-COUNT-DIFF,38,27,38→27,5
CONST-COUNT-DIFF,32,23,32→23,5
CONST-COUNT-DIFF,31,19,31→19,5
CONST-COUNT-DIFF,29,27,29→27,5
CONST-COUNT-DIFF,37,30,37→30,5
CONST-COUNT-DIFF,36,28,36→28,5
CONST-COUNT-DIFF,22,19,22→19,5
CONST-COUNT-DIFF,21,17,21→17,5
CONST-COUNT-DIFF,23,17,23→17,5
CONST-COUNT-DIFF,25,18,25→18,5
CONST-COUNT-DIFF,40,32,40→32,5
CONST-COUNT-DIFF,33,29,33→29,5
CONST-COUNT-DIFF,30,27,30→27,5
CONST-COUNT-DIFF,33,22,33→22,5
CONST-COUNT-DIFF,29,18,29→18,4
CONST-COUNT-DIFF,36,30,36→30,4
CONST-COUNT-DIFF,38,30,38→30,4
CONST-COUNT-DIFF,18,16,18→16,4
CONST-COUNT-DIFF,37,25,37→25,4
CONST-COUNT-DIFF,38,25,38→25,4
CONST-COUNT-DIFF,32,27,32→27,4
CONST-COUNT-DIFF,23,18,23→18,4
CONST-COUNT-DIFF,40,31,40→31,4
CONST-COUNT-DIFF,39,30,39→30,4
CONST-COUNT-DIFF,28,26,28→26,4
CONST-COUNT-DIFF,35,29,35→29,4
CONST-COUNT-DIFF,36,31,36→31,4
CONST-COUNT-DIFF,34,23,34→23,4
CONST-COUNT-DIFF,35,24,35→24,4
CONST-COUNT-DIFF,26,18,26→18,4
CONST-COUNT-DIFF,31,21,31→21,4
CONST-COUNT-DIFF,36,27,36→27,4
CONST-COUNT-DIFF,21,21,21→21,4
CONST-COUNT-DIFF,18,14,18→14,4
CONST-COUNT-DIFF,29,20,29→20,4
CONST-COUNT-DIFF,30,28,30→28,4
CONST-COUNT-DIFF,35,27,35→27,4
CONST-COUNT-DIFF,36,25,36→25,4
CONST-COUNT-DIFF,23,21,23→21,4
CONST-COUNT-DIFF,33,30,33→30,3
CONST-COUNT-DIFF,20,15,20→15,3
CONST-COUNT-DIFF,37,31,37→31,3
CONST-COUNT-DIFF,20,19,20→19,3
CONST-COUNT-DIFF,26,17,26→17,3
CONST-COUNT-DIFF,28,18,28→18,3
CONST-COUNT-DIFF,32,22,32→22,3
CONST-COUNT-DIFF,37,28,37→28,3
CONST-COUNT-DIFF,21,19,21→19,3
CONST-COUNT-DIFF,38,31,38→31,3
CONST-COUNT-DIFF,32,20,32→20,3
CONST-COUNT-DIFF,42,31,42→31,3
CONST-COUNT-DIFF,31,27,31→27,3
CONST-COUNT-DIFF,45,32,45→32,3
CONST-COUNT-DIFF,23,23,23→23,3
CONST-COUNT-DIFF,41,32,41→32,3
CONST-COUNT-DIFF,39,31,39→31,3
CONST-COUNT-DIFF,36,23,36→23,3
CONST-COUNT-DIFF,25,24,25→24,3
CONST-COUNT-DIFF,27,27,27→27,2
CONST-COUNT-DIFF,29,28,29→28,2
CONST-COUNT-DIFF,30,20,30→20,2
CONST-COUNT-DIFF,34,21,34→21,2
CONST-COUNT-DIFF,40,25,40→25,2
CONST-COUNT-DIFF,18,15,18→15,2
CONST-COUNT-DIFF,19,14,19→14,2
CONST-COUNT-DIFF,42,30,42→30,2
CONST-COUNT-DIFF,33,21,33→21,2
CONST-COUNT-DIFF,19,16,19→16,2
CONST-COUNT-DIFF,42,29,42→29,2
CONST-COUNT-DIFF,35,23,35→23,2
CONST-COUNT-DIFF,34,30,34→30,2
CONST-COUNT-DIFF,34,24,34→24,2
CONST-COUNT-DIFF,35,22,35→22,2
CONST-COUNT-DIFF,41,33,41→33,2
CONST-COUNT-DIFF,35,30,35→30,2
CONST-COUNT-DIFF,43,35,43→35,2
CONST-COUNT-DIFF,31,30,31→30,2
CONST-COUNT-DIFF,27,26,27→26,2
CONST-COUNT-DIFF,24,16,24→16,2
CONST-COUNT-DIFF,40,26,40→26,2
CONST-COUNT-DIFF,27,25,27→25,2
CONST-COUNT-DIFF,32,30,32→30,2
CONST-COUNT-DIFF,29,19,29→19,2
CONST-COUNT-DIFF,41,26,41→26,2
CONST-COUNT-DIFF,21,18,21→18,2
CONST-COUNT-DIFF,43,33,43→33,2
CONST-COUNT-DIFF,24,23,24→23,2
CONST-COUNT-DIFF,19,15,19→15,2
CONST-COUNT-DIFF,29,26,29→26,2
CONST-COUNT-DIFF,41,21,41→21,2
CONST-COUNT-DIFF,30,26,30→26,2
CONST-COUNT-DIFF,39,25,39→25,2
CONST-COUNT-DIFF,35,21,35→21,2
CONST-COUNT-DIFF,27,18,27→18,2
CONST-COUNT-DIFF,43,34,43→34,2
CONST-COUNT-DIFF,41,27,41→27,2
CONST-COUNT-DIFF,39,32,39→32,2
CONST-COUNT-DIFF,34,22,34→22,2
CONST-COUNT-DIFF,38,24,38→24,2
CONST-COUNT-DIFF,44,29,44→29,2
CONST-COUNT-DIFF,39,27,39→27,2
CONST-COUNT-DIFF,32,31,32→31,2
CONST-COUNT-DIFF,35,20,35→20,2
CONST-COUNT-DIFF,31,28,31→28,2
CONST-COUNT-DIFF,31,29,31→29,2
CONST-COUNT-DIFF,40,30,40→30,2
CONST-COUNT-DIFF,40,28,40→28,2
CONST-COUNT-DIFF,38,29,38→29,2
CONST-COUNT-DIFF,20,17,20→17,2
CONST-COUNT-DIFF,38,28,38→28,2
CONST-COUNT-DIFF,25,17,25→17,2
CONST-COUNT-DIFF,41,29,41→29,2
CONST-COUNT-DIFF,39,29,39→29,2
CONST-COUNT-DIFF,25,26,25→26,1
CONST-COUNT-DIFF,11,8,11→8,1
CONST-COUNT-DIFF,29,17,29→17,1
CONST-COUNT-DIFF,23,15,23→15,1
CONST-COUNT-DIFF,17,11,17→11,1
CONST-COUNT-DIFF,41,28,41→28,1
CONST-COUNT-DIFF,42,26,42→26,1
CONST-COUNT-DIFF,44,23,44→23,1
CONST-COUNT-DIFF,28,16,28→16,1
CONST-COUNT-DIFF,28,19,28→19,1
CONST-COUNT-DIFF,14,14,14→14,1
CONST-COUNT-DIFF,23,24,23→24,1
CONST-COUNT-DIFF,36,22,36→22,1
CONST-COUNT-DIFF,28,28,28→28,1
CONST-COUNT-DIFF,40,29,40→29,1
CONST-COUNT-DIFF,41,34,41→34,1
CONST-COUNT-DIFF,25,16,25→16,1
CONST-COUNT-DIFF,21,15,21→15,1
CONST-COUNT-DIFF,43,36,43→36,1
CONST-COUNT-DIFF,38,23,38→23,1
CONST-COUNT-DIFF,18,12,18→12,1
CONST-COUNT-DIFF,37,33,37→33,1
CONST-COUNT-DIFF,43,28,43→28,1
CONST-COUNT-DIFF,29,29,29→29,1
CONST-COUNT-DIFF,39,26,39→26,1
CONST-COUNT-DIFF,24,24,24→24,1
CONST-COUNT-DIFF,42,28,42→28,1
CONST-COUNT-DIFF,45,37,45→37,1
CONST-COUNT-DIFF,43,25,43→25,1
CONST-COUNT-DIFF,33,20,33→20,1
CONST-COUNT-DIFF,31,20,31→20,1
CONST-COUNT-DIFF,34,20,34→20,1
CONST-COUNT-DIFF,26,25,26→25,1
CONST-COUNT-DIFF,39,21,39→21,1
CONST-COUNT-DIFF,20,14,20→14,1
CONST-COUNT-DIFF,39,24,39→24,1
CONST-COUNT-DIFF,43,32,43→32,1
CONST-COUNT-DIFF,39,34,39→34,1
CONST-COUNT-DIFF,42,25,42→25,1
CONST-COUNT-DIFF,20,18,20→18,1
CONST-COUNT-DIFF,37,22,37→22,1
CONST-COUNT-DIFF,38,26,38→26,1
CONST-COUNT-DIFF,43,38,43→38,1
CONST-COUNT-DIFF,47,29,47→29,1
CONST-COUNT-DIFF,40,27,40→27,1
CONST-COUNT-DIFF,34,15,34→15,1
CONST-COUNT-DIFF,38,33,38→33,1
CONST-COUNT-DIFF,41,24,41→24,1
CONST-COUNT-DIFF,44,34,44→34,1
CONST-COUNT-DIFF,45,31,45→31,1
CONST-COUNT-DIFF,35,34,35→34,1
CONST-COUNT-DIFF,44,33,44→33,1
CONST-COUNT-DIFF,34,19,34→19,1
CONST-COUNT-DIFF,33,32,33→32,1
CONST-COUNT-DIFF,34,29,34→29,1
CONST-COUNT-DIFF,27,19,27→19,1
CONST-COUNT-DIFF,46,34,46→34,1
CONST-COUNT-DIFF,46,35,46→35,1
CONST-COUNT-DIFF,50,39,50→39,1
CONST-COUNT-DIFF,43,30,43→30,1
CONST-COUNT-DIFF,39,37,39→37,1
CONST-COUNT-DIFF,39,23,39→23,1
CONST-COUNT-DIFF,43,22,43→22,1
CONST-COUNT-DIFF,42,35,42→35,1
CONST-COUNT-DIFF,35,31,35→31,1
CONST-COUNT-DIFF,17,13,17→13,1
CONST-COUNT-DIFF,21,16,21→16,1
CONST-COUNT-DIFF,27,28,27→28,1
CONST-COUNT-DIFF,33,19,33→19,1
CONST-COUNT-DIFF,43,37,43→37,1
CONST-COUNT-DIFF,46,33,46→33,1
CONST-COUNT-DIFF,23,16,23→16,1
CONST-COUNT-DIFF,46,24,46→24,1
CONST-COUNT-DIFF,20,20,20→20,1
CONST-COUNT-DIFF,37,19,37→19,1
CONST-COUNT-DIFF,41,31,41→31,1
CONST-COUNT-DIFF,45,34,45→34,1
CONST-COUNT-DIFF,46,36,46→36,1
CONST-COUNT-DIFF,37,32,37→32,1
CONST-COUNT-DIFF,41,19,41→19,1
CONST-COUNT-DIFF,43,20,43→20,1
CONST-COUNT-DIFF,30,31,30→31,1
CONST-COUNT-DIFF,46,28,46→28,1
CONST-COUNT-DIFF,20,25,20→25,1
CONST-COUNT-DIFF,21,32,21→32,1
CONST-COUNT-DIFF,22,37,22→37,1
CONST-COUNT-DIFF,18,24,18→24,1
CONST-COUNT-DIFF,31,32,31→32,1
CONST-COUNT-DIFF,41,30,41→30,1
CONST-COUNT-DIFF,42,33,42→33,1
CONST-COUNT-DIFF,46,31,46→31,1
CONST-COUNT-DIFF,32,19,32→19,1
CONST-COUNT-DIFF,19,17,19→17,1
CONST-COUNT-DIFF,26,27,26→27,1
CONST-COUNT-DIFF,36,24,36→24,1
CONST-COUNT-DIFF,38,32,38→32,1
CONST-COUNT-DIFF,26,26,26→26,1
CONST-COUNT-DIFF,42,34,42→34,1
CONST-COUNT-DIFF,32,29,32→29,1
CONST-COUNT-DIFF,48,32,48→32,1
CONST-COUNT-DIFF,36,19,36→19,1
CONST-COUNT-DIFF,38,34,38→34,1
CONST-COUNT-DIFF,35,19,35→19,1
CONST-COUNT-DIFF,36,33,36→33,1
CONST-MOV,CONST-FRONT,CONST-FRONT,CONST-FRONT→CONST-FRONT,11805
CONST-MOV,CONST-POST,CONST-POST,CONST-POST→CONST-POST,1294
CONST-REM,SBAR-REM,ABSENT,SBAR-REM→ABSENT,295
CONST-REM,VP-REM,ABSENT,VP-REM→ABSENT,52
CONST-REM,QP-REM,ABSENT,QP-REM→ABSENT,50
CONST-REM,PP-REM,ABSENT,PP-REM→ABSENT,49
CONST-REM,ADJP-REM,ABSENT,ADJP-REM→ABSENT,24
CONST-REM,ADVP-REM,ABSENT,ADVP-REM→ABSENT,6
DEP-DIST-DIFF,3.00,2.00,3.00→2.00,6
DEP-DIST-DIFF,3.00,2.17,3.00→2.17,4
DEP-DIST-DIFF,2.27,1.67,2.27→1.67,4
DEP-DIST-DIFF,2.64,2.00,2.64→2.00,4
DEP-DIST-DIFF,3.00,2.20,3.00→2.20,4
DEP-DIST-DIFF,2.86,2.00,2.86→2.00,4
DEP-DIST-DIFF,3.06,2.00,3.06→2.00,3
DEP-DIST-DIFF,2.71,2.17,2.71→2.17,3
DEP-DIST-DIFF,3.72,2.08,3.72→2.08,3
DEP-DIST-DIFF,3.05,2.00,3.05→2.00,3
DEP-DIST-DIFF,2.82,2.00,2.82→2.00,3
DEP-DIST-DIFF,2.23,1.60,2.23→1.60,3
DEP-DIST-DIFF,2.94,2.25,2.94→2.25,3
DEP-DIST-DIFF,2.91,2.25,2.91→2.25,3
DEP-DIST-DIFF,3.21,2.27,3.21→2.27,3
DEP-DIST-DIFF,3.38,2.00,3.38→2.00,3
DEP-DIST-DIFF,2.71,2.09,2.71→2.09,3
DEP-DIST-DIFF,2.67,2.00,2.67→2.00,3
DEP-DIST-DIFF,2.60,2.00,2.60→2.00,3
DEP-DIST-DIFF,2.93,2.10,2.93→2.10,3
DEP-DIST-DIFF,2.46,1.82,2.46→1.82,3
DEP-DIST-DIFF,2.73,2.00,2.73→2.00,3
DEP-DIST-DIFF,2.57,2.20,2.57→2.20,3
DEP-DIST-DIFF,3.00,2.18,3.00→2.18,3
DEP-DIST-DIFF,4.08,2.22,4.08→2.22,2
DEP-DIST-DIFF,2.67,1.80,2.67→1.80,2
DEP-DIST-DIFF,2.38,1.67,2.38→1.67,2
DEP-DIST-DIFF,3.50,1.89,3.50→1.89,2
DEP-DIST-DIFF,2.73,2.40,2.73→2.40,2
DEP-DIST-DIFF,2.33,2.00,2.33→2.00,2
DEP-DIST-DIFF,2.60,2.12,2.60→2.12,2
DEP-DIST-DIFF,2.57,2.09,2.57→2.09,2
DEP-DIST-DIFF,3.08,2.00,3.08→2.00,2
DEP-DIST-DIFF,2.29,1.60,2.29→1.60,2
DEP-DIST-DIFF,2.93,1.82,2.93→1.82,2
DEP-DIST-DIFF,3.06,1.50,3.06→1.50,2
DEP-DIST-DIFF,3.29,2.25,3.29→2.25,2
DEP-DIST-DIFF,3.54,2.00,3.54→2.00,2
DEP-DIST-DIFF,3.17,2.20,3.17→2.20,2
DEP-DIST-DIFF,2.62,1.89,2.62→1.89,2
