pair_unit,frequency
DEP-DIST-DIFF:3.00→2.60,1
BRANCH-DIFF:2.44→2.11,1
DEP-REL-CHG:nmod→appos,12
DEP-REL-CHG:cc→case,14
TREE-DEPTH-DIFF:9→10,14
DEP-DIST-DIFF:3.29→2.25,2
DEP-REL-CHG:nsubj→case,82
DEP-REL-CHG:case→conj,6
DEP-REL-CHG:conj→nmod,8
TREE-DEPTH-DIFF:7→6,49
DEP-DIST-DIFF:3.20→2.18,1
BRANCH-DIFF:2.36→2.10,4
DEP-REL-CHG:xcomp→appos,8
TREE-DEPTH-DIFF:14→11,17
DEP-DIST-DIFF:2.79→1.64,1
BRANCH-DIFF:1.88→1.85,2
DEP-REL-CHG:aux→mark,72
LENGTH-CHG:10→8,4
CONST-COUNT-DIFF:18→16,4
DEP-DIST-DIFF:2.22→2.14,1
BRANCH-DIFF:2.12→1.88,4
DEP-REL-CHG:nsubj→csubj,6
DEP-REL-CHG:aux→compound:prt,7
DEP-REL-CHG:csubj→aux,1
DEP-REL-CHG:compound:prt→advmod,2
DEP-REL-CHG:aux→xcomp,23
CONST-COUNT-DIFF:29→24,16
DEP-DIST-DIFF:3.54→2.00,2
BRANCH-DIFF:1.87→1.77,2
DEP-REL-CHG:nmod:poss→mark,10
DEP-REL-CHG:case→xcomp,7
DEP-REL-CHG:nmod→case,20
CONST-COUNT-DIFF:37→25,4
DEP-DIST-DIFF:3.16→1.92,1
BRANCH-DIFF:2.12→2.00,8
FORM-CHG:reached→reach,1
FEAT-CHG:Number=Sing→Number=Plur,6
TED-RTED:11→11,40
CONST-COUNT-DIFF:23→22,8
DEP-DIST-DIFF:3.17→2.20,2
BRANCH-DIFF:2.20→1.91,4
DEP-REL-CHG:cop→root,8
TREE-DEPTH-DIFF:13→9,15
CONST-COUNT-DIFF:38→25,4
DEP-DIST-DIFF:3.28→1.82,1
BRANCH-DIFF:1.95→1.85,3
DEP-REL-CHG:compound→aux,8
DEP-REL-CHG:aux→appos,11
LENGTH-CHG:18→10,4
DEP-DIST-DIFF:2.88→1.78,1
BRANCH-DIFF:2.31→2.00,8
LEMMA-CHG:Day→day,1
DEP-REL-CHG:nsubj:pass→mark,7
DEP-REL-CHG:aux:pass→advmod,3
DEP-REL-CHG:advmod→acl,3
HEAD-CHG:8→7,5
PUNCT-ADD:→hyphen,32
TREE-DEPTH-DIFF:9→11,8
CONST-COUNT-DIFF:29→27,5
BRANCH-DIFF:2.33→1.86,1
DEP-REL-CHG:compound→nsubj:pass,4
DEP-REL-CHG:aux:pass→mark,13
DEP-REL-CHG:root→advcl,15
DEP-REL-CHG:advcl→nummod,6
DEP-REL-CHG:det→obj,77
TED-RTED:10→10,48
CONST-COUNT-DIFF:26→21,7
DEP-DIST-DIFF:2.69→1.89,1
BRANCH-DIFF:2.08→1.82,4
DEP-REL-CHG:obj→nummod,33
DEP-REL-CHG:nmod→det,1
DEP-REL-CHG:cc→appos,7
DEP-REL-CHG:nummod→appos,9
DEP-REL-CHG:det→flat,24
LENGTH-CHG:18→15,6
TED-ZHANG-SHASHA:27→27,10
TED-KLEIN:23→23,12
PUNCT-SUBST:or→:,3
"PUNCT-SUBST:or→,",3
TREE-DEPTH-DIFF:10→6,8
DEP-DIST-DIFF:2.76→2.00,1
BRANCH-DIFF:2.31→2.27,1
LENGTH-CHG:13→9,18
DEP-DIST-DIFF:2.42→1.75,1
BRANCH-DIFF:2.00→1.67,3
DEP-REL-CHG:obj→amod,23
DEP-DIST-DIFF:2.62→1.89,2
DEP-REL-CHG:amod→nmod,26
DEP-DIST-DIFF:2.45→1.78,1
DEP-REL-CHG:root→iobj,5
DEP-REL-CHG:punct→aux,10
DEP-REL-CHG:nmod:poss→nsubj,10
DEP-REL-CHG:nsubj→ccomp,11
LENGTH-CHG:19→14,24
BRANCH-DIFF:2.00→1.87,8
DEP-REL-CHG:mark→parataxis,10
TED-RTED:43→43,7
CONST-COUNT-DIFF:34→21,2
DEP-DIST-DIFF:2.88→2.33,1
BRANCH-DIFF:1.94→1.82,1
DEP-REL-CHG:punct→obl,41
DEP-REL-CHG:amod→case,51
TED-KLEIN:15→15,39
CONST-COUNT-DIFF:27→21,9
DEP-DIST-DIFF:3.93→3.00,1
BRANCH-DIFF:2.36→2.22,2
DEP-REL-CHG:punct→discourse,4
DEP-REL-CHG:appos→mark,2
DEP-REL-CHG:punct→acl,5
DEP-REL-CHG:root→discourse,2
DEP-REL-CHG:appos→compound,3
LENGTH-CHG:22→16,10
TED-RTED:39→39,18
PUNCT-ADD:→period,1
H-STRUCT:→micro-discourse,10
CONST-COUNT-DIFF:35→25,9
DEP-DIST-DIFF:3.71→1.93,1
BRANCH-DIFF:2.62→2.67,1
FW-ADD:ABSENT→AUX-ADD,48
DEP-REL-CHG:det→nsubj:pass,7
DEP-REL-CHG:nsubj:pass→amod,4
HEAD-CHG:14→13,3
TED-RTED:30→30,20
DEP-DIST-DIFF:3.11→2.08,1
DEP-REL-CHG:compound→nmod:poss,13
DEP-REL-CHG:nmod→compound,14
CONST-COUNT-DIFF:36→22,1
DEP-DIST-DIFF:3.37→2.92,1
BRANCH-DIFF:2.19→2.62,1
DEP-REL-CHG:parataxis→obj,2
DEP-DIST-DIFF:2.88→2.00,1
BRANCH-DIFF:2.33→2.09,3
DEP-REL-CHG:obj→mark,25
DEP-REL-CHG:nsubj→advcl,11
DEP-REL-CHG:advcl→case,18
CONST-COUNT-DIFF:26→24,7
DEP-DIST-DIFF:2.83→1.89,2
BRANCH-DIFF:1.92→1.64,1
LENGTH-CHG:16→15,2
TREE-DEPTH-DIFF:7→8,14
CONST-COUNT-DIFF:28→28,1
DEP-DIST-DIFF:2.73→2.29,1
BRANCH-DIFF:2.25→2.08,2
TED-ZHANG-SHASHA:17→17,36
TREE-DEPTH-DIFF:12→10,15
DEP-DIST-DIFF:3.12→2.10,1
BRANCH-DIFF:2.00→1.77,7
DEP-REL-CHG:obl→mark,12
DEP-REL-CHG:det→advcl,11
TED-ZHANG-SHASHA:11→11,36
CONST-COUNT-DIFF:26→22,18
DEP-DIST-DIFF:2.50→1.78,1
BRANCH-DIFF:1.92→1.75,4
DEP-DIST-DIFF:2.38→1.56,1
DEP-REL-CHG:obj→acl:relcl,7
DEP-REL-CHG:acl:relcl→compound,6
DEP-REL-CHG:iobj→nummod,1
LENGTH-CHG:20→15,16
TREE-DEPTH-DIFF:12→11,11
CONST-COUNT-DIFF:37→31,3
DEP-DIST-DIFF:2.79→1.93,1
DEP-REL-CHG:root→det,17
TED-ZHANG-SHASHA:7→7,18
TED-RTED:7→7,18
DEP-DIST-DIFF:2.54→1.82,2
BRANCH-DIFF:2.08→1.92,8
DEP-REL-CHG:ccomp→parataxis,14
DEP-REL-CHG:cc→obl,8
DEP-REL-CHG:aux→nummod,23
LENGTH-CHG:23→15,6
CONST-COUNT-DIFF:40→29,1
DEP-DIST-DIFF:3.14→2.07,1
DEP-REL-CHG:acl:relcl→case,4
DEP-REL-CHG:obj→obl,58
DEP-DIST-DIFF:2.18→1.50,1
BRANCH-DIFF:1.79→1.62,1
DEP-REL-CHG:root→nmod:poss,27
DEP-REL-CHG:nmod:poss→nummod,4
LENGTH-CHG:17→12,34
DEP-DIST-DIFF:4.12→3.09,1
BRANCH-DIFF:2.33→2.22,4
DEP-REL-CHG:case→cop,4
DEP-REL-CHG:nmod→root,14
DEP-REL-CHG:acl→case,14
DEP-REL-CHG:cop→punct,18
CONST-COUNT-DIFF:32→27,4
BRANCH-DIFF:1.72→1.62,1
DEP-REL-CHG:mark→advcl,38
DEP-REL-CHG:det→compound:prt,4
DEP-REL-CHG:ccomp→advcl,11
TREE-DEPTH-DIFF:15→11,6
CONST-COUNT-DIFF:37→27,9
DEP-DIST-DIFF:2.69→1.70,1
BRANCH-DIFF:1.80→1.62,1
DEP-REL-CHG:root→nsubj:pass,6
DEP-REL-CHG:advmod→aux:pass,1
DEP-REL-CHG:csubj:pass→punct,1
CONST-COUNT-DIFF:33→25,11
DEP-DIST-DIFF:4.25→2.64,1
DEP-REL-CHG:flat→advcl,2
DEP-REL-CHG:advcl→aux,2
DEP-REL-CHG:nmod:poss→root,7
CONST-COUNT-DIFF:37→30,5
DEP-DIST-DIFF:3.72→2.38,1
BRANCH-DIFF:2.00→1.81,1
DEP-REL-CHG:nsubj→cc:preconj,1
DEP-REL-CHG:root→appos,4
DEP-REL-CHG:cc:preconj→obj,1
DEP-REL-CHG:nsubj→fixed,2
DEP-REL-CHG:conj→parataxis,5
TED-RTED:26→26,34
TREE-DEPTH-DIFF:9→5,4
CONST-COUNT-DIFF:23→18,4
DEP-DIST-DIFF:2.83→1.67,1
BRANCH-DIFF:2.20→2.12,2
FEAT-CHG:Degree=ABSENT→Degree=Pos,1
DEP-DIST-DIFF:2.69→1.78,1
BRANCH-DIFF:2.08→1.90,5
DEP-REL-CHG:nsubj:pass→obl:unmarked,1
DEP-REL-CHG:aux→nmod,13
DEP-REL-CHG:xcomp→obl,14
LENGTH-CHG:20→12,7
CONST-COUNT-DIFF:40→25,2
DEP-DIST-DIFF:2.74→2.36,1
DEP-DIST-DIFF:2.23→1.78,1
BRANCH-DIFF:1.93→1.69,4
HEAD-CHG:3→4,3
HEAD-CHG:6→5,17
TED-SIMPLE:9→9,4
CONST-COUNT-DIFF:18→15,2
DEP-DIST-DIFF:2.55→2.33,1
BRANCH-DIFF:2.83→2.80,1
DEP-REL-CHG:mark→obl:unmarked,2
DEP-REL-CHG:amod→parataxis,8
DEP-REL-CHG:obj→ccomp,4
LENGTH-CHG:21→14,13
CONST-COUNT-DIFF:40→31,4
DEP-DIST-DIFF:3.20→2.69,1
BRANCH-DIFF:2.05→1.76,1
DEP-REL-CHG:appos→obl,2
DEP-DIST-DIFF:3.31→2.40,1
BRANCH-DIFF:2.18→2.25,2
TED-ZHANG-SHASHA:9→9,35
CONST-COUNT-DIFF:19→14,2
DEP-DIST-DIFF:2.00→1.75,1
BRANCH-DIFF:2.57→2.60,1
DEP-REL-CHG:nummod→discourse,2
DEP-DIST-DIFF:2.46→3.30,1
DEP-REL-CHG:obl→nmod:poss,5
DEP-REL-CHG:flat→nmod,6
CONST-COUNT-DIFF:28→25,7
DEP-DIST-DIFF:2.79→2.09,1
BRANCH-DIFF:2.08→1.85,2
DEP-REL-CHG:flat→appos,7
DEP-REL-CHG:obl→nmod,26
TED-ZHANG-SHASHA:34→34,5
DEP-DIST-DIFF:2.79→1.90,2
DEP-REL-CHG:case→nmod:poss,24
DEP-REL-CHG:aux:pass→acl,15
DEP-REL-CHG:advcl→amod,12
DEP-DIST-DIFF:2.85→2.27,1
FORM-CHG:planned→plan,1
DEP-DIST-DIFF:3.08→1.80,1
BRANCH-DIFF:2.00→1.91,5
DEP-REL-CHG:amod→advcl,4
DEP-REL-CHG:nmod→parataxis,8
DEP-REL-CHG:nsubj→nmod,21
LENGTH-CHG:23→16,5
TED-RTED:61→61,1
TREE-DEPTH-DIFF:12→8,16
CONST-COUNT-DIFF:42→30,2
DEP-DIST-DIFF:3.05→2.67,1
BRANCH-DIFF:2.16→2.07,1
DEP-REL-CHG:ccomp→case,36
DEP-REL-CHG:obl→appos,20
LENGTH-CHG:18→14,17
TREE-DEPTH-DIFF:14→10,11
CONST-COUNT-DIFF:39→30,4
DEP-DIST-DIFF:3.00→2.31,1
BRANCH-DIFF:1.81→1.81,1
"PUNCT-SUBST:,→on",14
DEP-DIST-DIFF:3.86→2.67,1
BRANCH-DIFF:2.40→2.15,1
DEP-REL-CHG:ccomp→nsubj,5
DEP-REL-CHG:det→acl:relcl,5
DEP-REL-CHG:acl:relcl→obl,2
TREE-DEPTH-DIFF:15→13,3
CONST-COUNT-DIFF:41→34,1
DEP-DIST-DIFF:2.89→1.62,1
BRANCH-DIFF:1.82→1.65,1
DEP-REL-CHG:det→advmod,14
DEP-REL-CHG:punct→mark,8
TED-RTED:35→35,12
CONST-COUNT-DIFF:36→28,5
DEP-DIST-DIFF:3.67→1.77,1
BRANCH-DIFF:2.06→1.93,5
DEP-REL-CHG:flat→mark,15
DEP-REL-CHG:obj→dep,5
TED-KLEIN:35→35,1
DEP-DIST-DIFF:2.50→2.40,1
BRANCH-DIFF:1.74→1.71,1
DEP-REL-CHG:acl→amod,7
DEP-REL-CHG:nmod:poss→obj,24
CONST-COUNT-DIFF:30→25,13
DEP-DIST-DIFF:2.76→2.21,1
BRANCH-DIFF:2.42→2.40,1
FORM-CHG:'s→',1
DEP-REL-CHG:mark→cop,10
DEP-REL-CHG:nmod:poss→appos,6
TED-ZHANG-SHASHA:18→18,35
BRANCH-DIFF:2.08→2.00,8
DEP-DIST-DIFF:3.85→2.33,1
CONST-COUNT-DIFF:22→19,5
DEP-DIST-DIFF:2.45→1.89,1
BRANCH-DIFF:2.10→2.00,6
DEP-REL-CHG:root→acl:relcl,4
DEP-REL-CHG:nsubj→appos,13
LENGTH-CHG:16→10,15
TED-KLEIN:36→36,1
"PUNCT-SUBST:for→,",2
CONST-COUNT-DIFF:33→21,2
DEP-DIST-DIFF:2.27→1.67,4
BRANCH-DIFF:1.88→1.82,3
DEP-REL-CHG:compound→aux:pass,3
LENGTH-CHG:15→10,21
TREE-DEPTH-DIFF:8→10,6
DEP-DIST-DIFF:2.14→1.89,1
BRANCH-DIFF:2.27→1.75,1
DEP-REL-CHG:advcl→nmod:poss,6
HEAD-CHG:4→1,1
TED-KLEIN:27→27,5
DEP-DIST-DIFF:2.29→2.33,1
DEP-REL-CHG:aux:pass→amod,6
CONST-COUNT-DIFF:24→18,13
DEP-DIST-DIFF:2.38→2.44,1
BRANCH-DIFF:2.30→2.12,3
LEMMA-CHG:Reliance→reliance,2
LEMMA-CHG:Entertainment→entertainment,1
CONST-COUNT-DIFF:19→16,2
DEP-DIST-DIFF:2.40→1.88,2
BRANCH-DIFF:2.25→2.14,2
CONST-COUNT-DIFF:22→17,6
DEP-DIST-DIFF:3.25→2.50,1
BRANCH-DIFF:2.33→2.00,7
TED-KLEIN:5→5,6
CONST-COUNT-DIFF:28→26,4
DEP-DIST-DIFF:2.79→2.42,1
DEP-REL-CHG:nsubj:pass→obl,3
DEP-REL-CHG:aux:pass→advcl,5
TREE-DEPTH-DIFF:15→12,4
DEP-DIST-DIFF:3.05→2.00,3
BRANCH-DIFF:2.05→1.88,2
CONST-COUNT-DIFF:30→24,14
DEP-DIST-DIFF:2.69→1.82,1
BRANCH-DIFF:2.23→1.92,1
DEP-REL-CHG:cop→nmod,8
DEP-REL-CHG:det→conj,5
TREE-DEPTH-DIFF:16→10,1
DEP-DIST-DIFF:3.32→3.29,1
BRANCH-DIFF:2.00→2.08,2
DEP-REL-CHG:ccomp→xcomp,8
DEP-REL-CHG:cop→parataxis,10
HEAD-CHG:14→12,1
TREE-DEPTH-DIFF:16→9,1
CONST-COUNT-DIFF:35→29,4
DEP-DIST-DIFF:3.47→3.00,1
DEP-REL-CHG:obj→appos,18
DEP-REL-CHG:advcl→compound,19
TED-RTED:36→36,11
TREE-DEPTH-DIFF:16→8,2
CONST-COUNT-DIFF:42→29,2
DEP-DIST-DIFF:2.80→1.92,1
BRANCH-DIFF:1.95→1.87,1
DEP-REL-CHG:compound:prt→obl,2
DEP-DIST-DIFF:2.76→2.36,1
BRANCH-DIFF:2.06→1.85,1
DEP-REL-CHG:det→acl,8
DEP-REL-CHG:nmod→nummod,8
DEP-REL-CHG:acl→punct,7
DEP-REL-CHG:compound→parataxis,10
DEP-REL-CHG:punct→compound:prt,5
LENGTH-CHG:21→13,10
DEP-DIST-DIFF:3.20→2.67,1
BRANCH-DIFF:2.25→1.92,5
TED-RTED:17→17,38
DEP-DIST-DIFF:3.33→2.31,1
BRANCH-DIFF:2.38→2.18,1
DEP-REL-CHG:nmod→nmod:poss,5
DEP-REL-CHG:obl:agent→mark,2
DEP-REL-CHG:flat→acl,7
CONST-COUNT-DIFF:35→23,2
DEP-DIST-DIFF:2.47→2.08,1
BRANCH-DIFF:2.00→2.20,1
DEP-DIST-DIFF:2.65→1.85,1
BRANCH-DIFF:2.31→2.08,2
DEP-REL-CHG:punct→orphan,1
CONST-ADD:ABSENT→ADVP-ADD,22
DEP-DIST-DIFF:3.79→2.58,1
BRANCH-DIFF:2.27→2.00,5
DEP-REL-CHG:nmod:poss→obl,20
CONST-COUNT-DIFF:21→17,5
DEP-DIST-DIFF:2.82→2.00,3
BRANCH-DIFF:2.22→2.00,5
DEP-REL-CHG:appos→amod,3
DEP-REL-CHG:case→cc,2
DEP-REL-CHG:discourse→compound,1
DEP-REL-CHG:nmod:poss→conj,2
HEAD-CHG:1→13,1
TED-RTED:47→47,5
PUNCT-ADD:→question mark,1
CONST-COUNT-DIFF:34→30,2
DEP-DIST-DIFF:3.47→3.12,1
BRANCH-DIFF:2.36→2.23,1
DEP-REL-CHG:flat→amod,5
DEP-DIST-DIFF:2.45→2.00,2
DEP-REL-CHG:appos→compound:prt,1
CONST-COUNT-DIFF:34→24,2
DEP-DIST-DIFF:2.82→1.50,1
BRANCH-DIFF:2.06→1.77,1
DEP-REL-CHG:cop→obl,6
DEP-REL-CHG:obl:unmarked→appos,2
DEP-DIST-DIFF:3.53→1.92,1
BRANCH-DIFF:2.13→2.09,1
DEP-DIST-DIFF:2.73→1.67,1
BRANCH-DIFF:1.79→1.75,1
DEP-REL-CHG:cc→flat,3
DEP-REL-CHG:flat→obl,7
DEP-DIST-DIFF:3.15→2.30,1
BRANCH-DIFF:2.18→1.91,2
DEP-REL-CHG:appos→obj,3
DEP-REL-CHG:obj→obl:unmarked,3
DEP-DIST-DIFF:2.94→1.75,1
BRANCH-DIFF:2.50→2.00,2
DEP-REL-CHG:case→acl,10
CONST-COUNT-DIFF:33→26,8
DEP-DIST-DIFF:2.65→1.92,1
BRANCH-DIFF:2.13→1.92,2
LENGTH-CHG:14→8,2
CONST-COUNT-DIFF:25→16,1
DEP-DIST-DIFF:2.38→1.71,1
BRANCH-DIFF:2.18→1.88,2
CONST-COUNT-DIFF:21→15,1
DEP-DIST-DIFF:3.00→2.38,1
BRANCH-DIFF:2.50→2.33,4
DEP-REL-CHG:nmod→obl,10
LENGTH-CHG:20→11,4
CONST-COUNT-DIFF:35→22,2
DEP-DIST-DIFF:2.79→1.80,1
BRANCH-DIFF:2.27→1.91,2
DEP-REL-CHG:xcomp→obj,22
DEP-REL-CHG:acl→obl,5
TREE-DEPTH-DIFF:12→12,7
DEP-DIST-DIFF:2.33→1.44,1
BRANCH-DIFF:1.86→1.64,1
DEP-REL-CHG:obj→xcomp,15
DEP-REL-CHG:conj→obj,12
CONST-COUNT-DIFF:26→23,9
DEP-DIST-DIFF:2.23→1.60,3
BRANCH-DIFF:2.08→1.83,4
CONST-COUNT-DIFF:31→23,6
DEP-DIST-DIFF:2.88→1.91,2
BRANCH-DIFF:2.14→2.00,3
DEP-REL-CHG:advmod→parataxis,6
DEP-REL-CHG:cc→advcl,2
DEP-REL-CHG:advmod→obj,14
DEP-REL-CHG:conj→xcomp,2
CONST-COUNT-DIFF:41→33,2
DEP-DIST-DIFF:3.11→1.64,1
BRANCH-DIFF:1.90→1.78,1
DEP-REL-CHG:compound→advcl,6
DEP-DIST-DIFF:3.31→2.36,2
BRANCH-DIFF:2.00→1.79,3
DEP-REL-CHG:advcl→parataxis,3
TED-RTED:42→42,7
CONST-COUNT-DIFF:35→30,2
DEP-DIST-DIFF:2.25→2.54,1
BRANCH-DIFF:1.89→1.81,1
DEP-REL-CHG:obl→compound:prt,1
TED-RTED:50→50,1
CONST-COUNT-DIFF:43→35,2
DEP-DIST-DIFF:3.14→2.87,1
CONST-COUNT-DIFF:23→17,5
DEP-DIST-DIFF:2.62→1.88,1
BRANCH-DIFF:2.44→2.00,2
CONST-COUNT-DIFF:24→20,16
DEP-DIST-DIFF:2.23→1.70,1
BRANCH-DIFF:2.30→2.11,4
DEP-REL-CHG:mark→aux,6
DEP-REL-CHG:aux→ccomp,1
DEP-REL-CHG:ccomp→dep,2
CONST-COUNT-DIFF:33→28,7
DEP-DIST-DIFF:2.80→2.42,1
BRANCH-DIFF:1.88→1.80,3
DEP-DIST-DIFF:2.75→1.85,1
TED-SIMPLE:4→4,1
TED-ZHANG-SHASHA:2→2,5
TED-RTED:2→2,5
CONST-COUNT-DIFF:31→30,2
DEP-DIST-DIFF:2.93→2.80,1
BRANCH-DIFF:2.00→2.07,2
CONST-COUNT-DIFF:27→26,2
DEP-DIST-DIFF:2.47→1.85,2
BRANCH-DIFF:2.36→2.08,2
CONST-COUNT-DIFF:24→16,2
DEP-DIST-DIFF:2.75→1.57,1
BRANCH-DIFF:2.09→1.88,1
DEP-DIST-DIFF:1.88→2.36,1
BRANCH-DIFF:2.13→2.00,5
DEP-REL-CHG:nsubj:pass→compound,8
DEP-REL-CHG:nmod→acl,5
DEP-REL-CHG:aux→fixed,1
HEAD-CHG:8→4,1
CONST-COUNT-DIFF:28→20,9
BRANCH-DIFF:2.25→2.11,1
DEP-REL-CHG:flat→obj,12
DEP-REL-CHG:obl→flat,9
LENGTH-CHG:10→9,3
CONST-COUNT-DIFF:20→19,3
DEP-DIST-DIFF:2.44→1.88,2
BRANCH-DIFF:1.90→1.80,4
DEP-REL-CHG:fixed→root,1
LENGTH-CHG:16→9,2
DEP-DIST-DIFF:3.20→2.12,1
BRANCH-DIFF:2.15→1.89,1
FORM-CHG:co-founder→Co-founder,2
DEP-REL-CHG:root→compound:prt,7
DEP-REL-CHG:compound:prt→case,4
DEP-DIST-DIFF:1.90→1.62,1
BRANCH-DIFF:1.91→2.00,1
DEP-REL-CHG:amod→obl:agent,1
DEP-DIST-DIFF:2.10→1.88,1
DEP-DIST-DIFF:2.27→1.50,2
DEP-REL-CHG:obj→conj,9
HEAD-CHG:11→9,4
CONST-COUNT-DIFF:22→16,6
DEP-DIST-DIFF:1.75→1.78,1
BRANCH-DIFF:2.33→2.50,3
DEP-DIST-DIFF:3.40→2.36,2
DEP-REL-CHG:ccomp→nmod:poss,9
CONST-COUNT-DIFF:34→27,8
DEP-DIST-DIFF:2.94→2.25,3
BRANCH-DIFF:2.20→1.86,1
DEP-REL-CHG:nummod→nsubj:pass,6
DEP-DIST-DIFF:2.69→2.11,1
DEP-DIST-DIFF:3.38→2.11,1
POS-CHG:NOUN→ADJ,9
DEP-REL-CHG:det→cc,5
DEP-DIST-DIFF:2.31→2.20,1
FORM-CHG:rallied→rally,1
HEAD-CHG:9→10,3
FEAT-CHG:Tense=Pres→Tense=ABSENT,5
FEAT-CHG:VerbForm=Part→VerbForm=Ger,1
VERB-FORM-CHG:Part→Ger,1
CONST-REM:ADVP-REM→ABSENT,6
CONST-COUNT-DIFF:25→18,5
DEP-DIST-DIFF:2.77→2.22,1
BRANCH-DIFF:2.18→2.12,1
DEP-REL-CHG:xcomp→parataxis,5
DEP-REL-CHG:cc→mark,5
DEP-DIST-DIFF:3.00→2.00,6
DEP-DIST-DIFF:2.56→2.18,1
DEP-REL-CHG:case→advmod,8
DEP-REL-CHG:det→ccomp,3
DEP-REL-CHG:case→parataxis,13
DEP-REL-CHG:parataxis→case,2
DEP-REL-CHG:nmod:poss→nmod,12
TED-RTED:56→56,3
CONST-COUNT-DIFF:43→36,1
DEP-DIST-DIFF:2.91→2.25,3
BRANCH-DIFF:2.10→1.84,1
DEP-REL-CHG:mark→nsubj:pass,2
DEP-REL-CHG:nmod:poss→cc,1
DEP-REL-CHG:flat→conj,1
DEP-REL-CHG:case→aux:pass,3
DEP-DIST-DIFF:3.67→1.89,1
BRANCH-DIFF:2.09→2.12,4
CONST-COUNT-DIFF:32→24,7
DEP-DIST-DIFF:2.81→2.10,1
BRANCH-DIFF:2.07→1.77,5
DEP-REL-CHG:flat→list,2
TREE-DEPTH-DIFF:8→5,2
CONST-COUNT-DIFF:26→17,3
DEP-DIST-DIFF:4.12→4.36,1
BRANCH-DIFF:2.78→3.20,1
DEP-REL-CHG:root→ccomp,3
TED-RTED:34→34,12
DEP-DIST-DIFF:2.95→2.00,1
DEP-REL-CHG:compound→mark,17
DEP-DIST-DIFF:3.21→2.36,1
DEP-DIST-DIFF:3.11→2.00,2
CONST-COUNT-DIFF:29→22,7
DEP-DIST-DIFF:2.36→1.90,1
LENGTH-CHG:22→12,3
TED-RTED:51→51,4
CONST-COUNT-DIFF:38→23,1
DEP-DIST-DIFF:2.76→2.09,1
DEP-REL-CHG:punct→obl:agent,2
DEP-REL-CHG:acl→cc,1
DEP-REL-CHG:obl:agent→punct,2
DEP-REL-CHG:conj→advmod,5
DEP-DIST-DIFF:2.87→2.55,1
DEP-REL-CHG:amod→xcomp,4
DEP-REL-CHG:xcomp→det,1
DEP-DIST-DIFF:3.44→2.30,1
DEP-REL-CHG:obj→cc,2
CONST-COUNT-DIFF:28→22,15
DEP-DIST-DIFF:2.86→2.11,1
BRANCH-DIFF:2.08→1.75,1
CONST-COUNT-DIFF:18→12,1
DEP-DIST-DIFF:2.56→2.40,1
BRANCH-DIFF:2.12→1.83,1
DEP-REL-CHG:nsubj→iobj,5
DEP-REL-CHG:acl:relcl→mark,3
DEP-REL-CHG:iobj→nsubj,2
DEP-REL-CHG:cop→advcl,5
DEP-REL-CHG:advcl→nmod,5
TREE-DEPTH-DIFF:16→15,2
CONST-COUNT-DIFF:37→33,1
DEP-DIST-DIFF:2.80→2.08,1
BRANCH-DIFF:1.71→1.60,1
DEP-DIST-DIFF:3.21→2.27,3
BRANCH-DIFF:2.27→2.38,1
DEP-DIST-DIFF:1.82→1.62,1
DEP-REL-CHG:flat→aux:pass,4
DEP-REL-CHG:nsubj:pass→obj,2
DEP-REL-CHG:advcl→appos,5
DEP-DIST-DIFF:2.46→1.60,1
BRANCH-DIFF:1.93→1.91,5
DEP-DIST-DIFF:2.79→2.00,1
BRANCH-DIFF:1.82→1.85,1
DEP-DIST-DIFF:3.08→1.62,1
DEP-REL-CHG:obj→nsubj,16
DEP-REL-CHG:nsubj→acl:relcl,21
CONST-COUNT-DIFF:29→25,6
DEP-DIST-DIFF:3.07→1.91,1
DEP-DIST-DIFF:4.05→1.75,1
BRANCH-DIFF:2.18→1.86,1
DEP-DIST-DIFF:2.17→1.70,1
POS-CHG:VERB→ADJ,2
DEP-REL-CHG:nummod→obl:unmarked,7
DEP-DIST-DIFF:2.17→1.60,1
BRANCH-DIFF:2.33→2.25,3
DEP-REL-CHG:nummod→advcl,3
DEP-DIST-DIFF:2.89→2.09,1
DEP-DIST-DIFF:2.82→2.50,2
DEP-DIST-DIFF:2.62→1.38,1
BRANCH-DIFF:2.18→1.89,2
DEP-REL-CHG:flat→nummod,2
DEP-DIST-DIFF:3.61→2.92,1
BRANCH-DIFF:2.29→2.30,1
DEP-REL-CHG:appos→acl,3
DEP-DIST-DIFF:4.19→1.91,1
BRANCH-DIFF:2.60→2.38,1
LEMMA-CHG:ceo→CEO,2
LENGTH-CHG:14→13,3
DEP-DIST-DIFF:2.69→2.08,2
BRANCH-DIFF:2.44→2.33,1
DEP-REL-CHG:flat→obl:unmarked,2
DEP-REL-CHG:obl:unmarked→parataxis,1
DEP-REL-CHG:cop→flat,5
TED-ZHANG-SHASHA:39→39,2
DEP-DIST-DIFF:3.06→2.08,1
DEP-REL-CHG:case→obl:agent,4
HEAD-CHG:9→7,4
DEP-DIST-DIFF:2.20→2.08,1
BRANCH-DIFF:2.15→2.09,2
HEAD-CHG:15→11,1
FEAT-CHG:Voice=ABSENT→Voice=Pass,1
CONST-COUNT-DIFF:29→23,14
DEP-DIST-DIFF:3.33→1.73,1
BRANCH-DIFF:2.15→2.00,5
FORM-CHG:reached→reaches,1
DEP-REL-CHG:nmod:unmarked→punct,1
FEAT-CHG:Number=ABSENT→Number=Sing,5
FEAT-CHG:Mood=ABSENT→Mood=Ind,5
