pair_unit,frequency
FEAT-CHG:Person=ABSENT→Person=3,6
FEAT-CHG:VerbForm=Part→VerbForm=Fin,4
VERB-FORM-CHG:Part→Fin,4
LENGTH-CHG:17→15,3
TED-KLEIN:31→31,5
BRANCH-DIFF:2.33→2.17,2
DEP-DIST-DIFF:2.64→2.00,4
LENGTH-CHG:26→14,1
TED-RTED:40→40,10
CONST-COUNT-DIFF:43→28,1
DEP-DIST-DIFF:4.12→2.69,1
BRANCH-DIFF:2.47→1.93,1
DEP-REL-CHG:compound→cop,3
DEP-REL-CHG:obl→parataxis,6
TED-RTED:38→38,6
"PUNCT-SUBST:""→says",1
DEP-DIST-DIFF:2.65→2.09,2
BRANCH-DIFF:2.13→1.79,1
DEP-REL-CHG:case→aux,10
DEP-REL-CHG:advmod→nmod,5
TREE-DEPTH-DIFF:14→9,9
DEP-DIST-DIFF:2.53→1.92,1
BRANCH-DIFF:1.75→1.80,1
DEP-REL-CHG:aux:pass→xcomp,7
DEP-REL-CHG:obl:agent→nmod,1
DEP-DIST-DIFF:2.54→2.00,1
BRANCH-DIFF:2.08→1.91,6
DEP-DIST-DIFF:3.08→2.50,1
BRANCH-DIFF:1.92→1.83,1
CONST-COUNT-DIFF:36→29,7
DEP-DIST-DIFF:3.33→2.50,1
BRANCH-DIFF:2.06→1.75,1
FORM-CHG:used→use,1
LENGTH-CHG:15→14,2
TREE-DEPTH-DIFF:10→12,5
CONST-COUNT-DIFF:29→29,1
DEP-DIST-DIFF:2.57→1.77,1
DEP-REL-CHG:conj→cc,1
DEP-REL-CHG:compound:prt→conj,1
DEP-DIST-DIFF:3.00→2.09,2
BRANCH-DIFF:2.31→1.92,1
DEP-DIST-DIFF:2.73→2.17,1
BRANCH-DIFF:2.36→2.20,4
DEP-REL-CHG:aux→iobj,2
DEP-DIST-DIFF:1.89→1.50,1
DEP-DIST-DIFF:3.00→2.30,1
DEP-REL-CHG:advmod→nsubj,2
DEP-REL-CHG:ccomp→amod,5
DEP-DIST-DIFF:3.74→2.75,1
BRANCH-DIFF:2.12→1.86,5
DEP-REL-CHG:punct→cop,8
DEP-REL-CHG:mark→appos,14
LENGTH-CHG:22→13,5
CONST-COUNT-DIFF:39→26,1
DEP-DIST-DIFF:3.67→2.75,1
BRANCH-DIFF:2.24→1.92,1
DEP-REL-CHG:iobj→compound,2
PUNCT-DEL:semicolon→,8
CONST-COUNT-DIFF:40→26,2
DEP-DIST-DIFF:3.24→2.92,1
BRANCH-DIFF:2.17→1.92,2
DEP-REL-CHG:nmod→obj,16
DEP-REL-CHG:obl→advcl,12
HEAD-CHG:5→3,3
DEP-DIST-DIFF:2.80→1.89,2
BRANCH-DIFF:2.00→1.75,9
DEP-REL-CHG:obl→amod,9
DEP-DIST-DIFF:2.64→2.12,1
DEP-DIST-DIFF:3.09→2.33,1
DEP-REL-CHG:aux:pass→nmod:poss,3
DEP-DIST-DIFF:3.19→1.70,1
FW-ADD:ABSENT→CCONJ-ADD,4
LEMMA-CHG:new→New,1
DEP-REL-CHG:advcl→conj,1
BRANCH-DIFF:2.27→2.11,3
FORM-CHG:Learning→Learnings,1
HEAD-CHG:9→6,5
DEP-DIST-DIFF:3.07→1.55,1
BRANCH-DIFF:2.15→2.10,2
CONST-COUNT-DIFF:32→28,6
DEP-DIST-DIFF:3.24→2.71,1
BRANCH-DIFF:2.21→2.08,1
DEP-REL-CHG:obl→root,7
DEP-DIST-DIFF:4.35→2.58,1
BRANCH-DIFF:2.31→2.33,1
DEP-DIST-DIFF:3.33→2.25,1
BRANCH-DIFF:2.15→2.20,1
DEP-DIST-DIFF:3.35→2.36,1
BRANCH-DIFF:2.31→2.10,1
DEP-REL-CHG:compound→conj,5
DEP-DIST-DIFF:3.40→2.14,1
BRANCH-DIFF:2.25→1.93,1
CONST-COUNT-DIFF:24→24,1
DEP-DIST-DIFF:3.18→3.18,1
BRANCH-DIFF:1.92→1.92,1
DEP-REL-CHG:conj→nummod,3
HEAD-CHG:8→5,2
DEP-DIST-DIFF:3.17→1.69,1
BRANCH-DIFF:2.06→2.08,1
LENGTH-CHG:11→8,8
DEP-DIST-DIFF:2.30→1.43,1
BRANCH-DIFF:1.91→1.70,2
DEP-DIST-DIFF:3.19→2.46,1
BRANCH-DIFF:2.45→2.44,1
DEP-REL-CHG:aux:pass→punct,16
DEP-REL-CHG:conj→obl,7
PUNCT-ADD:→semicolon,9
PUNCT-SUBST:and→;,7
DEP-DIST-DIFF:2.89→2.25,1
BRANCH-DIFF:2.19→1.75,1
DEP-DIST-DIFF:2.47→1.80,1
BRANCH-DIFF:1.94→1.83,1
DEP-REL-CHG:case→fixed,3
DEP-REL-CHG:fixed→compound,2
CONST-ADD:ABSENT→QP-ADD,10
TED-KLEIN:28→28,2
CONST-COUNT-DIFF:27→25,2
DEP-DIST-DIFF:3.20→2.58,1
BRANCH-DIFF:2.36→2.00,5
DEP-REL-CHG:ccomp→aux,1
DEP-REL-CHG:cc→nmod:poss,3
CONST-COUNT-DIFF:35→26,6
DEP-DIST-DIFF:3.85→2.85,1
DEP-REL-CHG:nmod:poss→advmod,4
DEP-REL-CHG:advmod→cop,3
HEAD-CHG:10→12,2
LENGTH-CHG:21→16,5
CONST-COUNT-DIFF:40→32,5
DEP-DIST-DIFF:4.15→3.00,1
BRANCH-DIFF:2.05→1.94,1
DEP-REL-CHG:ccomp→aux:pass,4
DEP-REL-CHG:parataxis→dep,1
DEP-DIST-DIFF:3.41→2.55,1
BRANCH-DIFF:2.42→2.09,1
DEP-REL-CHG:advmod→flat,6
CONST-COUNT-DIFF:30→22,9
DEP-DIST-DIFF:2.80→2.30,1
BRANCH-DIFF:2.07→1.91,3
DEP-DIST-DIFF:3.14→2.11,1
BRANCH-DIFF:2.17→1.90,2
DEP-REL-CHG:case→advcl,10
DEP-REL-CHG:obl→xcomp,3
CONST-COUNT-DIFF:28→24,9
BRANCH-DIFF:1.93→1.64,2
DEP-DIST-DIFF:3.09→2.25,1
BRANCH-DIFF:1.92→1.80,2
DEP-REL-CHG:mark→conj,2
LENGTH-CHG:22→17,4
CONST-COUNT-DIFF:36→31,4
DEP-DIST-DIFF:2.81→2.06,1
BRANCH-DIFF:2.50→2.14,1
DEP-REL-CHG:expl→punct,1
TED-ZHANG-SHASHA:38→38,5
TREE-DEPTH-DIFF:15→9,5
DEP-DIST-DIFF:2.80→2.50,1
BRANCH-DIFF:1.88→1.77,1
DEP-DIST-DIFF:2.75→1.60,1
BRANCH-DIFF:2.14→1.91,2
DEP-DIST-DIFF:2.94→1.70,1
BRANCH-DIFF:2.33→1.91,1
DEP-REL-CHG:advmod→nummod,4
DEP-REL-CHG:advcl→obl:unmarked,1
DEP-DIST-DIFF:2.73→2.18,1
DEP-REL-CHG:nmod→amod,4
DEP-DIST-DIFF:2.63→3.08,1
BRANCH-DIFF:2.19→1.92,2
DEP-REL-CHG:compound→obl:unmarked,3
DEP-REL-CHG:obl:unmarked→obl,3
DEP-DIST-DIFF:3.00→2.62,1
DEP-DIST-DIFF:3.15→2.20,1
FORM-CHG:rode→ride,1
DEP-DIST-DIFF:3.13→2.27,1
DEP-DIST-DIFF:1.89→1.14,1
BRANCH-DIFF:1.69→1.58,1
DEP-REL-CHG:compound:prt→obj,4
DEP-DIST-DIFF:2.25→2.23,1
BRANCH-DIFF:2.00→2.00,20
LENGTH-CHG:22→15,4
TED-RTED:54→54,2
CONST-COUNT-DIFF:42→28,1
DEP-DIST-DIFF:2.81→2.57,1
BRANCH-DIFF:2.05→2.08,1
DEP-REL-CHG:cc→obl:unmarked,2
DEP-REL-CHG:nummod→parataxis,4
CONST-COUNT-DIFF:30→21,6
DEP-DIST-DIFF:3.81→2.70,1
BRANCH-DIFF:2.23→2.00,5
DEP-REL-CHG:obj→obl:agent,1
DEP-REL-CHG:obl:agent→flat,1
CONST-COUNT-DIFF:28→18,3
DEP-DIST-DIFF:2.36→1.67,1
BRANCH-DIFF:2.08→2.12,1
DEP-REL-CHG:obl:unmarked→flat,2
LENGTH-CHG:23→18,3
DEP-DIST-DIFF:4.32→3.12,1
BRANCH-DIFF:2.69→2.42,1
DEP-REL-CHG:fixed→nmod:poss,1
HEAD-CHG:15→10,1
DEP-DIST-DIFF:2.60→2.92,1
BRANCH-DIFF:2.50→2.44,1
DEP-REL-CHG:amod→cc,3
DEP-DIST-DIFF:3.38→2.00,3
DEP-REL-CHG:nmod→xcomp,4
LENGTH-CHG:25→20,1
CONST-COUNT-DIFF:45→37,1
DEP-DIST-DIFF:3.08→2.63,1
TED-ZHANG-SHASHA:37→37,2
DEP-DIST-DIFF:3.07→2.18,1
BRANCH-DIFF:1.88→1.92,2
DEP-REL-CHG:aux:pass→nummod,7
CONST-COUNT-DIFF:34→23,4
DEP-DIST-DIFF:2.89→2.18,1
LENGTH-CHG:23→14,1
DEP-DIST-DIFF:3.23→2.62,1
BRANCH-DIFF:2.16→1.87,1
DEP-REL-CHG:obj→list,1
DEP-DIST-DIFF:2.94→2.20,2
DEP-DIST-DIFF:2.58→2.11,1
DEP-REL-CHG:obl→conj,3
HEAD-CHG:9→11,1
DEP-DIST-DIFF:3.27→2.00,1
BRANCH-DIFF:2.15→1.83,3
DEP-DIST-DIFF:4.00→2.00,1
BRANCH-DIFF:2.20→2.29,1
HEAD-CHG:9→8,4
DEP-DIST-DIFF:2.38→2.09,1
BRANCH-DIFF:2.62→2.57,1
DEP-DIST-DIFF:3.33→2.11,1
BRANCH-DIFF:2.50→2.29,1
DEP-REL-CHG:acl:relcl→nsubj,2
DEP-REL-CHG:advmod→ccomp,1
TREE-DEPTH-DIFF:13→12,9
BRANCH-DIFF:1.65→1.50,1
CONST-COUNT-DIFF:24→22,7
DEP-DIST-DIFF:3.36→2.92,1
BRANCH-DIFF:2.56→2.33,1
DEP-REL-CHG:amod→cop,2
DEP-REL-CHG:nsubj→det,16
DEP-DIST-DIFF:2.85→2.56,1
BRANCH-DIFF:2.30→2.29,3
DEP-DIST-DIFF:3.00→1.67,2
DEP-DIST-DIFF:3.12→2.33,1
DEP-REL-CHG:nummod→obl:agent,1
LENGTH-CHG:22→14,4
DEP-DIST-DIFF:3.19→2.23,1
BRANCH-DIFF:2.40→2.18,1
TREE-DEPTH-DIFF:14→12,5
DEP-DIST-DIFF:2.71→2.09,3
BRANCH-DIFF:2.06→1.79,2
LENGTH-CHG:26→13,1
TED-RTED:55→55,2
CONST-COUNT-DIFF:43→25,1
DEP-DIST-DIFF:4.36→2.50,1
BRANCH-DIFF:2.47→2.00,1
DEP-DIST-DIFF:3.86→3.20,1
BRANCH-DIFF:2.11→1.88,3
DEP-REL-CHG:iobj→root,2
DEP-REL-CHG:flat→iobj,2
DEP-DIST-DIFF:3.35→1.55,1
BRANCH-DIFF:2.21→1.79,1
DEP-REL-CHG:nsubj→cop,11
DEP-REL-CHG:advmod→fixed,2
DEP-DIST-DIFF:3.20→2.75,1
BRANCH-DIFF:2.43→2.14,1
HEAD-CHG:13→11,2
DEP-DIST-DIFF:4.00→3.50,1
BRANCH-DIFF:2.23→1.91,1
DEP-REL-CHG:punct→acl:relcl,5
DEP-DIST-DIFF:2.67→2.18,1
BRANCH-DIFF:1.79→1.69,1
DEP-REL-CHG:nmod→nsubj,4
CONST-COUNT-DIFF:32→30,2
DEP-DIST-DIFF:3.38→2.46,1
BRANCH-DIFF:2.07→1.81,1
CONST-COUNT-DIFF:29→19,2
DEP-DIST-DIFF:3.25→2.40,1
DEP-REL-CHG:compound→acl:relcl,4
DEP-REL-CHG:acl:relcl→advmod,1
DEP-REL-CHG:obl:unmarked→advmod,3
DEP-DIST-DIFF:2.67→2.00,3
BRANCH-DIFF:1.94→1.77,2
DEP-REL-CHG:csubj→det,1
DEP-DIST-DIFF:2.50→1.82,2
BRANCH-DIFF:1.93→1.92,2
DEP-REL-CHG:aux→cop,20
DEP-REL-CHG:mark→cc,4
DEP-DIST-DIFF:2.73→1.75,1
BRANCH-DIFF:2.10→2.14,2
TED-ZHANG-SHASHA:35→35,5
CONST-COUNT-DIFF:33→20,1
DEP-DIST-DIFF:3.47→1.80,1
BRANCH-DIFF:1.88→2.11,1
HEAD-CHG:4→5,3
DEP-DIST-DIFF:2.21→1.73,1
BRANCH-DIFF:2.56→2.38,2
DEP-DIST-DIFF:2.69→1.62,1
DEP-DIST-DIFF:2.87→1.45,1
BRANCH-DIFF:1.94→1.79,4
CONST-COUNT-DIFF:32→22,3
DEP-DIST-DIFF:3.33→1.33,1
BRANCH-DIFF:1.94→1.75,3
DEP-DIST-DIFF:2.73→1.88,1
BRANCH-DIFF:2.10→1.89,2
DEP-DIST-DIFF:2.31→1.60,2
BRANCH-DIFF:1.87→1.83,3
DEP-REL-CHG:acl:relcl→det,1
DEP-DIST-DIFF:2.67→1.78,1
LENGTH-CHG:19→15,6
DEP-DIST-DIFF:2.17→1.79,1
BRANCH-DIFF:2.00→1.88,1
DEP-REL-CHG:aux:pass→obl:agent,1
DEP-REL-CHG:obl:agent→obl,1
TREE-DEPTH-DIFF:14→13,5
DEP-DIST-DIFF:2.53→1.60,2
BRANCH-DIFF:1.88→1.67,1
DEP-REL-CHG:obl→nmod:unmarked,1
CONST-COUNT-DIFF:24→21,6
DEP-DIST-DIFF:2.46→1.80,1
HEAD-CHG:10→8,3
DEP-DIST-DIFF:2.54→1.57,1
BRANCH-DIFF:2.08→1.64,1
LENGTH-CHG:11→10,4
TED-SIMPLE:1→1,4
TED-KLEIN:2→2,4
DEP-DIST-DIFF:2.90→2.22,1
DEP-DIST-DIFF:3.00→1.73,1
BRANCH-DIFF:2.25→2.10,5
FORM-CHG:wear→wearing,1
DEP-REL-CHG:aux→cc,5
DEP-REL-CHG:acl→flat,3
DEP-REL-CHG:advcl→xcomp,5
FEAT-CHG:VerbForm=Inf→VerbForm=Ger,1
VERB-FORM-CHG:Inf→Ger,1
DEP-DIST-DIFF:2.21→2.10,1
DEP-REL-CHG:acl:relcl→nmod:poss,2
DEP-DIST-DIFF:2.47→2.50,1
BRANCH-DIFF:1.94→1.80,4
DEP-DIST-DIFF:3.36→2.89,1
DEP-REL-CHG:nmod:poss→acl,1
DEP-REL-CHG:cop→obj,10
DEP-DIST-DIFF:2.79→1.60,1
BRANCH-DIFF:1.93→1.77,3
DEP-REL-CHG:expl→nmod,2
CONST-COUNT-DIFF:41→26,2
DEP-DIST-DIFF:3.19→1.75,1
BRANCH-DIFF:2.11→1.92,3
DEP-REL-CHG:acl→nmod:poss,1
DEP-DIST-DIFF:2.50→2.36,2
BRANCH-DIFF:2.14→1.85,1
DEP-REL-CHG:nsubj→aux:pass,7
DEP-DIST-DIFF:3.11→2.67,1
DEP-REL-CHG:fixed→obj,1
DEP-REL-CHG:punct→csubj,1
DEP-DIST-DIFF:2.60→2.00,3
BRANCH-DIFF:2.50→2.10,1
HEAD-CHG:8→6,1
DEP-DIST-DIFF:2.57→2.27,1
BRANCH-DIFF:2.27→2.10,3
DEP-REL-CHG:aux:pass→compound:prt,1
DEP-REL-CHG:compound:prt→advcl,1
DEP-DIST-DIFF:3.13→2.10,1
C-ADD:ABSENT→ADV-ADD,6
CONST-COUNT-DIFF:35→24,4
DEP-DIST-DIFF:3.32→3.00,1
BRANCH-DIFF:2.27→2.56,1
LENGTH-CHG:15→9,4
TREE-DEPTH-DIFF:12→7,8
CONST-COUNT-DIFF:31→20,1
DEP-DIST-DIFF:3.21→1.62,1
BRANCH-DIFF:1.88→1.73,3
DEP-DIST-DIFF:3.39→1.82,1
BRANCH-DIFF:2.12→1.69,1
DEP-DIST-DIFF:2.82→2.22,1
HEAD-CHG:6→3,5
LENGTH-CHG:19→11,9
CONST-COUNT-DIFF:34→20,1
DEP-DIST-DIFF:3.33→1.80,1
BRANCH-DIFF:2.20→2.11,1
CONST-COUNT-DIFF:21→18,2
DEP-DIST-DIFF:3.18→2.56,1
BRANCH-DIFF:2.22→2.12,1
DEP-DIST-DIFF:2.46→1.70,1
DEP-DIST-DIFF:2.23→1.33,1
DEP-DIST-DIFF:3.35→1.90,1
DEP-REL-CHG:compound→acl,6
DEP-DIST-DIFF:2.92→2.33,1
DEP-DIST-DIFF:2.79→1.89,2
BRANCH-DIFF:2.00→1.64,1
DEP-DIST-DIFF:3.17→2.12,1
BRANCH-DIFF:2.09→1.89,3
DEP-REL-CHG:iobj→punct,6
DEP-REL-CHG:acl→nummod,5
DEP-DIST-DIFF:2.58→2.17,1
DEP-REL-CHG:xcomp→mark,3
CONST-COUNT-DIFF:33→29,5
DEP-DIST-DIFF:3.06→2.31,1
CONST-COUNT-DIFF:26→25,1
DEP-DIST-DIFF:2.75→2.09,1
BRANCH-DIFF:1.92→1.85,1
DEP-DIST-DIFF:3.21→2.58,1
DEP-DIST-DIFF:2.93→2.10,3
DEP-DIST-DIFF:3.29→1.70,1
BRANCH-DIFF:2.42→2.00,2
DEP-REL-CHG:appos→conj,1
DEP-REL-CHG:expl→flat,2
LENGTH-CHG:21→11,2
CONST-COUNT-DIFF:39→21,1
DEP-DIST-DIFF:3.20→2.00,1
BRANCH-DIFF:2.11→2.00,5
DEP-DIST-DIFF:3.06→2.17,1
BRANCH-DIFF:1.94→1.92,4
DEP-DIST-DIFF:4.06→2.25,1
BRANCH-DIFF:2.50→2.09,1
CONST-COUNT-DIFF:28→21,6
DEP-DIST-DIFF:4.06→3.00,1
BRANCH-DIFF:2.45→2.50,1
DEP-REL-CHG:det→vocative,2
DEP-REL-CHG:det→cop,3
DEP-REL-CHG:vocative→nmod,1
CONST-COUNT-DIFF:37→28,3
DEP-DIST-DIFF:3.50→2.33,1
BRANCH-DIFF:2.25→1.80,1
TED-ZHANG-SHASHA:42→42,1
DEP-DIST-DIFF:2.41→1.80,1
BRANCH-DIFF:2.31→2.25,1
DEP-REL-CHG:xcomp→nummod,2
DEP-REL-CHG:advmod→appos,4
CONST-COUNT-DIFF:43→33,2
DEP-DIST-DIFF:3.18→2.44,1
CONST-COUNT-DIFF:26→18,4
DEP-DIST-DIFF:3.36→2.56,1
BRANCH-DIFF:2.27→2.12,1
CONST-COUNT-DIFF:20→14,1
DEP-DIST-DIFF:2.10→1.71,1
BRANCH-DIFF:2.11→2.17,1
DEP-REL-CHG:nmod→advcl,3
DEP-DIST-DIFF:2.82→1.92,1
HEAD-CHG:12→10,4
TED-ZHANG-SHASHA:4→4,9
TED-KLEIN:4→4,9
TED-RTED:4→4,9
CONST-COUNT-DIFF:24→23,2
DEP-DIST-DIFF:2.50→1.73,1
DEP-REL-CHG:obj→compound:prt,2
DEP-REL-CHG:compound:prt→cop,1
DEP-REL-CHG:cop→acl,2
DEP-REL-CHG:acl→obl:agent,1
DEP-DIST-DIFF:2.38→1.92,1
BRANCH-DIFF:1.84→1.71,1
FORM-CHG:granted→grants,1
BRANCH-DIFF:2.12→1.85,1
HEAD-CHG:7→5,2
CONST-COUNT-DIFF:31→21,4
DEP-DIST-DIFF:3.24→1.90,1
DEP-DIST-DIFF:3.59→2.31,1
DEP-DIST-DIFF:3.65→2.67,1
BRANCH-DIFF:2.00→1.80,6
DEP-DIST-DIFF:3.81→2.15,1
BRANCH-DIFF:2.23→2.18,1
DEP-DIST-DIFF:2.77→1.80,2
LENGTH-CHG:21→12,3
CONST-COUNT-DIFF:39→24,1
DEP-DIST-DIFF:3.40→2.09,1
TED-ZHANG-SHASHA:32→32,4
DEP-DIST-DIFF:2.85→2.00,2
CONST-COUNT-DIFF:19→15,2
DEP-DIST-DIFF:3.18→1.75,1
BRANCH-DIFF:2.57→2.33,1
LEMMA-CHG:driving→drive,1
HEAD-CHG:12→11,4
DEP-DIST-DIFF:2.58→1.90,1
DEP-DIST-DIFF:3.40→2.00,1
DEP-REL-CHG:aux→conj,3
DEP-REL-CHG:xcomp→flat,6
LENGTH-CHG:12→11,6
CONST-COUNT-DIFF:21→19,3
BRANCH-DIFF:2.22→2.25,1
DEP-DIST-DIFF:3.72→2.33,1
DEP-REL-CHG:advmod→dep,1
DEP-DIST-DIFF:3.29→2.08,1
DEP-REL-CHG:obj→advmod,4
DEP-DIST-DIFF:3.36→2.64,2
BRANCH-DIFF:2.17→1.85,1
DEP-DIST-DIFF:2.80→2.58,1
BRANCH-DIFF:2.00→2.09,3
DEP-REL-CHG:punct→list,4
DEP-DIST-DIFF:3.45→3.62,1
BRANCH-DIFF:3.00→2.44,1
DEP-DIST-DIFF:3.60→2.64,1
DEP-DIST-DIFF:2.57→2.73,1
DEP-DIST-DIFF:2.81→1.73,1
BRANCH-DIFF:2.14→1.79,1
DEP-DIST-DIFF:3.67→2.50,1
DEP-REL-CHG:iobj→xcomp,2
DEP-DIST-DIFF:2.08→1.44,1
BRANCH-DIFF:1.86→1.69,1
DEP-DIST-DIFF:2.76→1.75,1
BRANCH-DIFF:2.06→1.86,1
DEP-DIST-DIFF:2.47→2.40,1
DEP-REL-CHG:nsubj:pass→nmod,2
CONST-COUNT-DIFF:36→27,4
DEP-DIST-DIFF:2.94→2.00,1
BRANCH-DIFF:1.94→2.00,6
DEP-REL-CHG:obl→nsubj,6
BRANCH-DIFF:2.00→1.76,2
CONST-COUNT-DIFF:21→21,4
DEP-DIST-DIFF:2.10→2.10,1
DEP-DIST-DIFF:2.50→2.50,2
DEP-DIST-DIFF:2.80→2.80,1
DEP-DIST-DIFF:3.07→1.67,1
DEP-REL-CHG:case→obl:unmarked,3
CONST-COUNT-DIFF:43→32,1
DEP-DIST-DIFF:3.50→2.64,1
BRANCH-DIFF:2.10→1.82,2
DEP-DIST-DIFF:2.31→1.70,2
DEP-DIST-DIFF:2.33→1.86,1
DEP-DIST-DIFF:3.48→2.08,1
BRANCH-DIFF:2.62→2.18,1
CONST-COUNT-DIFF:18→14,4
FORM-CHG:has→have,3
FEAT-CHG:VerbForm=Fin→VerbForm=Inf,4
VERB-FORM-CHG:Fin→Inf,4
DEP-DIST-DIFF:2.89→1.67,1
CONST-COUNT-DIFF:29→26,2
DEP-DIST-DIFF:3.20→2.42,1
BRANCH-DIFF:2.15→1.92,4
DEP-REL-CHG:nummod→dep,1
DEP-DIST-DIFF:3.05→2.57,1
BRANCH-DIFF:2.12→1.93,5
DEP-REL-CHG:advcl→obl:agent,1
DEP-REL-CHG:obl:agent→compound,1
DEP-DIST-DIFF:3.67→2.25,1
DEP-REL-CHG:conj→nsubj,11
DEP-DIST-DIFF:3.22→2.08,1
BRANCH-DIFF:1.90→1.93,1
DEP-DIST-DIFF:2.62→2.18,1
BRANCH-DIFF:2.60→2.22,1
DEP-REL-CHG:case→dep,2
DEP-DIST-DIFF:3.07→2.40,1
BRANCH-DIFF:2.08→2.11,1
DEP-DIST-DIFF:2.75→2.11,1
BRANCH-DIFF:2.09→1.90,5
FORM-CHG:took→takes,3
DEP-REL-CHG:obl→aux,1
DEP-REL-CHG:advmod→acl:relcl,1
CONST-COUNT-DIFF:39→34,1
DEP-DIST-DIFF:3.89→2.57,1
BRANCH-DIFF:2.00→1.74,2
DEP-DIST-DIFF:2.30→1.75,1
BRANCH-DIFF:2.00→1.89,3
LENGTH-CHG:23→12,1
CONST-COUNT-DIFF:41→21,2
DEP-DIST-DIFF:4.00→1.82,1
BRANCH-DIFF:2.22→2.22,1
CONST-COUNT-DIFF:25→20,9
DEP-DIST-DIFF:2.67→1.62,2
BRANCH-DIFF:2.00→1.73,3
DEP-DIST-DIFF:2.93→2.55,1
BRANCH-DIFF:2.40→2.25,1
DEP-REL-CHG:root→csubj,1
DEP-REL-CHG:xcomp→cop,1
DEP-DIST-DIFF:2.69→2.40,1
BRANCH-DIFF:1.76→1.71,2
DEP-DIST-DIFF:2.87→2.40,1
DEP-REL-CHG:obj→aux,3
DEP-REL-CHG:acl:relcl→obj,10
DEP-DIST-DIFF:2.13→1.64,1
BRANCH-DIFF:1.94→1.69,1
CONST-COUNT-DIFF:29→20,4
DEP-DIST-DIFF:2.71→2.30,1
BRANCH-DIFF:2.00→2.11,1
DEP-REL-CHG:flat→xcomp,5
DEP-DIST-DIFF:2.71→2.18,1
DEP-DIST-DIFF:3.56→2.33,1
BRANCH-DIFF:2.50→2.20,1
CONST-COUNT-DIFF:42→25,1
DEP-DIST-DIFF:3.62→2.00,1
BRANCH-DIFF:2.05→2.00,2
CONST-COUNT-DIFF:20→18,1
DEP-DIST-DIFF:3.00→2.56,1
BRANCH-DIFF:2.38→2.12,1
DEP-DIST-DIFF:3.06→2.40,1
DEP-REL-CHG:cc→amod,4
BRANCH-DIFF:1.85→1.89,1
DEP-DIST-DIFF:3.00→2.44,1
DEP-DIST-DIFF:2.73→2.50,1
BRANCH-DIFF:1.85→2.00,1
FEAT-CHG:Number=Plur→Number=Sing,8
DEP-DIST-DIFF:3.00→2.20,4
DEP-REL-CHG:det→fixed,1
DEP-REL-CHG:flat→dep,1
CONST-COUNT-DIFF:38→31,3
DEP-DIST-DIFF:3.71→3.53,1
DEP-REL-CHG:discourse→flat,1
DEP-DIST-DIFF:4.05→2.46,1
DEP-DIST-DIFF:2.46→1.90,1
BRANCH-DIFF:1.87→1.71,1
DEP-REL-CHG:flat→cc,1
TREE-DEPTH-DIFF:14→6,2
CONST-COUNT-DIFF:37→22,1
DEP-DIST-DIFF:3.18→1.90,1
BRANCH-DIFF:1.89→1.91,1
DEP-REL-CHG:xcomp→advcl,3
DEP-REL-CHG:aux:pass→obl:unmarked,1
DEP-REL-CHG:obl:unmarked→nmod:poss,1
CONST-COUNT-DIFF:30→23,7
DEP-DIST-DIFF:2.93→2.09,1
DEP-REL-CHG:iobj→amod,1
DEP-DIST-DIFF:2.84→2.00,2
BRANCH-DIFF:2.27→1.93,1
DEP-REL-CHG:root→obl:agent,1
DEP-REL-CHG:acl:relcl→advcl,2
CONST-COUNT-DIFF:30→26,2
DEP-DIST-DIFF:2.08→1.73,1
BRANCH-DIFF:1.81→1.79,1
DEP-DIST-DIFF:2.59→1.78,1
BRANCH-DIFF:2.21→1.82,2
LENGTH-CHG:20→16,4
DEP-DIST-DIFF:2.84→3.80,1
BRANCH-DIFF:2.46→2.50,1
HEAD-CHG:10→7,2
DEP-DIST-DIFF:3.18→2.27,1
BRANCH-DIFF:2.42→2.10,3
DEP-DIST-DIFF:3.19→2.87,1
BRANCH-DIFF:2.24→2.07,2
DEP-REL-CHG:amod→nsubj:pass,2
DEP-REL-CHG:aux:pass→parataxis,2
CONST-COUNT-DIFF:30→28,4
DEP-DIST-DIFF:2.31→2.86,1
BRANCH-DIFF:2.23→2.08,1
FORM-CHG:grew→grows,1
DEP-REL-CHG:amod→obl:unmarked,3
DEP-REL-CHG:obl:unmarked→punct,4
DEP-REL-CHG:parataxis→nummod,1
DEP-DIST-DIFF:3.00→2.08,1
BRANCH-DIFF:2.25→2.09,1
DEP-DIST-DIFF:2.55→1.88,1
BRANCH-DIFF:1.85→1.80,1
DEP-DIST-DIFF:2.71→1.92,2
BRANCH-DIFF:2.06→2.18,1
LEMMA-CHG:intelligence→Intelligence,1
DEP-DIST-DIFF:2.57→1.88,1
BRANCH-DIFF:2.08→1.89,2
TED-ZHANG-SHASHA:3→3,1
TED-KLEIN:3→3,1
TED-RTED:3→3,1
DEP-DIST-DIFF:3.00→2.40,1
DEP-DIST-DIFF:3.12→1.70,2
DEP-DIST-DIFF:2.42→1.78,1
CONST-COUNT-DIFF:34→28,6
DEP-DIST-DIFF:2.69→2.69,1
BRANCH-DIFF:1.94→1.93,3
DEP-DIST-DIFF:3.11→1.75,1
DEP-REL-CHG:obl:unmarked→obj,1
DEP-DIST-DIFF:3.12→1.91,1
CONST-COUNT-DIFF:39→25,2
DEP-DIST-DIFF:3.95→2.83,1
DEP-DIST-DIFF:2.46→1.82,3
DEP-DIST-DIFF:2.80→1.82,1
BRANCH-DIFF:2.15→1.85,2
CONST-COUNT-DIFF:38→26,1
