newspaper,parse_type,dimension,canonical_to_headline_ce,headline_to_canonical_ce,bidirectional_sum,jensen_shannon_divergence,register_overlap_ratio,total_events
The-Hindu,both,The-Hindu_both,4.521764634429759,23.601172200773878,28.122936835203635,12.327589120869495,0.3,4478
The-Hindu,dependency,The-Hindu_dependency,12.662058683085009,7.468447076863039,20.130505759948047,4.408550306601635,0.41687979539641945,10862
The-Hindu,constituency,The-Hindu_constituency,5.4117509372099555,5.001915416463535,10.413666353673491,0.6902614926895083,0.6884057971014492,16519
