newspaper,canonical_to_headline_ce,headline_to_canonical_ce,bidirectional_sum,jensen_shannon_divergence,register_overlap_ratio,kl_divergence_sum,total_events,unique_canonical_values,unique_headline_values
The-Hindu,8.732400029896938,9.257495455911512,17.98989548580845,3.3096586862945143,0.4400871459694989,6.619317372589029,31859,354,307
