pair_unit,frequency
DEP-DIST-DIFF:2.53→1.80,1
BRANCH-DIFF:2.13→1.71,1
DEP-REL-CHG:obj→aux:pass,1
BRANCH-DIFF:1.77→1.62,1
CONST-COUNT-DIFF:14→16,1
DEP-DIST-DIFF:1.86→2.00,1
FORM-CHG:brainstormed→brainstorm,1
DEP-DIST-DIFF:2.11→1.62,1
DEP-DIST-DIFF:2.00→1.71,2
DEP-REL-CHG:nsubj→compound:prt,3
DEP-REL-CHG:xcomp→det,1
DEP-REL-CHG:compound:prt→obl,3
CONST-COUNT-DIFF:31→23,1
DEP-DIST-DIFF:2.60→2.00,8
DEP-DIST-DIFF:2.73→1.62,1
DEP-DIST-DIFF:2.44→2.20,1
DEP-DIST-DIFF:2.10→1.20,1
DEP-REL-CHG:flat→det,1
DEP-REL-CHG:root→cc,3
DEP-REL-CHG:mark→conj,2
DEP-REL-CHG:conj→obl,4
DEP-REL-CHG:aux→dep,1
DEP-REL-CHG:aux:pass→flat,2
LENGTH-CHG:18→12,3
CONST-COUNT-DIFF:32→22,1
DEP-DIST-DIFF:3.71→3.45,1
BRANCH-DIFF:2.21→2.10,1
CONST-COUNT-DIFF:19→15,5
DEP-DIST-DIFF:2.33→2.00,3
DEP-DIST-DIFF:1.75→1.75,6
LEMMA-CHG:Adivasis→adivasis,2
FORM-CHG:embarked→embark,1
BRANCH-DIFF:1.89→1.75,3
DEP-DIST-DIFF:3.25→2.00,1
BRANCH-DIFF:2.50→1.89,1
DEP-REL-CHG:compound→ccomp,1
DEP-DIST-DIFF:2.00→2.43,1
DEP-DIST-DIFF:2.11→1.60,2
DEP-REL-CHG:mark→cc,1
DEP-REL-CHG:advcl→det,1
DEP-REL-CHG:obj→conj,1
CONST-COUNT-DIFF:24→14,1
DEP-DIST-DIFF:2.55→2.17,1
BRANCH-DIFF:1.92→1.86,1
DEP-DIST-DIFF:2.20→2.50,1
BRANCH-DIFF:2.67→2.33,2
BRANCH-DIFF:1.75→1.67,6
DEP-REL-CHG:expl→det,5
DEP-REL-CHG:compound→nmod:poss,2
DEP-DIST-DIFF:3.00→2.57,1
DEP-REL-CHG:amod→nmod:poss,2
DEP-DIST-DIFF:2.42→1.86,1
BRANCH-DIFF:2.09→1.78,1
HEAD-CHG:9→8,4
CONST-COUNT-DIFF:23→22,4
DEP-DIST-DIFF:3.54→3.27,1
BRANCH-DIFF:2.44→2.10,1
BRANCH-DIFF:1.88→1.50,2
DEP-REL-CHG:nsubj→det,4
CONST-COUNT-DIFF:14→7,2
DEP-DIST-DIFF:2.43→2.00,2
DEP-DIST-DIFF:1.89→1.33,2
DEP-DIST-DIFF:2.50→2.67,1
DEP-REL-CHG:cc→parataxis,2
DEP-REL-CHG:conj→obj,3
DEP-DIST-DIFF:2.62→1.60,1
BRANCH-DIFF:2.08→1.83,2
DEP-REL-CHG:case→aux,1
DEP-REL-CHG:nmod:poss→root,2
DEP-REL-CHG:aux→nmod:poss,1
TREE-DEPTH-DIFF:7→10,2
CONST-COUNT-DIFF:19→20,2
DEP-DIST-DIFF:2.62→2.62,1
BRANCH-DIFF:1.80→1.73,2
DEP-REL-CHG:advmod→mark,1
DEP-REL-CHG:nsubj→advcl,4
DEP-DIST-DIFF:2.67→2.29,1
FORM-CHG:will→Will,1
FORM-CHG:hoc→hocs,1
HEAD-CHG:10→9,5
BRANCH-DIFF:1.91→1.82,1
BRANCH-DIFF:2.43→1.86,2
DEP-REL-CHG:aux→flat,2
DEP-REL-CHG:mark→aux,2
DEP-REL-CHG:flat→case,4
DEP-REL-CHG:flat→xcomp,1
DEP-REL-CHG:ccomp→parataxis,4
DEP-DIST-DIFF:3.21→2.40,1
BRANCH-DIFF:2.17→1.91,1
DEP-DIST-DIFF:1.86→1.00,1
BRANCH-DIFF:2.40→1.80,1
DEP-DIST-DIFF:2.30→1.50,1
DEP-REL-CHG:det→ccomp,1
DEP-DIST-DIFF:2.33→2.57,2
HEAD-CHG:5→3,1
DEP-REL-CHG:nmod:poss→punct,2
DEP-REL-CHG:nsubj→parataxis,2
DEP-REL-CHG:det→nummod,9
DEP-REL-CHG:nummod→advmod,1
DEP-DIST-DIFF:2.09→1.75,1
DEP-DIST-DIFF:2.30→1.57,1
DEP-DIST-DIFF:3.23→2.56,1
BRANCH-DIFF:1.93→1.82,1
CONST-COUNT-DIFF:29→23,1
DEP-DIST-DIFF:3.12→2.00,1
BRANCH-DIFF:2.55→2.20,1
DEP-DIST-DIFF:2.27→1.43,1
BRANCH-DIFF:1.92→1.70,2
DEP-DIST-DIFF:1.86→1.25,2
DEP-REL-CHG:punct→advmod,2
DEP-REL-CHG:nmod:poss→amod,3
DEP-DIST-DIFF:2.78→2.62,1
BRANCH-DIFF:2.29→2.00,7
DEP-REL-CHG:obl→advmod,3
DEP-DIST-DIFF:2.56→2.29,1
BRANCH-DIFF:1.90→1.58,1
FORM-CHG:elevated→Elevated,1
CONST-COUNT-DIFF:15→15,11
DEP-DIST-DIFF:1.71→2.00,1
TED-ZHANG-SHASHA:29→29,1
CONST-COUNT-DIFF:29→20,1
DEP-DIST-DIFF:2.60→1.88,1
BRANCH-DIFF:2.15→1.73,1
DEP-REL-CHG:xcomp→nummod,2
DEP-REL-CHG:obj→dep,1
LENGTH-CHG:17→10,1
CONST-COUNT-DIFF:31→20,2
DEP-DIST-DIFF:3.62→2.44,1
BRANCH-DIFF:2.14→1.90,1
LENGTH-CHG:14→8,3
DEP-DIST-DIFF:2.46→1.57,1
BRANCH-DIFF:2.08→1.78,1
DEP-REL-CHG:cc→acl,1
HEAD-CHG:3→5,4
CONST-COUNT-DIFF:31→24,1
DEP-DIST-DIFF:3.00→1.70,1
BRANCH-DIFF:2.00→1.77,1
DEP-DIST-DIFF:2.17→1.60,1
BRANCH-DIFF:1.67→1.71,1
DEP-DIST-DIFF:1.80→1.00,1
DEP-REL-CHG:aux→nummod,3
TREE-DEPTH-DIFF:12→6,2
CONST-COUNT-DIFF:33→21,1
DEP-DIST-DIFF:4.88→3.45,1
BRANCH-DIFF:2.13→2.22,1
LEMMA-CHG:copd→COPD,1
DEP-DIST-DIFF:1.86→1.40,3
HEAD-CHG:11→8,1
CONST-COUNT-DIFF:27→18,1
DEP-DIST-DIFF:3.21→1.67,1
BRANCH-DIFF:2.17→2.12,1
DEP-REL-CHG:nummod→xcomp,1
DEP-DIST-DIFF:2.71→1.78,2
DEP-REL-CHG:nsubj→acl:relcl,3
DEP-REL-CHG:acl:relcl→compound,1
DEP-DIST-DIFF:1.90→1.86,2
BRANCH-DIFF:1.77→1.58,1
DEP-REL-CHG:conj→amod,3
DEP-DIST-DIFF:2.18→1.89,1
BRANCH-DIFF:2.10→2.12,1
LENGTH-CHG:17→12,4
TED-KLEIN:33→33,1
CONST-COUNT-DIFF:33→24,2
DEP-DIST-DIFF:2.81→2.00,2
DEP-REL-CHG:expl→discourse,1
DEP-DIST-DIFF:3.64→2.17,1
BRANCH-DIFF:2.22→1.86,2
DEP-DIST-DIFF:2.17→1.62,1
BRANCH-DIFF:1.80→1.80,4
POS-CHG:ADJ→NOUN,5
DEP-REL-CHG:amod→nsubj:pass,1
CONST-COUNT-DIFF:23→19,6
DEP-DIST-DIFF:2.67→1.88,1
DEP-REL-CHG:compound:prt→parataxis,1
DEP-REL-CHG:advmod→compound:prt,1
DEP-REL-CHG:case→advmod,2
HEAD-CHG:4→5,3
LENGTH-CHG:15→14,1
CONST-COUNT-DIFF:26→29,1
DEP-DIST-DIFF:3.43→2.85,1
BRANCH-DIFF:2.27→1.87,1
DEP-DIST-DIFF:2.33→2.17,1
DEP-REL-CHG:nmod:poss→flat,1
BRANCH-DIFF:2.33→1.75,1
DEP-DIST-DIFF:3.30→2.57,1
BRANCH-DIFF:2.25→1.88,2
DEP-REL-CHG:xcomp→compound:prt,2
DEP-DIST-DIFF:2.55→1.89,1
BRANCH-DIFF:1.85→1.75,1
DEP-REL-CHG:nmod→mark,2
DEP-DIST-DIFF:3.18→2.12,1
FORM-CHG:faced→face,1
CONST-COUNT-DIFF:18→19,1
DEP-DIST-DIFF:3.00→2.33,1
DEP-DIST-DIFF:2.27→1.64,1
BRANCH-DIFF:2.25→2.10,1
DEP-DIST-DIFF:2.50→1.33,1
FORM-CHG:got→gets,2
DEP-REL-CHG:nsubj→nummod,1
LENGTH-CHG:20→15,1
PUNCT-DEL:semicolon→,5
CONST-COUNT-DIFF:34→26,1
DEP-DIST-DIFF:3.95→2.00,1
BRANCH-DIFF:2.36→2.27,1
DEP-REL-CHG:nsubj:pass→aux,1
DEP-DIST-DIFF:3.36→2.44,1
BRANCH-DIFF:2.27→2.12,1
DEP-REL-CHG:aux:pass→cc,1
DEP-REL-CHG:punct→conj,2
DEP-DIST-DIFF:2.25→1.50,1
DEP-DIST-DIFF:1.88→1.57,1
DEP-DIST-DIFF:2.33→1.86,2
BRANCH-DIFF:2.12→1.88,3
DEP-DIST-DIFF:2.14→1.60,1
FW-ADD:ABSENT→ART-ADD,2
CONST-COUNT-DIFF:23→20,5
DEP-DIST-DIFF:2.64→2.00,1
BRANCH-DIFF:2.00→1.90,4
DEP-DIST-DIFF:1.60→1.33,4
CONST-COUNT-DIFF:21→20,4
DEP-DIST-DIFF:2.50→2.33,1
DEP-REL-CHG:xcomp→punct,9
DEP-DIST-DIFF:2.77→1.62,1
BRANCH-DIFF:1.87→1.53,1
DEP-REL-CHG:obj→advmod,2
BRANCH-DIFF:2.14→1.62,2
DEP-DIST-DIFF:2.56→1.50,1
DEP-DIST-DIFF:2.57→2.20,1
TREE-DEPTH-DIFF:5→4,19
BRANCH-DIFF:2.50→2.60,1
DEP-REL-CHG:flat→nsubj,1
HEAD-CHG:2→3,2
DEP-DIST-DIFF:1.71→1.40,1
FORM-CHG:ended→ends,1
CONST-COUNT-DIFF:13→14,3
FORM-CHG:prevailed→prevails,1
CONST-COUNT-DIFF:13→11,6
DEP-DIST-DIFF:2.67→1.75,3
FORM-CHG:is→’s,1
TREE-DEPTH-DIFF:11→11,3
CONST-COUNT-DIFF:29→26,1
DEP-DIST-DIFF:3.17→1.50,1
DEP-REL-CHG:case→fixed,2
DEP-REL-CHG:fixed→amod,1
FEAT-CHG:Mood=ABSENT→Mood=Imp,1
DEP-DIST-DIFF:3.11→2.33,1
BRANCH-DIFF:2.60→2.00,1
FORM-CHG:did→do,1
DEP-REL-CHG:nsubj→vocative,3
DEP-DIST-DIFF:2.14→1.67,1
FORM-CHG:lost→loses,1
DEP-DIST-DIFF:2.17→1.25,1
LENGTH-CHG:7→3,3
DEP-DIST-DIFF:1.75→2.00,4
DEP-DIST-DIFF:2.10→1.40,1
CONST-COUNT-DIFF:13→7,1
BRANCH-DIFF:1.71→1.50,2
DEP-REL-CHG:det→flat,5
CONST-COUNT-DIFF:12→8,1
BRANCH-DIFF:2.20→1.75,2
FORM-CHG:saved→saves,1
CONST-COUNT-DIFF:14→15,2
BRANCH-DIFF:2.17→1.75,2
DEP-DIST-DIFF:1.80→1.80,2
BRANCH-DIFF:3.50→3.50,1
BRANCH-DIFF:1.33→1.33,3
DEP-DIST-DIFF:1.89→1.29,1
BRANCH-DIFF:1.82→1.70,5
FORM-CHG:end→ends,1
FORM-CHG:December→Dec.,2
FEAT-CHG:VerbForm=Inf→VerbForm=Fin,1
FEAT-CHG:Abbr=ABSENT→Abbr=Yes,2
VERB-FORM-CHG:Inf→Fin,1
DEP-DIST-DIFF:1.78→1.25,1
DEP-REL-CHG:det→parataxis,2
DEP-REL-CHG:compound→det,3
DEP-REL-CHG:nmod→det,1
DEP-DIST-DIFF:3.18→1.89,1
BRANCH-DIFF:2.22→2.12,1
LEMMA-CHG:junction→Junction,1
DEP-DIST-DIFF:2.11→2.29,1
DEP-DIST-DIFF:2.57→1.83,7
DEP-REL-CHG:punct→cop,8
DEP-DIST-DIFF:2.11→2.14,8
BRANCH-DIFF:2.50→2.17,8
DEP-REL-CHG:cop→nsubj,2
LENGTH-CHG:8→9,2
DEP-DIST-DIFF:2.43→3.00,1
BRANCH-DIFF:2.17→2.33,2
DEP-DIST-DIFF:2.67→3.00,1
BRANCH-DIFF:2.71→2.71,1
BRANCH-DIFF:2.00→2.40,1
DEP-DIST-DIFF:1.67→1.33,3
DEP-DIST-DIFF:1.86→1.33,1
LENGTH-CHG:4→2,4
CONST-COUNT-DIFF:6→4,2
DEP-DIST-DIFF:1.33→1.00,8
BRANCH-DIFF:2.50→1.50,2
CONST-COUNT-DIFF:12→12,8
CONST-COUNT-DIFF:10→8,5
DEP-DIST-DIFF:1.75→1.50,2
BRANCH-DIFF:1.80→1.40,2
DEP-DIST-DIFF:2.30→1.75,9
CONST-COUNT-DIFF:11→10,16
DEP-DIST-DIFF:1.75→1.33,18
BRANCH-DIFF:1.67→1.50,8
DEP-DIST-DIFF:2.17→1.80,2
DEP-REL-CHG:obl→flat,2
CONST-COUNT-DIFF:8→7,13
BRANCH-DIFF:1.75→1.50,9
DEP-REL-CHG:case→nmod:unmarked,1
DEP-DIST-DIFF:1.71→2.25,1
DEP-REL-CHG:nmod:poss→nsubj,3
CONST-COUNT-DIFF:21→22,1
DEP-DIST-DIFF:2.50→2.36,1
BRANCH-DIFF:2.50→2.10,2
CONST-COUNT-DIFF:27→25,3
DEP-DIST-DIFF:2.69→2.55,1
BRANCH-DIFF:2.00→1.85,1
DEP-DIST-DIFF:2.36→2.11,1
BRANCH-DIFF:2.38→2.12,2
DEP-DIST-DIFF:2.55→2.12,1
BRANCH-DIFF:2.22→2.14,2
DEP-DIST-DIFF:2.69→2.38,2
BRANCH-DIFF:2.30→2.14,2
DEP-REL-CHG:aux→advmod,6
DEP-REL-CHG:compound:prt→nummod,2
DEP-DIST-DIFF:3.45→2.71,1
BRANCH-DIFF:2.33→2.17,2
LEMMA-CHG:bookworm→Bookworms,2
DEP-REL-CHG:nsubj:outer→root,3
BRANCH-DIFF:1.62→1.50,3
CONST-COUNT-DIFF:13→12,6
DEP-DIST-DIFF:1.67→1.20,3
DEP-DIST-DIFF:2.00→1.83,3
BRANCH-DIFF:1.70→1.60,3
LEMMA-CHG:Whites→white,1
LEMMA-CHG:Road→road,1
CONST-COUNT-DIFF:17→18,2
DEP-DIST-DIFF:2.44→1.88,1
BRANCH-DIFF:2.29→1.89,2
DEP-DIST-DIFF:3.44→2.00,1
DEP-DIST-DIFF:2.60→2.29,1
DEP-DIST-DIFF:1.89→1.67,1
DEP-DIST-DIFF:2.33→1.88,2
BRANCH-DIFF:2.29→2.14,2
CONST-COUNT-DIFF:19→11,2
CONST-COUNT-DIFF:17→8,2
BRANCH-DIFF:2.29→2.33,1
LENGTH-CHG:8→10,1
CONST-COUNT-DIFF:16→19,1
DEP-DIST-DIFF:2.14→2.67,1
DEP-DIST-DIFF:2.11→1.33,2
DEP-REL-CHG:xcomp→root,1
HEAD-CHG:11→12,1
DEP-DIST-DIFF:2.42→2.08,1
DEP-DIST-DIFF:1.75→1.43,1
DEP-DIST-DIFF:2.50→2.25,1
BRANCH-DIFF:1.91→2.00,1
TOKEN-REORDER:FRONT→FRONT,2
DEP-DIST-DIFF:2.60→2.90,1
BRANCH-DIFF:1.82→1.50,1
CONST-COUNT-DIFF:7→6,9
BRANCH-DIFF:1.50→1.25,6
DEP-DIST-DIFF:3.00→2.62,1
BRANCH-DIFF:2.50→2.33,1
LEMMA-CHG:mridangam→mridangams,1
BRANCH-DIFF:3.50→3.00,2
DEP-DIST-DIFF:2.20→1.75,6
LENGTH-CHG:12→11,11
DEP-DIST-DIFF:3.82→3.10,1
DEP-DIST-DIFF:1.40→1.40,1
DEP-DIST-DIFF:1.83→1.40,1
BRANCH-DIFF:1.86→1.71,2
CONST-COUNT-DIFF:19→18,4
BRANCH-DIFF:1.80→1.70,1
DEP-REL-CHG:discourse→case,1
DEP-REL-CHG:obl:unmarked→obl,1
BRANCH-DIFF:1.80→1.75,1
BRANCH-DIFF:1.88→1.86,1
BRANCH-DIFF:3.00→3.00,1
BRANCH-DIFF:1.57→1.57,1
DEP-DIST-DIFF:1.67→1.67,3
DEP-DIST-DIFF:3.50→3.50,1
CONST-COUNT-DIFF:26→26,3
BRANCH-DIFF:1.92→1.92,2
CONST-COUNT-DIFF:18→18,1
DEP-DIST-DIFF:1.62→1.62,1
BRANCH-DIFF:1.89→1.89,1
CONST-COUNT-DIFF:27→27,1
DEP-DIST-DIFF:2.64→2.64,1
BRANCH-DIFF:1.73→1.73,1
BRANCH-DIFF:1.91→1.91,1
BRANCH-DIFF:2.10→2.00,5
DEP-DIST-DIFF:1.78→1.57,2
DEP-REL-CHG:advmod→conj,1
HEAD-CHG:12→10,2
DEP-DIST-DIFF:3.83→2.60,1
BRANCH-DIFF:2.09→2.11,1
DEP-DIST-DIFF:2.56→2.56,1
DEP-DIST-DIFF:2.44→2.17,2
DEP-DIST-DIFF:2.75→2.22,1
BRANCH-DIFF:2.20→2.12,1
DEP-DIST-DIFF:2.86→2.17,1
DEP-REL-CHG:cc→case,4
DEP-REL-CHG:conj→obl:agent,1
DEP-REL-CHG:acl→punct,1
DEP-REL-CHG:obl:agent→nsubj,1
CONST-COUNT-DIFF:32→24,1
DEP-DIST-DIFF:4.07→2.80,1
BRANCH-DIFF:1.82→1.77,1
TREE-DEPTH-DIFF:11→13,1
CONST-COUNT-DIFF:25→27,1
DEP-DIST-DIFF:2.91→1.40,1
BRANCH-DIFF:1.85→1.62,1
FORM-CHG:traced→trace,1
DEP-DIST-DIFF:3.22→2.29,1
DEP-REL-CHG:compound:prt→amod,2
DEP-REL-CHG:amod→dep,1
DEP-REL-CHG:obl:agent→acl,2
CONST-COUNT-DIFF:30→19,1
DEP-DIST-DIFF:3.40→1.88,1
BRANCH-DIFF:2.07→1.80,1
DEP-REL-CHG:nmod:poss→nummod,2
DEP-REL-CHG:obl→parataxis,2
LENGTH-CHG:15→7,1
CONST-COUNT-DIFF:28→15,1
DEP-DIST-DIFF:3.29→2.00,1
DEP-REL-CHG:root→nsubj:pass,1
DEP-DIST-DIFF:2.83→2.12,1
DEP-REL-CHG:root→nmod:unmarked,3
DEP-DIST-DIFF:2.14→3.00,1
DEP-REL-CHG:case→acl,3
DEP-DIST-DIFF:2.25→1.33,1
BRANCH-DIFF:1.92→1.55,1
DEP-DIST-DIFF:2.70→1.67,1
DEP-REL-CHG:nsubj→flat,4
DEP-REL-CHG:punct→mark,1
DEP-REL-CHG:obj→nmod:poss,2
TREE-DEPTH-DIFF:5→11,1
BRANCH-DIFF:2.71→1.82,1
DEP-DIST-DIFF:2.91→2.00,3
DEP-REL-CHG:advcl→nmod,1
HEAD-CHG:11→9,2
DEP-DIST-DIFF:2.85→1.88,1
BRANCH-DIFF:1.93→1.67,2
DEP-DIST-DIFF:2.25→1.90,1
BRANCH-DIFF:1.92→1.83,2
DEP-REL-CHG:nmod:poss→mark,1
CONST-COUNT-DIFF:28→25,3
DEP-DIST-DIFF:2.50→1.70,1
BRANCH-DIFF:2.08→1.71,1
DEP-REL-CHG:nsubj→appos,4
TED-ZHANG-SHASHA:35→35,1
BRANCH-DIFF:1.88→1.90,1
DEP-REL-CHG:compound:prt→punct,2
DEP-REL-CHG:nmod:poss→obl,3
CONST-COUNT-DIFF:27→23,4
DEP-DIST-DIFF:2.69→2.33,1
BRANCH-DIFF:2.00→1.69,1
DEP-DIST-DIFF:2.56→2.38,1
DEP-DIST-DIFF:2.29→1.50,1
DEP-REL-CHG:nsubj:pass→compound:prt,2
BRANCH-DIFF:1.86→1.60,1
DEP-DIST-DIFF:2.10→1.86,1
DEP-DIST-DIFF:2.70→2.38,1
DEP-DIST-DIFF:3.56→2.50,1
DEP-REL-CHG:aux:pass→nsubj:pass,1
DEP-REL-CHG:mark→ccomp,2
DEP-DIST-DIFF:2.92→2.38,1
BRANCH-DIFF:1.86→1.80,1
DEP-DIST-DIFF:1.89→1.20,1
DEP-REL-CHG:appos→conj,2
DEP-DIST-DIFF:1.78→2.44,1
BRANCH-DIFF:2.12→2.29,1
DEP-DIST-DIFF:1.89→1.71,1
DEP-DIST-DIFF:2.38→2.38,1
DEP-REL-CHG:nmod→parataxis,1
DEP-REL-CHG:advmod→root,4
DEP-DIST-DIFF:2.30→1.71,1
DEP-DIST-DIFF:2.11→1.86,1
DEP-REL-CHG:iobj→case,2
DEP-DIST-DIFF:2.18→1.50,2
FORM-CHG:n't→n’t,4
CONST-COUNT-DIFF:26→25,1
DEP-DIST-DIFF:3.64→2.67,1
DEP-DIST-DIFF:3.54→3.00,1
DEP-DIST-DIFF:2.42→2.20,1
BRANCH-DIFF:2.09→1.91,1
DEP-REL-CHG:conj→appos,3
DEP-DIST-DIFF:2.38→2.91,1
BRANCH-DIFF:2.45→2.22,1
DEP-DIST-DIFF:2.73→1.71,1
DEP-DIST-DIFF:3.09→2.67,1
DEP-REL-CHG:nsubj:pass→aux:pass,2
DEP-REL-CHG:amod→obl:unmarked,1
DEP-DIST-DIFF:1.67→1.50,5
BRANCH-DIFF:2.00→1.70,1
LENGTH-CHG:16→15,1
DEP-DIST-DIFF:3.13→3.00,1
BRANCH-DIFF:2.50→2.27,1
DEP-DIST-DIFF:2.50→2.14,1
BRANCH-DIFF:2.17→1.83,3
DEP-DIST-DIFF:2.60→2.17,1
DEP-REL-CHG:acl→nummod,1
DEP-DIST-DIFF:2.18→2.40,1
DEP-DIST-DIFF:3.00→2.56,2
LEMMA-CHG:bound→bind,1
FORM-CHG:'re→’re,1
DEP-REL-CHG:xcomp→advcl,1
CONST-COUNT-DIFF:26→24,2
DEP-DIST-DIFF:2.92→2.55,1
DEP-DIST-DIFF:2.50→1.60,1
DEP-REL-CHG:punct→advcl,1
DEP-DIST-DIFF:2.58→2.86,1
BRANCH-DIFF:2.09→1.70,1
DEP-DIST-DIFF:3.00→2.78,2
BRANCH-DIFF:2.25→2.12,2
BRANCH-DIFF:2.22→1.89,1
CONST-COUNT-DIFF:27→17,3
DEP-DIST-DIFF:2.86→2.12,1
DEP-DIST-DIFF:3.27→2.00,1
DEP-DIST-DIFF:2.10→1.83,1
DEP-DIST-DIFF:2.17→2.00,1
DEP-DIST-DIFF:2.20→1.80,1
DEP-DIST-DIFF:2.78→1.50,1
DEP-DIST-DIFF:2.75→1.62,1
DEP-REL-CHG:root→dep,1
BRANCH-DIFF:2.00→1.56,1
DEP-DIST-DIFF:2.56→2.12,2
DEP-DIST-DIFF:2.14→2.00,1
DEP-REL-CHG:conj→acl,1
TREE-DEPTH-DIFF:9→12,1
DEP-DIST-DIFF:2.31→1.56,1
BRANCH-DIFF:1.93→1.60,1
DEP-REL-CHG:obl→nsubj,3
DEP-DIST-DIFF:2.27→1.60,1
BRANCH-DIFF:2.25→1.91,2
DEP-REL-CHG:appos→flat,3
DEP-DIST-DIFF:2.67→2.22,1
BRANCH-DIFF:2.50→2.12,1
DEP-REL-CHG:obl:agent→cc,2
DEP-REL-CHG:amod→conj,3
DEP-DIST-DIFF:2.11→1.57,1
LENGTH-CHG:12→6,2
CONST-COUNT-DIFF:21→12,2
DEP-DIST-DIFF:1.91→1.60,1
BRANCH-DIFF:2.22→1.83,1
DEP-DIST-DIFF:2.55→2.60,1
DEP-DIST-DIFF:2.80→1.78,1
DEP-REL-CHG:obl→aux:pass,1
DEP-REL-CHG:xcomp→obl,5
CONST-COUNT-DIFF:31→27,2
DEP-DIST-DIFF:3.93→2.83,1
DEP-REL-CHG:obl→nsubj:pass,1
DEP-REL-CHG:case→aux:pass,1
DEP-REL-CHG:det→acl:relcl,2
TREE-DEPTH-DIFF:13→13,1
CONST-COUNT-DIFF:33→27,1
DEP-DIST-DIFF:2.56→1.60,1
DEP-DIST-DIFF:2.42→1.57,1
BRANCH-DIFF:2.20→1.88,1
DEP-REL-CHG:nsubj:pass→nmod:poss,1
HEAD-CHG:16→8,1
CONST-COUNT-DIFF:31→22,1
BRANCH-DIFF:2.14→1.91,1
BRANCH-DIFF:1.82→1.78,1
BRANCH-DIFF:1.90→2.00,1
LEMMA-CHG:file→filing,1
DEP-REL-CHG:nmod→advcl,1
LENGTH-CHG:18→15,1
CONST-COUNT-DIFF:36→32,1
DEP-DIST-DIFF:3.24→2.57,1
BRANCH-DIFF:1.94→1.82,1
FORM-CHG:pooled→pool,1
DEP-DIST-DIFF:2.14→1.50,1
BRANCH-DIFF:1.78→1.67,8
DEP-DIST-DIFF:1.89→1.50,1
BRANCH-DIFF:2.29→1.80,1
DEP-DIST-DIFF:2.27→1.86,1
BRANCH-DIFF:1.85→1.88,1
DEP-DIST-DIFF:2.29→1.83,1
BRANCH-DIFF:1.88→1.83,1
DEP-DIST-DIFF:3.12→2.80,1
FEAT-CHG:Tense=Pres→Tense=ABSENT,2
FEAT-CHG:VerbForm=Fin→VerbForm=ABSENT,2
DEP-REL-CHG:obl→nmod:poss,1
DEP-DIST-DIFF:2.10→1.70,1
BRANCH-DIFF:2.11→1.91,1
DEP-REL-CHG:acl→xcomp,2
DEP-DIST-DIFF:2.87→2.36,1
BRANCH-DIFF:2.15→1.92,2
DEP-DIST-DIFF:2.22→1.62,1
DEP-DIST-DIFF:2.83→2.50,1
CONST-COUNT-DIFF:9→6,2
BRANCH-DIFF:1.60→1.25,2
DEP-DIST-DIFF:2.38→3.00,1
CONST-COUNT-DIFF:15→16,1
DEP-DIST-DIFF:2.25→2.00,2
BRANCH-DIFF:2.33→1.88,1
DEP-REL-CHG:root→discourse,1
DEP-DIST-DIFF:2.82→2.20,1
BRANCH-DIFF:2.20→1.83,1
DEP-DIST-DIFF:2.50→1.80,2
DEP-DIST-DIFF:2.90→1.86,1
BRANCH-DIFF:1.83→1.78,1
DEP-DIST-DIFF:2.60→1.75,1
DEP-DIST-DIFF:3.00→2.71,1
BRANCH-DIFF:2.60→2.17,1
DEP-DIST-DIFF:1.67→1.75,1
BRANCH-DIFF:2.20→1.67,1
DEP-REL-CHG:nsubj→obl,2
DEP-DIST-DIFF:2.46→1.88,1
DEP-DIST-DIFF:2.86→3.00,1
BRANCH-DIFF:2.27→2.11,1
DEP-DIST-DIFF:3.62→3.30,1
DEP-DIST-DIFF:2.20→1.33,1
DEP-REL-CHG:csubj→punct,1
DEP-REL-CHG:cop→csubj,1
DEP-REL-CHG:cc→root,2
DEP-DIST-DIFF:2.36→2.18,1
DEP-DIST-DIFF:2.67→1.50,1
DEP-REL-CHG:acl→compound,2
DEP-DIST-DIFF:2.42→2.50,1
LENGTH-CHG:10→11,1
DEP-DIST-DIFF:2.22→1.80,1
BRANCH-DIFF:1.82→2.11,1
DEP-DIST-DIFF:2.29→1.75,1
DEP-DIST-DIFF:2.78→3.00,1
DEP-DIST-DIFF:2.33→1.80,4
DEP-DIST-DIFF:1.83→1.20,1
BRANCH-DIFF:1.75→1.62,3
LEMMA-CHG:Justice→justice,1
DEP-REL-CHG:mark→cop,2
DEP-REL-CHG:ccomp→advmod,1
HEAD-CHG:10→12,1
TED-RTED:33→33,1
CONST-COUNT-DIFF:37→25,1
DEP-DIST-DIFF:3.94→2.73,1
BRANCH-DIFF:1.89→1.85,1
DEP-DIST-DIFF:2.30→1.88,1
BRANCH-DIFF:1.77→1.67,1
DEP-DIST-DIFF:2.09→1.62,1
DEP-DIST-DIFF:3.29→2.30,1
DEP-REL-CHG:cop→advmod,3
DEP-DIST-DIFF:2.17→1.70,1
BRANCH-DIFF:1.67→1.55,1
CONST-COUNT-DIFF:24→23,4
DEP-DIST-DIFF:2.18→1.80,1
CONST-COUNT-DIFF:10→6,2
BRANCH-DIFF:1.80→1.25,2
CONST-COUNT-DIFF:11→5,1
LENGTH-CHG:16→14,1
CONST-COUNT-DIFF:33→29,1
DEP-DIST-DIFF:2.67→1.77,1
BRANCH-DIFF:1.88→1.87,1
BRANCH-DIFF:1.90→1.60,1
