pair_unit,frequency
CONST-COUNT-DIFF:18→9,1
DEP-DIST-DIFF:2.44→2.00,2
BRANCH-DIFF:2.12→1.60,1
CONST-COUNT-DIFF:18→11,7
DEP-DIST-DIFF:2.44→1.75,7
BRANCH-DIFF:2.12→1.67,5
DEP-REL-CHG:det→nmod:poss,10
DEP-REL-CHG:case→nsubj,8
LENGTH-CHG:13→10,9
CONST-COUNT-DIFF:24→22,4
DEP-DIST-DIFF:2.50→1.56,2
BRANCH-DIFF:2.09→1.75,1
CONST-COUNT-DIFF:13→13,5
DEP-DIST-DIFF:2.33→2.33,2
CONST-COUNT-DIFF:14→14,5
DEP-DIST-DIFF:3.14→3.14,1
BRANCH-DIFF:2.17→2.17,1
TREE-DEPTH-DIFF:2→2,14
CONST-COUNT-DIFF:2→2,14
CONST-COUNT-DIFF:22→17,4
DEP-DIST-DIFF:2.20→1.57,3
BRANCH-DIFF:1.91→1.78,2
DEP-REL-CHG:obj→amod,5
CONST-COUNT-DIFF:29→24,5
DEP-DIST-DIFF:2.85→1.80,1
BRANCH-DIFF:1.87→1.77,1
CONST-COUNT-DIFF:18→16,6
DEP-DIST-DIFF:2.38→1.67,3
BRANCH-DIFF:1.89→1.67,4
DEP-REL-CHG:compound→flat,9
DEP-REL-CHG:amod→appos,4
TED-ZHANG-SHASHA:19→19,14
TREE-DEPTH-DIFF:9→5,4
CONST-COUNT-DIFF:24→17,5
DEP-DIST-DIFF:3.00→2.30,2
BRANCH-DIFF:2.30→2.67,1
LENGTH-CHG:6→3,11
CONST-COUNT-DIFF:14→8,3
DEP-DIST-DIFF:1.80→1.50,9
BRANCH-DIFF:1.62→1.40,1
DEP-REL-CHG:nummod→obj,6
CONST-COUNT-DIFF:12→10,4
BRANCH-DIFF:2.20→1.80,5
LENGTH-CHG:5→2,5
TREE-DEPTH-DIFF:6→4,12
CONST-COUNT-DIFF:11→6,2
DEP-DIST-DIFF:1.75→1.00,2
BRANCH-DIFF:1.67→1.25,2
DEP-REL-CHG:det→mark,8
DEP-REL-CHG:obl→acl,5
DEP-DIST-DIFF:3.25→2.40,1
BRANCH-DIFF:2.09→2.00,5
DEP-DIST-DIFF:2.36→1.86,1
BRANCH-DIFF:2.22→2.17,3
CLAUSE-TYPE-CHG:Ger→Fin,16
CONST-COUNT-DIFF:12→7,6
DEP-DIST-DIFF:1.60→1.00,6
BRANCH-DIFF:1.83→1.50,7
DEP-DIST-DIFF:2.12→1.80,2
BRANCH-DIFF:2.14→1.83,4
DEP-REL-CHG:nmod→acl,5
DEP-DIST-DIFF:2.33→1.70,1
DEP-DIST-DIFF:2.12→1.40,2
LENGTH-CHG:5→3,4
CONST-COUNT-DIFF:12→9,15
DEP-DIST-DIFF:1.50→1.00,9
BRANCH-DIFF:1.57→1.33,1
DEP-REL-CHG:expl→amod,4
DEP-REL-CHG:amod→nmod,21
CONST-COUNT-DIFF:19→10,1
CONST-COUNT-DIFF:14→10,8
DEP-DIST-DIFF:2.17→1.33,2
BRANCH-DIFF:1.86→1.50,4
CONST-COUNT-DIFF:9→9,5
BRANCH-DIFF:1.60→1.60,3
DEP-REL-CHG:aux:pass→xcomp,9
CONST-COUNT-DIFF:17→13,9
DEP-DIST-DIFF:2.14→1.80,2
BRANCH-DIFF:1.78→1.71,1
DEP-REL-CHG:nummod→discourse,1
LENGTH-CHG:10→6,16
DEP-DIST-DIFF:2.11→1.40,2
BRANCH-DIFF:1.90→1.62,2
DEP-REL-CHG:amod→obj,19
TREE-DEPTH-DIFF:6→7,25
DEP-DIST-DIFF:2.12→2.29,1
BRANCH-DIFF:1.89→2.00,1
DEP-REL-CHG:nsubj→nsubj:pass,5
DEP-REL-CHG:root→aux:pass,5
DEP-REL-CHG:mark→root,3
DEP-REL-CHG:compound→mark,6
DEP-REL-CHG:ccomp→appos,3
TREE-DEPTH-DIFF:14→11,1
DEP-DIST-DIFF:2.77→1.56,1
BRANCH-DIFF:1.87→1.75,1
CONST-REM:NP-REM→ABSENT,4
CONST-ADD:ABSENT→ADJP-ADD,13
TREE-DEPTH-DIFF:5→3,7
CONST-COUNT-DIFF:10→4,1
DEP-DIST-DIFF:1.25→1.00,5
BRANCH-DIFF:1.80→1.50,3
LENGTH-CHG:5→4,46
TED-SIMPLE:1→1,78
CONST-COUNT-DIFF:10→9,25
BRANCH-DIFF:1.80→1.60,25
DEP-REL-CHG:mark→amod,11
DEP-REL-CHG:amod→advcl,1
TREE-DEPTH-DIFF:13→11,2
CONST-COUNT-DIFF:28→22,6
DEP-DIST-DIFF:2.62→1.67,3
BRANCH-DIFF:1.93→1.75,2
LENGTH-CHG:6→2,3
CONST-COUNT-DIFF:12→6,2
BRANCH-DIFF:1.83→1.25,2
LENGTH-CHG:11→9,30
DEP-DIST-DIFF:2.80→2.25,1
BRANCH-DIFF:1.91→1.80,2
FORM-CHG:youths→youth,1
FORM-CHG:drowned→drown,1
FEAT-CHG:Number=Plur→Number=Sing,8
FEAT-CHG:Number=Plur→Number=ABSENT,1
FEAT-CHG:Mood=Ind→Mood=ABSENT,3
FEAT-CHG:Person=3→Person=ABSENT,3
FEAT-CHG:VerbForm=Fin→VerbForm=Inf,1
VERB-FORM-CHG:Fin→Inf,1
LENGTH-CHG:6→5,32
TED-SIMPLE:7→7,22
CONST-COUNT-DIFF:12→11,17
DEP-DIST-DIFF:1.60→1.25,2
BRANCH-DIFF:1.83→1.67,12
LEMMA-CHG:eared→eare,1
CONST-COUNT-DIFF:19→16,13
DEP-DIST-DIFF:1.90→1.62,1
BRANCH-DIFF:2.25→2.14,2
DEP-REL-CHG:nummod→case,9
LENGTH-CHG:16→13,3
CONST-REM:QP-REM→ABSENT,16
DEP-DIST-DIFF:3.07→2.92,1
BRANCH-DIFF:2.15→2.09,1
DEP-REL-CHG:aux→ccomp,4
TED-ZHANG-SHASHA:33→33,2
TED-RTED:34→34,3
CONST-COUNT-DIFF:30→22,2
DEP-DIST-DIFF:3.53→3.33,1
BRANCH-DIFF:2.07→1.75,1
LENGTH-CHG:7→6,21
DEP-DIST-DIFF:1.83→1.80,2
DEP-DIST-DIFF:1.88→1.20,1
HEAD-CHG:5→4,18
CONST-COUNT-DIFF:20→17,6
DEP-DIST-DIFF:1.89→1.43,2
BRANCH-DIFF:1.90→1.78,2
DEP-REL-CHG:nsubj→acl,2
DEP-REL-CHG:case→obl:agent,5
DEP-REL-CHG:obl:agent→det,1
DEP-DIST-DIFF:2.10→1.71,2
BRANCH-DIFF:2.11→1.78,3
DEP-REL-CHG:aux:pass→advmod,3
CONST-COUNT-DIFF:15→9,2
BRANCH-DIFF:1.75→1.60,3
FORM-CHG:reverberated→reverberates,1
DEP-DIST-DIFF:2.88→2.00,1
FW-ADD:ABSENT→SCONJ-ADD,1
CONST-COUNT-DIFF:20→18,6
DEP-DIST-DIFF:2.11→1.71,1
BRANCH-DIFF:1.90→1.70,2
BRANCH-DIFF:2.17→1.80,4
DEP-REL-CHG:acl→obj,3
DEP-REL-CHG:obj→root,9
TED-KLEIN:21→21,14
TREE-DEPTH-DIFF:6→8,9
CONST-COUNT-DIFF:20→19,13
DEP-DIST-DIFF:1.80→1.86,1
BRANCH-DIFF:2.11→1.64,1
DEP-REL-CHG:acl→root,2
CONST-COUNT-DIFF:11→8,2
DEP-DIST-DIFF:1.40→1.00,8
BRANCH-DIFF:2.00→1.40,4
CONST-COUNT-DIFF:16→15,10
DEP-DIST-DIFF:3.12→2.57,1
BRANCH-DIFF:2.14→2.00,8
CONST-COUNT-DIFF:16→10,3
DEP-DIST-DIFF:2.14→1.25,1
BRANCH-DIFF:1.88→1.80,1
DEP-REL-CHG:nummod→det,1
DEP-REL-CHG:det→obl:unmarked,2
DEP-REL-CHG:obl:unmarked→case,1
CONST-COUNT-DIFF:21→18,13
DEP-DIST-DIFF:2.50→2.00,19
BRANCH-DIFF:2.00→1.89,3
HEAD-CHG:4→2,4
HEAD-CHG:9→7,1
CONST-COUNT-DIFF:19→14,9
DEP-DIST-DIFF:2.78→2.83,1
CONST-COUNT-DIFF:6→6,19
DEP-DIST-DIFF:1.33→1.33,17
BRANCH-DIFF:2.50→2.50,10
TREE-DEPTH-DIFF:4→4,40
DEP-DIST-DIFF:1.25→1.33,5
DEP-REL-CHG:case→cc,1
CONST-COUNT-DIFF:24→16,3
DEP-DIST-DIFF:2.42→1.75,2
BRANCH-DIFF:2.09→2.14,1
BRANCH-DIFF:1.25→1.25,10
BRANCH-DIFF:1.86→1.86,2
CONST-COUNT-DIFF:5→5,18
BRANCH-DIFF:1.67→1.67,3
CONST-COUNT-DIFF:11→11,4
DEP-DIST-DIFF:1.83→1.83,2
DEP-REL-CHG:compound→aux,3
DEP-REL-CHG:aux→parataxis,2
LENGTH-CHG:14→12,5
TED-ZHANG-SHASHA:37→37,1
CONST-COUNT-DIFF:25→21,1
DEP-DIST-DIFF:2.54→2.09,1
BRANCH-DIFF:2.18→2.22,1
BRANCH-DIFF:1.75→1.57,1
LEMMA-CHG:alliance→Alliance,1
LENGTH-CHG:14→13,4
CONST-COUNT-DIFF:27→26,3
DEP-DIST-DIFF:2.62→2.67,1
BRANCH-DIFF:2.00→1.92,5
DEP-DIST-DIFF:2.20→1.88,1
BRANCH-DIFF:2.43→2.14,1
DEP-REL-CHG:compound→conj,4
TREE-DEPTH-DIFF:7→9,2
CONST-COUNT-DIFF:20→22,2
DEP-DIST-DIFF:2.80→1.62,1
BRANCH-DIFF:2.11→1.62,1
DEP-DIST-DIFF:2.86→3.17,1
BRANCH-DIFF:1.88→1.75,2
FEAT-CHG:Number=Sing→Number=Plur,6
DEP-DIST-DIFF:2.00→1.78,2
BRANCH-DIFF:2.11→2.00,10
DEP-REL-CHG:advcl→obl,4
TREE-DEPTH-DIFF:11→9,13
DEP-DIST-DIFF:2.33→1.67,3
BRANCH-DIFF:1.82→1.67,3
DEP-DIST-DIFF:2.73→1.89,1
BRANCH-DIFF:2.25→1.82,1
DEP-DIST-DIFF:3.08→2.78,1
TREE-DEPTH-DIFF:13→9,3
DEP-DIST-DIFF:2.85→1.78,1
BRANCH-DIFF:1.87→1.82,1
DEP-REL-CHG:obl→punct,10
DEP-REL-CHG:punct→amod,9
TED-ZHANG-SHASHA:31→31,1
TED-RTED:31→31,2
CONST-COUNT-DIFF:27→21,5
DEP-DIST-DIFF:3.14→2.73,1
BRANCH-DIFF:2.17→2.22,1
DEP-REL-CHG:nummod→nsubj:pass,9
DEP-DIST-DIFF:2.00→1.75,6
DEP-REL-CHG:advcl→amod,2
DEP-DIST-DIFF:2.00→1.57,5
CONST-COUNT-DIFF:17→16,14
DEP-DIST-DIFF:2.22→1.50,1
BRANCH-DIFF:2.29→1.67,1
LENGTH-CHG:6→4,23
CONST-COUNT-DIFF:11→9,5
DEP-REL-CHG:case→advcl,4
DEP-REL-CHG:advcl→nummod,1
PUNCT-ADD:→question mark,1
DEP-DIST-DIFF:2.10→2.67,1
BRANCH-DIFF:2.00→2.50,1
LENGTH-CHG:8→4,7
CONST-COUNT-DIFF:16→9,3
BRANCH-DIFF:1.88→1.60,4
DEP-REL-CHG:obl→nummod,5
DEP-DIST-DIFF:2.30→2.00,3
DEP-DIST-DIFF:1.88→1.50,4
BRANCH-DIFF:2.14→1.80,2
DEP-REL-CHG:nmod→nmod:poss,1
HEAD-CHG:9→11,1
CONST-COUNT-DIFF:19→23,1
DEP-DIST-DIFF:3.10→2.30,1
FEAT-CHG:Tense=ABSENT→Tense=Past,1
FEAT-CHG:VerbForm=Inf→VerbForm=Part,1
VERB-FORM-CHG:Inf→Part,1
DEP-DIST-DIFF:3.30→2.67,1
BRANCH-DIFF:2.11→2.12,1
DEP-REL-CHG:nummod→nsubj,4
DEP-DIST-DIFF:2.14→1.40,1
BRANCH-DIFF:2.00→1.62,5
DEP-DIST-DIFF:2.33→1.62,1
BRANCH-DIFF:2.09→1.89,2
CONST-COUNT-DIFF:16→11,11
BRANCH-DIFF:1.88→1.67,2
HEAD-CHG:7→6,10
CONST-COUNT-DIFF:21→17,7
DEP-DIST-DIFF:2.40→2.17,2
DEP-REL-CHG:root→compound:prt,6
TREE-DEPTH-DIFF:11→12,2
CONST-COUNT-DIFF:29→27,2
DEP-DIST-DIFF:2.29→1.82,1
BRANCH-DIFF:2.00→1.73,5
FORM-CHG:appealed→appeal,1
FEAT-CHG:Number=ABSENT→Number=Plur,2
CONST-COUNT-DIFF:14→12,2
BRANCH-DIFF:1.86→1.57,2
DEP-REL-CHG:case→det,23
DEP-DIST-DIFF:2.60→1.86,1
DEP-REL-CHG:compound→parataxis,2
DEP-REL-CHG:ccomp→fixed,1
DEP-REL-CHG:fixed→obl,1
PUNCT-SUBST:and→:,5
CONST-COUNT-DIFF:26→23,4
DEP-DIST-DIFF:2.86→2.27,1
BRANCH-DIFF:2.27→2.00,3
DEP-REL-CHG:compound→obl:agent,1
DEP-REL-CHG:obl:agent→punct,1
HEAD-CHG:13→12,1
LENGTH-CHG:15→13,3
DEP-DIST-DIFF:3.36→2.92,1
BRANCH-DIFF:2.17→1.92,1
CONST-COUNT-DIFF:16→14,16
DEP-DIST-DIFF:2.25→2.29,2
BRANCH-DIFF:2.14→2.17,1
LEMMA-CHG:diwa→Diwas,1
DEP-DIST-DIFF:2.50→2.29,2
DEP-DIST-DIFF:2.33→1.71,2
BRANCH-DIFF:1.75→1.64,1
DEP-DIST-DIFF:1.71→1.20,3
DEP-DIST-DIFF:1.80→1.33,7
BRANCH-DIFF:1.83→1.60,12
DEP-REL-CHG:cop→det,7
FEAT-CHG:Number=Sing→Number=ABSENT,4
FEAT-CHG:Degree=ABSENT→Degree=Pos,2
DEP-DIST-DIFF:2.83→2.90,1
DEP-REL-CHG:punct→cc,3
DEP-REL-CHG:nmod:poss→conj,1
CONST-COUNT-DIFF:27→22,2
DEP-DIST-DIFF:3.38→2.00,1
BRANCH-DIFF:2.00→1.91,4
DEP-DIST-DIFF:2.44→2.50,1
BRANCH-DIFF:2.00→1.57,1
DEP-DIST-DIFF:2.70→2.00,2
BRANCH-DIFF:2.25→1.86,3
BRANCH-DIFF:2.14→1.67,6
DEP-DIST-DIFF:2.11→1.75,1
CONST-COUNT-DIFF:16→17,2
DEP-DIST-DIFF:1.71→1.33,1
DEP-DIST-DIFF:2.33→1.50,1
DEP-REL-CHG:nmod→obl,2
DEP-DIST-DIFF:2.36→1.88,2
BRANCH-DIFF:2.10→1.73,1
DEP-REL-CHG:nsubj:pass→mark,8
DEP-REL-CHG:aux:pass→compound:prt,2
DEP-REL-CHG:mark→nmod:poss,4
CONST-COUNT-DIFF:24→15,2
DEP-DIST-DIFF:2.33→2.14,1
DEP-REL-CHG:expl→nmod,2
TED-RTED:25→25,7
CONST-COUNT-DIFF:24→13,1
DEP-DIST-DIFF:2.30→1.80,1
BRANCH-DIFF:1.77→1.71,1
DEP-DIST-DIFF:2.62→2.14,3
BRANCH-DIFF:2.00→1.78,11
DEP-REL-CHG:det→discourse,1
DEP-DIST-DIFF:1.71→1.60,3
BRANCH-DIFF:2.17→2.00,8
DEP-REL-CHG:cop→appos,1
DEP-DIST-DIFF:3.10→1.67,1
DEP-REL-CHG:compound→obl:unmarked,4
DEP-REL-CHG:obj→discourse,1
CONST-COUNT-DIFF:20→21,6
DEP-DIST-DIFF:2.10→2.00,2
BRANCH-DIFF:2.11→1.82,3
DEP-REL-CHG:aux:pass→advcl,4
DEP-REL-CHG:nummod→amod,1
LENGTH-CHG:15→10,10
TREE-DEPTH-DIFF:12→10,5
CONST-COUNT-DIFF:27→20,3
DEP-DIST-DIFF:2.86→1.89,1
BRANCH-DIFF:2.17→1.90,1
BRANCH-DIFF:2.12→1.86,2
TED-SIMPLE:3→3,7
DEP-DIST-DIFF:1.33→1.25,1
CONST-COUNT-DIFF:17→10,7
FEAT-CHG:Tense=ABSENT→Tense=Pres,9
FEAT-CHG:VerbForm=ABSENT→VerbForm=Fin,5
TREE-DEPTH-DIFF:6→9,1
CONST-COUNT-DIFF:22→22,3
DEP-DIST-DIFF:2.69→2.10,1
BRANCH-DIFF:2.62→1.91,1
BRANCH-DIFF:1.75→1.75,5
DEP-REL-CHG:flat→compound,4
DEP-REL-CHG:nsubj→nmod,9
DEP-REL-CHG:cop→punct,3
TREE-DEPTH-DIFF:11→8,15
DEP-DIST-DIFF:2.92→1.83,1
BRANCH-DIFF:1.92→1.60,2
DEP-DIST-DIFF:1.89→2.62,1
BRANCH-DIFF:1.90→1.80,6
CONST-ADD:ABSENT→PP-ADD,11
TREE-DEPTH-DIFF:5→6,8
CONST-COUNT-DIFF:14→13,9
DEP-DIST-DIFF:1.43→1.60,1
BRANCH-DIFF:2.17→1.71,3
DEP-REL-CHG:conj→nsubj,5
DEP-REL-CHG:aux:pass→parataxis,3
DEP-DIST-DIFF:1.80→1.67,1
BRANCH-DIFF:1.89→1.56,1
CONST-COUNT-DIFF:22→14,3
DEP-DIST-DIFF:2.60→1.80,1
BRANCH-DIFF:1.91→1.62,1
DEP-REL-CHG:compound:prt→case,7
CONST-COUNT-DIFF:26→20,9
BRANCH-DIFF:1.92→1.73,5
BRANCH-DIFF:2.20→1.60,2
DEP-REL-CHG:amod→acl,2
DEP-DIST-DIFF:2.40→1.67,4
DEP-REL-CHG:obj→parataxis,4
DEP-DIST-DIFF:2.55→2.00,1
BRANCH-DIFF:1.73→1.58,1
C-ADD:ABSENT→ADV-ADD,7
DEP-REL-CHG:det→advmod,4
DEP-REL-CHG:nsubj:pass→det,5
DEP-REL-CHG:nmod→advmod,4
DEP-DIST-DIFF:2.00→1.86,1
BRANCH-DIFF:1.90→1.88,2
DEP-DIST-DIFF:3.00→2.80,1
DEP-REL-CHG:aux:pass→obj,6
DEP-REL-CHG:mark→nsubj,2
DEP-REL-CHG:xcomp→parataxis,1
CONST-COUNT-DIFF:19→13,6
DEP-DIST-DIFF:2.12→2.40,1
BRANCH-DIFF:1.80→1.71,1
DEP-REL-CHG:amod→xcomp,1
DEP-REL-CHG:obj→obl:unmarked,3
DEP-REL-CHG:amod→nummod,4
DEP-REL-CHG:xcomp→obl:unmarked,1
DEP-DIST-DIFF:1.90→1.71,1
DEP-REL-CHG:nmod→flat,2
CONST-COUNT-DIFF:17→12,3
DEP-DIST-DIFF:2.29→2.00,1
BRANCH-DIFF:1.78→1.57,2
BRANCH-DIFF:1.80→1.57,1
DEP-REL-CHG:mark→acl,10
DEP-REL-CHG:acl→compound:prt,2
DEP-REL-CHG:compound:prt→compound,1
CONST-COUNT-DIFF:22→21,6
DEP-DIST-DIFF:2.00→1.43,1
BRANCH-DIFF:1.62→1.54,2
DEP-DIST-DIFF:2.30→1.67,2
HEAD-CHG:6→7,6
DEP-DIST-DIFF:1.80→1.56,1
BRANCH-DIFF:2.11→1.90,1
CONST-COUNT-DIFF:17→9,2
DEP-DIST-DIFF:2.12→2.00,2
TREE-DEPTH-DIFF:8→12,2
DEP-DIST-DIFF:2.10→1.56,2
BRANCH-DIFF:1.91→1.64,2
DEP-REL-CHG:det→advcl,7
DEP-REL-CHG:acl→nmod,2
DEP-DIST-DIFF:2.08→1.43,3
BRANCH-DIFF:1.92→1.58,1
DEP-DIST-DIFF:2.12→2.20,1
DEP-DIST-DIFF:1.86→1.75,2
BRANCH-DIFF:1.70→1.50,1
DEP-DIST-DIFF:1.86→1.67,1
DEP-DIST-DIFF:2.56→1.88,1
DEP-DIST-DIFF:1.71→1.25,3
BRANCH-DIFF:2.17→1.67,3
DEP-REL-CHG:amod→det,2
DEP-REL-CHG:nsubj:pass→amod,3
DEP-DIST-DIFF:1.88→1.80,2
BRANCH-DIFF:1.89→1.71,1
FORM-CHG:balloon→Balloon,1
TED-ZHANG-SHASHA:3→3,41
TED-KLEIN:3→3,17
TED-RTED:3→3,44
LEMMA-CHG:SCTIMST→sctimst,1
DEP-DIST-DIFF:2.57→1.80,2
BRANCH-DIFF:2.17→1.50,1
CONST-COUNT-DIFF:25→16,3
DEP-DIST-DIFF:2.85→2.25,1
BRANCH-DIFF:2.18→2.14,1
DEP-REL-CHG:expl→compound,3
CONST-COUNT-DIFF:20→13,3
DEP-DIST-DIFF:2.12→1.50,3
BRANCH-DIFF:1.73→1.50,1
DEP-REL-CHG:det→aux,1
LENGTH-CHG:17→9,1
TED-RTED:35→35,2
CONST-COUNT-DIFF:33→19,1
DEP-DIST-DIFF:2.69→1.62,1
DEP-DIST-DIFF:1.50→1.25,2
BRANCH-DIFF:2.00→1.50,34
BRANCH-DIFF:1.88→1.62,2
DEP-REL-CHG:punct→nsubj,8
HEAD-CHG:4→9,1
TED-KLEIN:28→28,3
DEP-DIST-DIFF:2.57→2.44,1
BRANCH-DIFF:2.08→1.75,2
LEMMA-CHG:Operation→operation,1
DEP-DIST-DIFF:2.38→2.20,1
DEP-DIST-DIFF:3.00→2.25,2
DEP-REL-CHG:mark→parataxis,4
TED-ZHANG-SHASHA:34→34,1
CONST-COUNT-DIFF:26→14,1
DEP-DIST-DIFF:2.85→2.00,1
BRANCH-DIFF:2.08→1.86,1
DEP-REL-CHG:case→mark,4
DEP-DIST-DIFF:2.73→1.83,1
DEP-REL-CHG:nsubj:pass→obl,1
TREE-DEPTH-DIFF:12→9,6
DEP-DIST-DIFF:2.83→1.88,1
DEP-REL-CHG:ccomp→obj,6
DEP-DIST-DIFF:2.25→1.62,1
LENGTH-CHG:4→3,60
CONST-COUNT-DIFF:9→8,19
BRANCH-DIFF:1.60→1.40,15
DEP-REL-CHG:nmod→appos,3
DEP-DIST-DIFF:2.56→1.83,1
BRANCH-DIFF:2.50→2.20,1
CONST-COUNT-DIFF:6→5,17
BRANCH-DIFF:2.50→2.00,17
LENGTH-CHG:3→2,37
CONST-COUNT-DIFF:5→4,27
DEP-REL-CHG:expl→root,10
CONST-COUNT-DIFF:21→15,4
BRANCH-DIFF:1.82→1.75,1
DEP-DIST-DIFF:1.60→1.50,2
CONST-COUNT-DIFF:11→4,1
TREE-DEPTH-DIFF:4→3,5
CONST-COUNT-DIFF:7→5,2
DEP-REL-CHG:nummod→nmod:unmarked,1
DEP-DIST-DIFF:2.33→1.40,1
DEP-REL-CHG:compound→iobj,1
DEP-REL-CHG:iobj→mark,1
DEP-DIST-DIFF:2.25→1.67,6
BRANCH-DIFF:1.80→1.67,4
HEAD-CHG:5→8,1
CONST-COUNT-DIFF:19→19,5
DEP-DIST-DIFF:2.50→2.22,2
DEP-REL-CHG:cc→amod,6
DEP-DIST-DIFF:2.54→1.78,1
DEP-DIST-DIFF:2.20→1.62,1
DEP-REL-CHG:root→obl:agent,1
DEP-REL-CHG:compound→amod,4
DEP-REL-CHG:obl:agent→compound,1
CONST-COUNT-DIFF:25→17,2
DEP-DIST-DIFF:3.08→2.50,1
BRANCH-DIFF:2.18→2.00,2
DEP-DIST-DIFF:3.09→2.12,1
DEP-REL-CHG:obl→amod,7
DEP-DIST-DIFF:3.33→2.67,1
BRANCH-DIFF:2.15→1.86,1
DEP-DIST-DIFF:2.11→2.00,2
BRANCH-DIFF:1.90→1.50,1
DEP-DIST-DIFF:1.67→1.00,1
DEP-DIST-DIFF:1.25→1.25,1
BRANCH-DIFF:2.33→2.33,4
DEP-REL-CHG:compound→cop,2
LENGTH-CHG:17→13,2
TED-ZHANG-SHASHA:30→30,2
CONST-COUNT-DIFF:33→26,1
DEP-DIST-DIFF:3.31→2.33,1
CONST-COUNT-DIFF:23→17,9
DEP-DIST-DIFF:2.18→1.71,3
CONST-COUNT-DIFF:22→15,3
DEP-DIST-DIFF:2.45→1.67,2
BRANCH-DIFF:2.10→1.75,1
CONST-COUNT-DIFF:14→9,3
DEP-DIST-DIFF:1.71→1.00,1
BRANCH-DIFF:2.17→1.60,1
DEP-REL-CHG:cop→compound,6
DEP-DIST-DIFF:2.38→1.75,3
DEP-REL-CHG:cop→nmod,5
BRANCH-DIFF:2.12→1.62,1
FORM-CHG:said→says,3
CONST-COUNT-DIFF:23→21,3
DEP-DIST-DIFF:2.25→2.20,1
DEP-REL-CHG:nsubj:pass→punct,8
DEP-REL-CHG:punct→acl,2
DEP-DIST-DIFF:3.21→2.60,1
DEP-DIST-DIFF:2.17→2.17,2
DEP-DIST-DIFF:2.44→1.80,1
TED-SIMPLE:2→2,10
DEP-DIST-DIFF:2.38→2.43,1
BRANCH-DIFF:1.89→1.78,3
DEP-REL-CHG:punct→xcomp,1
DEP-REL-CHG:xcomp→advmod,3
DEP-REL-CHG:advmod→punct,5
TED-KLEIN:32→32,1
CONST-COUNT-DIFF:26→22,2
DEP-DIST-DIFF:2.80→2.60,1
BRANCH-DIFF:2.50→1.91,1
HEAD-CHG:8→10,1
DEP-DIST-DIFF:2.33→2.11,1
LEMMA-CHG:sowing→sow,1
DEP-REL-CHG:cop→obj,2
DEP-DIST-DIFF:1.71→1.50,2
DEP-REL-CHG:obj→flat,3
TREE-DEPTH-DIFF:13→10,2
DEP-DIST-DIFF:2.18→2.00,1
BRANCH-DIFF:1.73→1.67,1
CONST-COUNT-DIFF:19→17,7
DEP-DIST-DIFF:2.00→1.62,3
DEP-REL-CHG:nsubj:pass→compound,6
CONST-COUNT-DIFF:35→19,1
DEP-DIST-DIFF:3.65→2.89,1
DEP-REL-CHG:cc→conj,5
DEP-REL-CHG:conj→case,3
CONST-COUNT-DIFF:22→16,6
DEP-DIST-DIFF:2.36→1.71,3
BRANCH-DIFF:2.10→1.88,4
DEP-DIST-DIFF:2.18→1.62,3
BRANCH-DIFF:2.22→2.00,6
FORM-CHG:passport→Passport,1
DEP-REL-CHG:nsubj:pass→dep,1
DEP-REL-CHG:case→conj,2
DEP-DIST-DIFF:2.85→2.90,1
BRANCH-DIFF:2.08→2.11,1
LENGTH-CHG:18→13,4
CONST-COUNT-DIFF:32→25,1
DEP-DIST-DIFF:2.76→1.67,1
BRANCH-DIFF:2.21→2.00,1
FORM-CHG:process→Process,1
CONST-COUNT-DIFF:24→20,4
DEP-DIST-DIFF:2.27→2.33,1
BRANCH-DIFF:1.92→1.90,2
CONST-COUNT-DIFF:18→12,5
DEP-DIST-DIFF:3.00→2.20,2
BRANCH-DIFF:2.12→1.83,5
DEP-DIST-DIFF:1.88→1.40,3
TREE-DEPTH-DIFF:10→10,12
CONST-COUNT-DIFF:23→23,4
DEP-DIST-DIFF:2.00→2.40,1
BRANCH-DIFF:1.83→1.83,7
DEP-DIST-DIFF:1.82→1.71,1
TREE-DEPTH-DIFF:12→8,3
CONST-COUNT-DIFF:26→16,1
BRANCH-DIFF:1.92→1.67,2
DEP-REL-CHG:aux→nmod:unmarked,1
DEP-DIST-DIFF:2.10→2.17,1
DEP-DIST-DIFF:2.43→1.75,1
DEP-REL-CHG:root→iobj,1
DEP-REL-CHG:iobj→obj,2
TREE-DEPTH-DIFF:13→12,4
CONST-COUNT-DIFF:32→26,1
DEP-DIST-DIFF:2.47→1.58,1
BRANCH-DIFF:2.21→1.92,1
DEP-DIST-DIFF:3.12→2.17,1
CONST-ADD:ABSENT→VP-ADD,11
TREE-DEPTH-DIFF:4→5,7
CONST-COUNT-DIFF:7→8,4
DEP-DIST-DIFF:1.33→1.50,20
DEP-REL-CHG:compound→acl,3
TED-KLEIN:24→24,5
DEP-DIST-DIFF:3.08→2.25,1
BRANCH-DIFF:2.09→1.80,1
CONST-COUNT-DIFF:10→10,6
BRANCH-DIFF:2.25→2.25,1
DEP-REL-CHG:punct→obl,4
HEAD-CHG:11→10,1
DEP-DIST-DIFF:2.83→2.60,1
HEAD-CHG:3→4,5
DEP-DIST-DIFF:1.80→2.00,1
BRANCH-DIFF:1.62→1.43,1
TED-KLEIN:26→26,6
CONST-COUNT-DIFF:21→19,11
BRANCH-DIFF:2.22→1.80,1
LENGTH-CHG:18→11,2
CONST-COUNT-DIFF:33→25,1
