newspaper,total_pairs,h2c_count,c2h_count,h2c_bleu1_mean,h2c_bleu1_std,h2c_bleu1_median,h2c_bleu1_min,h2c_bleu1_max,h2c_bleu2_mean,h2c_bleu2_std,h2c_bleu2_median,h2c_bleu2_min,h2c_bleu2_max,h2c_bleu4_mean,h2c_bleu4_std,h2c_bleu4_median,h2c_bleu4_min,h2c_bleu4_max,h2c_meteor_mean,h2c_meteor_std,h2c_meteor_median,h2c_meteor_min,h2c_meteor_max,h2c_rouge1_mean,h2c_rouge1_std,h2c_rouge1_median,h2c_rouge1_min,h2c_rouge1_max,h2c_rouge2_mean,h2c_rouge2_std,h2c_rouge2_median,h2c_rouge2_min,h2c_rouge2_max,h2c_rougeL_mean,h2c_rougeL_std,h2c_rougeL_median,h2c_rougeL_min,h2c_rougeL_max,h2c_chrF_mean,h2c_chrF_std,h2c_chrF_median,h2c_chrF_min,h2c_chrF_max,h2c_exact_match_mean,h2c_exact_match_std,h2c_exact_match_median,h2c_exact_match_min,h2c_exact_match_max,h2c_length_ratio_mean,h2c_length_ratio_std,h2c_length_ratio_median,h2c_length_ratio_min,h2c_length_ratio_max,c2h_bleu1_mean,c2h_bleu1_std,c2h_bleu1_median,c2h_bleu1_min,c2h_bleu1_max,c2h_bleu2_mean,c2h_bleu2_std,c2h_bleu2_median,c2h_bleu2_min,c2h_bleu2_max,c2h_bleu4_mean,c2h_bleu4_std,c2h_bleu4_median,c2h_bleu4_min,c2h_bleu4_max,c2h_meteor_mean,c2h_meteor_std,c2h_meteor_median,c2h_meteor_min,c2h_meteor_max,c2h_rouge1_mean,c2h_rouge1_std,c2h_rouge1_median,c2h_rouge1_min,c2h_rouge1_max,c2h_rouge2_mean,c2h_rouge2_std,c2h_rouge2_median,c2h_rouge2_min,c2h_rouge2_max,c2h_rougeL_mean,c2h_rougeL_std,c2h_rougeL_median,c2h_rougeL_min,c2h_rougeL_max,c2h_chrF_mean,c2h_chrF_std,c2h_chrF_median,c2h_chrF_min,c2h_chrF_max,c2h_exact_match_mean,c2h_exact_match_std,c2h_exact_match_median,c2h_exact_match_min,c2h_exact_match_max,c2h_length_ratio_mean,c2h_length_ratio_std,c2h_length_ratio_median,c2h_length_ratio_min,c2h_length_ratio_max
The-Hindu,500,500,500,0.4774731963078422,0.2713928508399974,0.5246435408628785,0.0,1.0,0.3810105374669746,0.25859896747960215,0.408248290463863,0.0,1.0,0.22882090924403298,0.21987026992415018,0.1531926326521313,0.0,1.0,0.49873716582540567,0.29486137928080025,0.5752551020408163,0.0,0.9996243425995492,0.8402360409672692,0.1306235295127717,0.846153846153846,0.3333333333333333,1.0,0.5131599531155892,0.31533701560567734,0.5555555555555556,0.0,1.0,0.8224490752361616,0.15227546158090285,0.8377192982456141,0.25,1.0,0.9423119739627812,0.04119466863507314,0.9444444444444444,0.7333333333333334,1.0,0.026,0.15913516267626082,0.0,0.0,1.0,0.9705019923832617,0.35072426357893083,0.9045454545454545,0.4,4.0,0.6839711063151891,0.2243734081749313,0.6666666666666666,0.0,1.0,0.4755620386982308,0.21969921952131183,0.4472135954999579,0.0,1.0,0.2817335367916698,0.19626689771591374,0.2020410308398286,0.0,1.0,0.7327397312370822,0.21443169813122015,0.7664726934950687,0.0,0.9921875,0.9088014835452459,0.1081071209129616,0.9333333333333333,0.4000000000000001,1.0,0.6072951453872103,0.34928589469804916,0.6666666666666666,0.0,1.0,0.8907971444632005,0.13874411551906854,0.9333333333333333,0.26666666666666666,1.0,0.9439931020824235,0.050530678183873655,0.9500000000000001,0.6896551724137931,1.0,0.218,0.4128873938497033,0.0,0.0,1.0,1.2930689477189476,0.33164811498417585,1.2361111111111112,0.6666666666666666,4.0
